path,sha256_expected,sha256_observed
notebooks/hypotheses/H04.qmd,f8adb6d78be041ce296dd7e89eb92769b128631c1b4227ce5d8ab3d526daf1d5,f8adb6d78be041ce296dd7e89eb92769b128631c1b4227ce5d8ab3d526daf1d5
_build/nathealth/notebooks/hypotheses/H04.html,edb592760ee086c4b58abf7ab8946dbdf2be2c4b35bb7e6f11d84f66f71160e0,edb592760ee086c4b58abf7ab8946dbdf2be2c4b35bb7e6f11d84f66f71160e0
artifacts/10_figures/H04/H04_temporal_near_eye.png,8f048e0716e036413f541054a03c521941b4728f661871223b3e4c238991b3d4,8f048e0716e036413f541054a03c521941b4728f661871223b3e4c238991b3d4
artifacts/10_figures/H04/H04_temporal_near_eye.svg,2a804065daa8550523f90391350ed9ec654f3ad66dbc3d5e410ef408739a7678,2a804065daa8550523f90391350ed9ec654f3ad66dbc3d5e410ef408739a7678
artifacts/10_figures/H04/H04_temporal_near_eye.pdf,627376f457ec710793834755d7bde8f37389c213e10763334dfaab7b77f2d379,627376f457ec710793834755d7bde8f37389c213e10763334dfaab7b77f2d379
artifacts/11_source_data/H04/H04_reader_temporal_near_eye_curves.csv,97025e3f0166b8d4c896cd7504ac75c32aa49a7b315b8b17aef9929c1669d7e1,97025e3f0166b8d4c896cd7504ac75c32aa49a7b315b8b17aef9929c1669d7e1
artifacts/11_source_data/H04/H04_reader_temporal_near_eye_ratios.csv,26a5c2de41e46894171b1442cb41da8053c633bda97d8a68b1ba514262bfc613,26a5c2de41e46894171b1442cb41da8053c633bda97d8a68b1ba514262bfc613
artifacts/11_source_data/H04/H04_reader_temporal_near_eye_global.csv,4f4445bb359bf3023d97b4e2445e3905950c22d570f9d47fc3ed554d12d34749,4f4445bb359bf3023d97b4e2445e3905950c22d570f9d47fc3ed554d12d34749
artifacts/11_source_data/H04/H04_reader_temporal_near_eye_support.csv,6d0a3a3b82d7c4dbbbb8863bf09307ec1ffa719f09e71593c5e9eae69516e508,6d0a3a3b82d7c4dbbbb8863bf09307ec1ffa719f09e71593c5e9eae69516e508
artifacts/09_tables/H04/H04_reader_heterogeneity_category_estimands.csv,733086079d21a6bb13ea36a43020c6a0d0204f648797337dff1d6ea4dcd32084,733086079d21a6bb13ea36a43020c6a0d0204f648797337dff1d6ea4dcd32084
artifacts/06_model_data/H04/H04_category_support.csv,bd8b8837e2357ca18466c080c6121eee6b857e4440554e662d3632cb308cd463,bd8b8837e2357ca18466c080c6121eee6b857e4440554e662d3632cb308cd463
scripts/hypotheses/H04/build_h04_stage3_reader_figures.R,2ae1ae770d4b0cf3725b04cd337d883659d429ff9a8f7c482d38f0af516c158a,2ae1ae770d4b0cf3725b04cd337d883659d429ff9a8f7c482d38f0af516c158a
scripts/hypotheses/H04/build_h04_stage3_reader_assets.R,9fef4f87941e28c0db784d5e9ef2971cd96e1d5f8ffd55847b51ccbcc2a24c60,9fef4f87941e28c0db784d5e9ef2971cd96e1d5f8ffd55847b51ccbcc2a24c60
artifacts/12_manifests/H04/H04_stage3_reader_asset_manifest.csv,b7963a6bf11617ea4831ce8e53baaf1e9d6746a0bd147ca866cd1fbbb8901be3,b7963a6bf11617ea4831ce8e53baaf1e9d6746a0bd147ca866cd1fbbb8901be3
artifacts/12_manifests/H04/H04_stage3_artifacts.csv,6215a9496f5f542ff92c19536b5601aa49c1ca804523eb7f9ff8bfdff852e115,6215a9496f5f542ff92c19536b5601aa49c1ca804523eb7f9ff8bfdff852e115
