data_scenario,placement,sample_scenario,metric_order,metric_id,manuscript_name,abbreviation,predictor,comparison_status,p_raw,observations,participants,participant_days,unavailable_reason,statistic,degrees_freedom,comparison_method,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,row_key_hash,model_frame_sha256,final_converged,final_positive_definite_hessian,final_singular,final_max_gradient,final_convergence_message,reduced_formula,full_formula,reduced_warnings,full_ml_warnings,final_warnings,fit_errors,p_adjusted,raw_significant,adjusted_significant,p_raw_display,p_adjusted_display
gap_timing_unaware,chest,paired_common_sample,1,interdaily_stability,Interdaily stability,IS,age,UNAVAILABLE,,,,,No current artifact recomputes participant-level IS or IV on identical paired participant-day sets; no approximation was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,—,—
gap_timing_unaware,chest,paired_common_sample,2,intradaily_variability,Intradaily variability,IV,age,UNAVAILABLE,,,,,No current artifact recomputes participant-level IS or IV on identical paired participant-day sets; no approximation was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,—,—
gap_timing_unaware,chest,paired_common_sample,3,daily_geometric_mean_medi,Mean melEDI,Mean,age,ESTIMABLE,0.01883859899951757,640,112,640,,5.516436229335227,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.07316918404125666,0.03208954892308281,0.0102748238718783,0.13606354421063502,normal,ESTIMABLE,1.1835025119435838,1.02394074248977,1.367928960782383,ratio,ratio,0.00731691840412566,0.00102748238718783,0.0136063544210635,,,,1.016990552294473,1.0023686664965283,1.0318257324135938,0.484410850370828,0.1510477810008672,0.02121096970477165,0.2808845922969627,640,,,8,63,49,18,68,245e5e4c43f2e7511fdd5093e39f47a6f74e6ac8664e51fe80806f249661bf16,3fb940f249a024513b0392e75d8f8fa30fa197b2cf79f3c00b82ecd3a21faee6,TRUE,TRUE,FALSE,5.092033461551182e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.04575088328454266,TRUE,TRUE,0.019,0.046
gap_timing_unaware,chest,paired_common_sample,4,m10_mean_medi,Brightest 10 h mean,M10mean,age,ESTIMABLE,0.00177803094767212,640,112,640,,9.765645318680754,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.13527535404808572,0.04418752675439933,0.04866939304356299,0.22188131505260844,normal,ESTIMABLE,1.365448592280959,1.1185860349275158,1.6667916458324714,ratio,ratio,0.01352753540480857,0.00486693930435629,0.02218813150526084,,,,1.031638485941328,1.0112695704051475,1.0524176706404127,0.7414293124199547,0.18245212562012128,0.06564266104439644,0.29926159019584614,640,,,8,63,49,18,68,7580566a337ce2fa14453f463debcda1e260174fa3d3857d08b24e22671f0471,f4d6a050ac64f86271fca9c467ffaa03d7a3a8df2133bfc1aa1172176041c3db,TRUE,TRUE,FALSE,7.355538400588557e-7,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.00703676092474047,TRUE,TRUE,0.002,0.007
gap_timing_unaware,chest,paired_common_sample,5,l10_mean_medi,Darkest 10 h mean,L10mean,age,ESTIMABLE,0.2882399006989298,640,112,640,,1.1278242772140743,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-0.02284604606937664,0.02240673025297056,-0.066762430376502993,0.0210703382377497,normal,ESTIMABLE,0.948754729681481,0.8575067939865976,1.049712426076765,ratio,ratio,-0.00228460460693766,-0.0066762430376503,0.00210703382377497,,,,0.9947533156701948,0.984744937842044,1.0048634128602858,0.3206857516502914,-0.07124122587862997,-0.2081864567818641,0.06570400502460416,640,,,8,63,49,18,68,412612d1cbe0be6b0a670aa4172fa1ad30cce53b88d7d878beb0f37bf4f7a3f2,41dc0f882e9ccd27042b15ac368b47cff46978b7ab84f902622d7a6d0176f099,TRUE,TRUE,FALSE,1.8324897155252986e-7,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.49000783118818064,FALSE,FALSE,0.288,0.490
gap_timing_unaware,chest,paired_common_sample,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,age,ESTIMABLE,6.198530681849891e-5,640,112,640,,16.041007567665474,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.2690598809742835,0.06525390776729685,0.14116457189988324,0.3969551900486838,normal,ESTIMABLE,1.3087335069376032,1.1516141557200317,1.4872892831977234,ratio,ratio,0.02690598809742835,0.01411645718998832,0.03969551900486838,,,,1.027271222501629,1.0142165648724009,1.0404939153333168,1.5117590436363686,0.17797801978223318,0.09337769302198289,0.26257834654248347,640,,,8,63,49,18,68,4bf446556426b2b6e6f24b44b7fbc97f86471653b5f57c92b13742003d074dff,b21f884513555b741e3954851a0db155b1717ee2e25e38dcaf07e8b8086a651f,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.00105375021591448,TRUE,TRUE,<0.001,0.001
gap_timing_unaware,chest,paired_common_sample,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,age,ESTIMABLE,0.00206963556610014,592,111,592,,9.486728304833832,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.15865949964658282,0.05064594787076666,0.05939526585698718,0.25792373343617847,normal,ESTIMABLE,1.171938833148554,1.0611946118508415,1.294240107614343,ratio,ratio,0.01586594996465828,0.00593952658569871,0.02579237334361784,,,,1.015992482449114,1.00595720054806,1.0261278748546494,2.2726598553940227,0.06981225072903627,0.02613469222682666,0.11348980923124588,592,,,8,62,49,18,68,231813b4fde709bb46901a150f03f2fbbea57596db2b0c68e6bb4e86c9b867ad,03dac46eed6e639391fb4f36c82af18f0a0deae7e8b87721131d664f4f2f6547,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.00703676092474047,TRUE,TRUE,0.002,0.007
gap_timing_unaware,chest,paired_common_sample,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,age,ESTIMABLE,0.00382412425895505,615,112,615,,8.365495071971736,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-0.1705003757493653,0.06035004906326006,-0.2887842983785802,-0.0522164531201504,normal,ESTIMABLE,-0.1705003757493653,-0.2887842983785802,-0.0522164531201504,difference,h,-0.01705003757493653,-0.02887842983785802,-0.00522164531201504,-10.230022544961916,-17.327057902714813,-3.132987187209024,-0.01705003757493653,-0.02887842983785802,-0.00522164531201504,1.014137715110269,-0.16812349369220184,-0.2847584643345802,-0.05148852304982347,615,,,8,63,49,18,68,c920df2d511aeea4cf2acc72f83a38625d41c4665300404dd4480f45a64e60f5,0305c21075b01ef0b4a3f77ebe37fd1c2450bd6c8a6ae94a9359b4d78bf33626,TRUE,TRUE,FALSE,1.3881162885809315e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.01083501873370597,TRUE,TRUE,0.004,0.011
gap_timing_unaware,chest,paired_common_sample,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,age,ESTIMABLE,0.8430773435534801,621,112,621,,0.03918766375318228,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-0.00369402256127006,0.01865018120199404,-0.04024770602232431,0.03285966089978418,normal,ESTIMABLE,0.9963127919465072,0.9605514752958164,1.0334055018660462,ratio,ratio,-3.6940225612700606e-4,-0.00402477060223243,0.00328596608997841,,,,0.999630665964486,0.9959833179318311,1.0032913707948214,2.1143937403400113,-0.00174708356858644,-0.01903510460443009,0.0155409374672572,621,,,8,63,49,18,68,25ef243386c4aa7b2b1ddafb2b830ed5e8b11e7bd114d7eb48398b06d7eedcb4,1eb995f425b3c734091f4ed474ea8acc6061db52dada5a46530a0323d489f753,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,1,FALSE,FALSE,0.843,1.000
gap_timing_unaware,chest,paired_common_sample,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,age,ESTIMABLE,4.6787197126661896e-4,640,112,640,,12.239546589463655,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.07443304593017455,0.02158517449179321,0.0321268813262472,0.1167392105341019,normal,ESTIMABLE,1.186951697629076,1.0767797543236617,1.3083960084199984,ratio,ratio,0.00744330459301745,0.00321268813262472,0.01167392105341019,,,,1.0172865548222707,1.0074249168090474,1.027244727974422,0.3945873449103506,0.1886351574379193,0.08141893484583589,0.2958513800300027,640,,,8,63,49,18,68,6a9d26c74972256377689ff97a93309a24b9700fb6140d3ee210fbf6f01d0d32,7fb63443b2a71d5ec0c18c6c175700c973d7e92139ed1d7df5dc2151a63fe807,TRUE,TRUE,FALSE,2.5551116777933203e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.00397691175576626,TRUE,TRUE,<0.001,0.004
