"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
1,"tbl-h06-daily-analysis-roles","id",1,9308073,9308080,"Scenario","tbl-h06-daily-analysis-roles--gt-0001","","",9308073,9308109,8,37
1,"tbl-h06-daily-analysis-roles","id",2,9308206,9308218,"Analysis-role","tbl-h06-daily-analysis-roles--gt-0002","","",9308235,9308271,13,37
1,"tbl-h06-daily-analysis-roles","id",3,9308349,9308364,"Participant-days","tbl-h06-daily-analysis-roles--gt-0003","","",9308402,9308438,16,37
1,"tbl-h06-daily-analysis-roles","id",4,9308500,9308511,"Participants","tbl-h06-daily-analysis-roles--gt-0004","","",9308574,9308610,12,37
1,"tbl-h06-daily-analysis-roles","id",5,9308643,9308647,"Sites","tbl-h06-daily-analysis-roles--gt-0005","","",9308742,9308778,5,37
1,"tbl-h06-daily-analysis-roles","headers",1,9308861,9308868,"Scenario","tbl-h06-daily-analysis-roles--gt-0001","Scenario","tbl-h06-daily-analysis-roles--gt-0001",9308992,9309028,8,37
1,"tbl-h06-daily-analysis-roles","headers",2,9308944,9308956,"Analysis role","tbl-h06-daily-analysis-roles--gt-0002","Analysis-role","tbl-h06-daily-analysis-roles--gt-0002",9309104,9309140,13,37
1,"tbl-h06-daily-analysis-roles","headers",3,9309062,9309077,"Participant-days","tbl-h06-daily-analysis-roles--gt-0003","Participant-days","tbl-h06-daily-analysis-roles--gt-0003",9309246,9309282,16,37
1,"tbl-h06-daily-analysis-roles","headers",4,9309133,9309144,"Participants","tbl-h06-daily-analysis-roles--gt-0004","Participants","tbl-h06-daily-analysis-roles--gt-0004",9309338,9309374,12,37
1,"tbl-h06-daily-analysis-roles","headers",5,9309200,9309204,"Sites","tbl-h06-daily-analysis-roles--gt-0005","Sites","tbl-h06-daily-analysis-roles--gt-0005",9309430,9309466,5,37
1,"tbl-h06-daily-analysis-roles","headers",6,9309285,9309292,"Scenario","tbl-h06-daily-analysis-roles--gt-0001","Scenario","tbl-h06-daily-analysis-roles--gt-0001",9309547,9309583,8,37
1,"tbl-h06-daily-analysis-roles","headers",7,9309382,9309394,"Analysis role","tbl-h06-daily-analysis-roles--gt-0002","Analysis-role","tbl-h06-daily-analysis-roles--gt-0002",9309673,9309709,13,37
1,"tbl-h06-daily-analysis-roles","headers",8,9309515,9309530,"Participant-days","tbl-h06-daily-analysis-roles--gt-0003","Participant-days","tbl-h06-daily-analysis-roles--gt-0003",9309830,9309866,16,37
1,"tbl-h06-daily-analysis-roles","headers",9,9309597,9309608,"Participants","tbl-h06-daily-analysis-roles--gt-0004","Participants","tbl-h06-daily-analysis-roles--gt-0004",9309933,9309969,12,37
1,"tbl-h06-daily-analysis-roles","headers",10,9309675,9309679,"Sites","tbl-h06-daily-analysis-roles--gt-0005","Sites","tbl-h06-daily-analysis-roles--gt-0005",9310036,9310072,5,37
