path,role,sha256,bytes
audit/hypotheses/H06_daily/report018_order48_result_render/001__build__nathealth__notebooks__hypotheses__H06_daily.html_gt_semantic_ledger.csv,audit_evidence,0f884ddc97f1af86ef6b949c7e7387996bfcbc57c1409c39663533610074cb36,249113
audit/hypotheses/H06_daily/report018_order48_result_render/audit_order48_postrender.R,read_only_audit_code,a6040dc0bd95b39cebf0a020e7269c34a1b53ae337460c4785978998984283c2,36783
audit/hypotheses/H06_daily/report018_order48_result_render/audit_order48_visual_defects.R,read_only_audit_code,7392176401d88ac214c2160dd5d10993b29fcdcc46798cad9cffbe551bace0e4,11269
audit/hypotheses/H06_daily/report018_order48_result_render/browser_console_warn_error.json,browser_measurement_or_log,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,3
audit/hypotheses/H06_daily/report018_order48_result_render/build_change_classification_postrender.csv,audit_evidence,8855df33516c9f443367f013429eebbbf211f7b1edc604c634abb1a645c421f3,207
audit/hypotheses/H06_daily/report018_order48_result_render/build_delta_postrender.csv,audit_evidence,acc2a7814413afc59d4bc59dbdfc6a55fc836f1f0bed015974b2ce806786db01,11415
audit/hypotheses/H06_daily/report018_order48_result_render/build_inventory_postqa.csv,identity_evidence,2da8ab1a94026cdfc6a26e93887b800ad343a85306689fdb8eb38a1a61de7d37,184645
audit/hypotheses/H06_daily/report018_order48_result_render/build_inventory_postrender.csv,identity_evidence,2da8ab1a94026cdfc6a26e93887b800ad343a85306689fdb8eb38a1a61de7d37,184645
audit/hypotheses/H06_daily/report018_order48_result_render/build_inventory_prerender.csv,identity_evidence,f6997ff685a8aa2dfda81055cbebd2a85b7fcb5e856236178d123d25ea9fbd0c,178844
audit/hypotheses/H06_daily/report018_order48_result_render/build_order48_fail_closed_manifest.R,read_only_audit_code,612a6a0815b0f16f2adbffd902e5181565e42cdc84d8e20e579c2f899a065000,2021
audit/hypotheses/H06_daily/report018_order48_result_render/build_reconciliation_postqa.csv,identity_evidence,eebb655992c7c0c84bcfeee620db83d4dee7ac5631b12f3c7b10e24945e0c47f,217760
audit/hypotheses/H06_daily/report018_order48_result_render/build_symlink_inventory_postqa.csv,identity_evidence,bea37fdba769aa3bb17f85ec297b2c758271db6a8321498fcb74458908cce712,85
audit/hypotheses/H06_daily/report018_order48_result_render/build_symlink_inventory_postrender.csv,identity_evidence,bea37fdba769aa3bb17f85ec297b2c758271db6a8321498fcb74458908cce712,85
audit/hypotheses/H06_daily/report018_order48_result_render/build_symlink_inventory_prerender.csv,identity_evidence,bea37fdba769aa3bb17f85ec297b2c758271db6a8321498fcb74458908cce712,85
audit/hypotheses/H06_daily/report018_order48_result_render/collect_order48_inventory.R,read_only_audit_code,0dd00f4d9954175ca3d86e72e41afdcabb2a69c0e09b9f896ee1b63c6ad2eb2b,17102
audit/hypotheses/H06_daily/report018_order48_result_render/country_site_audit.csv,audit_evidence,d25e4080403df229051a550fd7e667ce82f8907ad7731ce858ba5e1db9fa3e40,266
audit/hypotheses/H06_daily/report018_order48_result_render/dispatch_reconciliation_prerender.csv,identity_evidence,c2b644e6bd3a8695561210fe51283f5f66d3869727abd1f059e12b5403f0e40f,10621
audit/hypotheses/H06_daily/report018_order48_result_render/document_idref_audit.csv,audit_evidence,178de142b7f28a6880504ddbd4f28e69ea952a06da1faac00da818ea4ae1a540,90564
audit/hypotheses/H06_daily/report018_order48_result_render/duplicate_id_audit.csv,audit_evidence,edaf4513ccd6bdb23691a3052df76761ddfabc6f9018c97f74004af399e0491e,101
audit/hypotheses/H06_daily/report018_order48_result_render/dynamic_link_audit.csv,audit_evidence,1d7c003fb5035ce1a8b4e3bf127ef4c77303d6ef3e4bd1a23392a2652a7a1faf,826
audit/hypotheses/H06_daily/report018_order48_result_render/figure_endpoint_audit.csv,audit_evidence,3ad5e581cb626ea2a9c8636674069ec5a4ee43a58f5f0bdf2d6d5c405d62e681,5499
audit/hypotheses/H06_daily/report018_order48_result_render/figure_final_size_typography_audit.csv,audit_evidence,0307bbca17f31d2b6ef30613c0efadde8fb3f0df8012eff94fdddab9afcfdae9,3337
audit/hypotheses/H06_daily/report018_order48_result_render/final_identity_contract.csv,audit_evidence,3d1459fe11d2ae746c482a6ba8a234bf93eaa4fe0fa3a812fa8ad4c6e39bcfbf,814
audit/hypotheses/H06_daily/report018_order48_result_render/finalize_order48_fail_closed.R,read_only_audit_code,da8bde2f9b3fc4f00a35c8e11f0646dd95eec587e9fabc83f002b9697b89b914,6332
audit/hypotheses/H06_daily/report018_order48_result_render/gt_html_semantic_post_render_summary.csv,audit_evidence,bbd11670eb1000096da42b2e4d30e0d32664741e30acf826434f9078a6cdf4b2,471
audit/hypotheses/H06_daily/report018_order48_result_render/historical_classification_reconciliation.csv,identity_evidence,d68fa52db2acc882533d706e8e710a45f9d077bb436b713c544b0428f4ab7217,588
audit/hypotheses/H06_daily/report018_order48_result_render/loopback_lifecycle.csv,audit_evidence,0086ddfd1e8e8ab9fc48a220e9cb2cc9b8d2dade84c854b9b79fa062d39901dd,1048
audit/hypotheses/H06_daily/report018_order48_result_render/nonvisual_status.csv,audit_evidence,ec2616872634fdc1288af74434fc8b3a96d1e47a213d2917e95dc721bf0ed142,1482
audit/hypotheses/H06_daily/report018_order48_result_render/order48_fail_closed_completion.md,fail_closed_report,43b2f7aa09e449e770cf7e4d6bf4f7ec7e5eaaf5861011d0b0c2acba2e7dcc22,7609
audit/hypotheses/H06_daily/report018_order48_result_render/order48_fail_closed_status.csv,audit_evidence,bc20539f3b9b6cb364a126ff6db965303203e2bb5bf3147b898af4da97666f94,370
audit/hypotheses/H06_daily/report018_order48_result_render/order48_final_gate_summary.csv,audit_evidence,a6ef0d29e1865d4aa50a376c1be671a3774a18c3459885e4f115fcfbeef37622,1309
audit/hypotheses/H06_daily/report018_order48_result_render/phase4_manifest_transition.csv,audit_evidence,2d97bf65007835af2769c70fdd9c52fa93cc15250fb92c258df2ff50a8a74ed0,604
audit/hypotheses/H06_daily/report018_order48_result_render/placement_source_cardinality_audit.csv,audit_evidence,f77d9d812904f93e610e90d3cd6a081bfd0251ba0674fe1f64c33e44d29e1911,874
audit/hypotheses/H06_daily/report018_order48_result_render/placement_tab_content_audit.csv,audit_evidence,345e6f590aaecc685e3961d1ea087fe42de30adc9e9bb720803691c503e6d6f2,3800
audit/hypotheses/H06_daily/report018_order48_result_render/preflight_status.csv,audit_evidence,1e7d322cc6111435cf8f3644eb979f9029489887d0bc3364e211e8b931c68cfd,412
audit/hypotheses/H06_daily/report018_order48_result_render/process_preflight.csv,audit_evidence,11b797606376acf3549258fd97b5641510a390347f0dafa544eb4b633f451333,189
