"relative_path","role_pre","sha256_pre","bytes_pre","modified_utc_pre","is_symlink_pre","symlink_target_pre","role_post","sha256_post","bytes_post","modified_utc_post","is_symlink_post","symlink_target_post","delta","classification","source_relative_path","source_identical","status"
"_build/nathealth/artifacts/10_figures/H06_daily/H06_daily_non_l10_production_primary_absolute_effects.png",,,,,,,"build_member","da67b5f8a27b49d7c4d0e6426563d79aaa540ef835e350d02fd952a3a134c686",123076,"2026-08-12T14:11:05.339999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/10_figures/H06_daily/H06_daily_non_l10_production_primary_absolute_effects.png",TRUE,"PASS"
"_build/nathealth/artifacts/10_figures/H06_daily/H06_daily_non_l10_production_primary_ratio_effects.png",,,,,,,"build_member","a50f6b25c1c09abca1700870594d26a15e2085ec1c2a4c8eb5f6bc0f727cfa66",123364,"2026-08-12T14:11:05.184000Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/10_figures/H06_daily/H06_daily_non_l10_production_primary_ratio_effects.png",TRUE,"PASS"
"_build/nathealth/artifacts/10_figures/H06_daily/H06_daily_stage3_fdr_overview.png",,,,,,,"build_member","48283afc83e9ebcd0f7d02177dacc162287940126c335b47efab11cc54c9edd9",534607,"2026-08-12T19:47:12.898999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/10_figures/H06_daily/H06_daily_stage3_fdr_overview.png",TRUE,"PASS"
"_build/nathealth/artifacts/10_figures/H06_daily/H06_daily_stage3_primary_site_deviations.png",,,,,,,"build_member","a1ddd2ae719d5a6ab11c1c591801d4b4aa7cb06f9eb0bcad7c983d8024fd86e1",476355,"2026-08-13T11:23:28.823999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/10_figures/H06_daily/H06_daily_stage3_primary_site_deviations.png",TRUE,"PASS"
"_build/nathealth/artifacts/10_figures/H06_daily/H06_daily_temporal_h02_primary_context_functions.png",,,,,,,"build_member","e28c639f23b3f33687ca046a77069153bb66073d29cd03d96fd03408c4317d98",256215,"2026-08-11T10:47:35.625000Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/10_figures/H06_daily/H06_daily_temporal_h02_primary_context_functions.png",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_joint_context_exploratory_site_estimates.csv",,,,,,,"build_member","f3024b183e108370920e27b6ce69a56bae632d91cde20d43c6c02b427218464c",197775,"2026-08-13T05:25:12.628000Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_joint_context_exploratory_site_estimates.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_joint_context_exploratory_stability.csv",,,,,,,"build_member","3f3012e1a2289f17b7fe104a61482c10ccc5a201e19df6d9edf514cf9a419a6f",36514,"2026-08-13T05:25:12.622999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_joint_context_exploratory_stability.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_non_l10_production_primary_absolute_effects.csv",,,,,,,"build_member","2b695be686e6fdfdef9bdad4082be1fdcd1100e0d3d763fac35b4a75b8df11a7",4958,"2026-08-12T14:11:04.884999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_non_l10_production_primary_absolute_effects.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_non_l10_production_primary_ratio_effects.csv",,,,,,,"build_member","c7a1c0018e82db71e2fb0fe74d6e3e5a6645948017b10dd938fce18f6c5c2a9d",5398,"2026-08-12T14:11:04.881999Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_non_l10_production_primary_ratio_effects.csv",TRUE,"PASS"
"_build/nathealth/artifacts/11_source_data/H06_daily/H06_daily_stage3_diagnostic_summary.csv",,,,,,,"build_member","931e443310ebe7d01a3ac50535b141be916de3bc3b88aea143bb31ed4a22ae4a",3134,"2026-08-12T19:47:12.568000Z UTC",FALSE,,"ADDED","TARGET_OWNED_SOURCE_IDENTICAL_RESOURCE_COPY","artifacts/11_source_data/H06_daily/H06_daily_stage3_diagnostic_summary.csv",TRUE,"PASS"
