path,sha256,bytes,producer,r_version
artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv,79ee4818d7f3967827a6412f8537196e84ee7a6ccc1b8d2c5e9dd3124ed44b47,6949,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
artifacts/12_manifests/H01_model_data_artifacts.csv,5aa19326b2de468efb177af0d8f193253db63aade2d607f9570f5c3337e39c74,3646,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/decisions/bootstrap_execution_policy.md,8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a,2780,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/decisions/mder_mean_of_viable_ratios.md,1664347de976057807fcb5ac6e24bd4b66af1fe32378fabd1f2acafcfc9266de,9617,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/handoffs/H01_shared_change_request.md,ace71a3ef0de8571860338e9ec1d8aefb6b312fff17142adbf5ff73fc7701c4e,18360,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/handoffs/H01_worker_handoff.md,1c9d06e942780f595e51c5026913e8404d82b4db9a7bd54fed1bf6c11d9f8e26,80198,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_candidate_participant_influence.csv,dce1d627f715d1a961eb3f3cdb75205966d420369a92a5777747726297539ea8,9953,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_complete_BH_impact.csv,b62aade0c26799534779e77582e975dd42e6cbfa7d42944c7153105306f23d47,119284,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_construct_impossible_gap_rows.csv,8db6cd0a7d3a08983d49bb5a1f76e02c02cb5b8aa7fccd8f41e3ba5d4c1f8b1d,103,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_diagnostic_comparison.csv,cc91e5184f5aa82fc3a4cd0112e6ff5fe97c6948049eab659ac22959f4abdd62,8364,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_distribution_histograms.png,7c5e4fba97e7225bd3395b42c2947f8806643ed8f4a8ddfcdbe1f7118314a09b,108805,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_distribution_summary.csv,19e4f8e98ade0ba0c764507d12d36a56bc68b4a064effb2c076848fd7271ce11,2988,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_exact_sample_comparison.csv,2ac61fb8bc922f16812a0320791aef8a9a88f96763f6f42608d6d6b4ec04fbac,4258,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_frozen_non_mder_artifact_baseline.csv,d8669cd878c43fc8205462f1fdc895415f0eae076d96fd2701b5a355432000ef,148779,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate_post_repair/H01_METRIC-010_gap_primary_common_day_comparison.csv,902713a89286dc9aeb91bc170350228cf06aeb56c680bca33d86ee694b16062d,413,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
