run_id,family_id,metric_order,old_metric_id,old_p_raw,old_p_adjusted,old_supported,new_metric_id,new_p_raw,new_p_adjusted,new_supported,p_adjusted_change,support_changed,raw_p_unchanged_for_non_mder
main__chest__all_available,H01-F1-site,1,interdaily_stability,0.920370620707043,0.920370620707043,FALSE,interdaily_stability,0.920370620707043,0.920370620707043,FALSE,0,FALSE,TRUE
main__chest__all_available,H01-F2-photoperiod,1,interdaily_stability,0.5086682107978651,0.5086682107978651,FALSE,interdaily_stability,0.5086682107978651,0.5086682107978651,FALSE,0,FALSE,TRUE
main__chest__all_available,H01-F3-latitude,1,interdaily_stability,0.6299208363442141,0.6692908886157275,FALSE,interdaily_stability,0.6299208363442141,0.6692908886157275,FALSE,0,FALSE,TRUE
main__chest__all_available,H01-F4-site-latitude-adequacy,1,interdaily_stability,0.8843011392141539,0.8843011392141539,FALSE,interdaily_stability,0.8843011392141539,0.8843011392141539,FALSE,0,FALSE,TRUE
main__chest__all_available,H01-F1-site,2,intradaily_variability,0.1621892939303914,0.17922015264964822,FALSE,intradaily_variability,0.1621892939303914,0.17922015264964822,FALSE,0,FALSE,TRUE
main__chest__all_available,H01-F2-photoperiod,2,intradaily_variability,0.06329493442771594,0.08277029886701316,FALSE,intradaily_variability,0.06329493442771594,0.08277029886701316,FALSE,0,FALSE,TRUE
main__chest__all_available,H01-F3-latitude,2,intradaily_variability,0.2466851857820944,0.3494706798579671,FALSE,intradaily_variability,0.2466851857820944,0.3494706798579671,FALSE,0,FALSE,TRUE
main__chest__all_available,H01-F4-site-latitude-adequacy,2,intradaily_variability,0.16512681965104997,0.1754472458792406,FALSE,intradaily_variability,0.16512681965104997,0.18714372893785663,FALSE,0.011696483058616036,FALSE,TRUE
main__chest__all_available,H01-F1-site,3,daily_geometric_mean_medi,6.714083588936603e-4,0.00142469485927951,TRUE,daily_geometric_mean_medi,6.714083588936603e-4,0.0016027817166894538,TRUE,1.7808685740994387e-4,FALSE,TRUE
main__chest__all_available,H01-F2-photoperiod,3,daily_geometric_mean_medi,3.276750222763545e-5,1.1140950757396053e-4,TRUE,daily_geometric_mean_medi,3.276750222763545e-5,1.3926188446745065e-4,TRUE,2.785237689349012e-5,FALSE,TRUE
main__chest__all_available,H01-F3-latitude,3,daily_geometric_mean_medi,0.414524939331311,0.5033517120451634,FALSE,daily_geometric_mean_medi,0.414524939331311,0.5033517120451634,FALSE,0,FALSE,TRUE
main__chest__all_available,H01-F4-site-latitude-adequacy,3,daily_geometric_mean_medi,3.991080566654012e-4,0.00102216097662019,TRUE,daily_geometric_mean_medi,3.991080566654012e-4,0.0010221609766201917,TRUE,1.734723475976807e-18,FALSE,TRUE
main__chest__all_available,H01-F1-site,4,m10_mean_medi,0.00260034681112962,0.0036838246491003,TRUE,m10_mean_medi,0.00260034681112962,0.004018717799018504,TRUE,3.348931499182039e-4,FALSE,TRUE
main__chest__all_available,H01-F2-photoperiod,4,m10_mean_medi,3.128135434515495e-4,6.647287798345427e-4,TRUE,m10_mean_medi,3.128135434515495e-4,7.596900340966201e-4,TRUE,9.496125426207739e-5,FALSE,TRUE
main__chest__all_available,H01-F3-latitude,4,m10_mean_medi,0.3223062452026196,0.4214773975726564,FALSE,m10_mean_medi,0.3223062452026196,0.4214773975726564,FALSE,0,FALSE,TRUE
main__chest__all_available,H01-F4-site-latitude-adequacy,4,m10_mean_medi,0.00186393120614234,0.00396085381305248,TRUE,m10_mean_medi,0.00186393120614234,0.003960853813052473,TRUE,-6.938893903907228e-18,FALSE,TRUE
main__chest__all_available,H01-F1-site,5,l10_mean_medi,5.039922399961976e-6,1.2239811542764795e-5,TRUE,l10_mean_medi,5.039922399961976e-6,1.4279780133225598e-5,TRUE,2.0399685904608026e-6,FALSE,TRUE
main__chest__all_available,H01-F2-photoperiod,5,l10_mean_medi,0.00553862734188367,0.01046185164578027,TRUE,l10_mean_medi,0.00553862734188367,0.011769583101502798,TRUE,0.001307731455722527,FALSE,TRUE
main__chest__all_available,H01-F3-latitude,5,l10_mean_medi,8.223381766456205e-4,0.00199710700042507,TRUE,l10_mean_medi,8.223381766456205e-4,0.0023299581671625915,TRUE,3.328511667375217e-4,FALSE,TRUE
main__chest__all_available,H01-F4-site-latitude-adequacy,5,l10_mean_medi,2.5920217341359283e-4,8.812873896062156e-4,TRUE,l10_mean_medi,2.5920217341359283e-4,8.812873896062156e-4,TRUE,0,FALSE,TRUE
main__chest__all_available,H01-F1-site,6,duration_above_1000,0.0019397616029931,0.00299781338644388,TRUE,duration_above_1000,0.0019397616029931,0.00329759472508827,TRUE,2.997813386443897e-4,FALSE,TRUE
main__chest__all_available,H01-F2-photoperiod,6,duration_above_1000,3.0396808139186784e-6,2.5837286918308767e-5,TRUE,duration_above_1000,3.0396808139186784e-6,2.5837286918308767e-5,TRUE,0,FALSE,TRUE
main__chest__all_available,H01-F3-latitude,6,duration_above_1000,0.01603707188574703,0.03029224689529994,TRUE,duration_above_1000,0.01603707188574703,0.030292246895299947,TRUE,6.938893903907228e-18,FALSE,TRUE
main__chest__all_available,H01-F4-site-latitude-adequacy,6,duration_above_1000,0.00974066734924532,0.01839903832635227,TRUE,duration_above_1000,0.00974066734924532,0.01839903832635227,TRUE,0,FALSE,TRUE
main__chest__all_available,H01-F1-site,7,duration_above_250_wake,9.221650183310842e-4,0.00156768053116284,TRUE,duration_above_250_wake,9.221650183310842e-4,0.0017418672568476035,TRUE,1.7418672568476358e-4,FALSE,TRUE
main__chest__all_available,H01-F2-photoperiod,7,duration_above_250_wake,4.919689224284537e-5,1.393911946880619e-4,TRUE,duration_above_250_wake,4.919689224284537e-5,1.6726943362567427e-4,TRUE,2.7878238937612378e-5,FALSE,TRUE
main__chest__all_available,H01-F3-latitude,7,duration_above_250_wake,0.9101462073298738,0.9101462073298738,FALSE,duration_above_250_wake,0.9101462073298738,0.9101462073298738,FALSE,0,FALSE,TRUE
