run_id,old_data_scenario_id,old_placement,old_sample_scenario,old_analytical_role,old_metric_order,old_metric_id,old_analysis_unit,old_response_family,old_response_transform,term,old_term_label,old_estimate_model,old_std_error,old_conf_low_model,old_conf_high_model,old_p_raw,old_effect_type,old_estimate_practical,old_conf_low_practical,old_conf_high_practical,old_interval_method,old_status,new_data_scenario_id,new_placement,new_sample_scenario,new_analytical_role,new_metric_order,new_metric_id,new_analysis_unit,new_response_family,new_response_transform,new_term_label,new_estimate_model,new_std_error,new_conf_low_model,new_conf_high_model,new_p_raw,new_effect_type,new_estimate_practical,new_conf_low_practical,new_conf_high_practical,new_interval_method,new_status
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_ratio_of_integrals,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.01415207780465898,0.00327635003362918,0.00773054973799919,0.02057360587131877,1.564082340834397e-5,difference,0.01415207780465898,0.00773054973799919,0.02057360587131877,wald_normal,PASS,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Photoperiod per hour,0.02105308374978017,0.01051143187949985,4.510558400142965e-4,0.04165511165954604,0.04519071093378302,difference,0.02105308374978017,4.510558400142965e-4,0.04165511165954604,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_ratio_of_integrals,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01770147852465166,0.00310536954318552,-0.02378789098798289,-0.01161506606132043,1.1961021035420663e-8,difference,-0.01770147852465166,-0.02378789098798289,-0.01161506606132043,wald_normal,PASS,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Absolute latitude per 10 degrees,-0.03114459425557539,0.01019752929085447,-0.05113138439694244,-0.01115780411420835,0.00225713206344345,difference,-0.03114459425557539,-0.05113138439694244,-0.01115780411420835,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_ratio_of_integrals,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.01467370709504444,0.00366858778958604,0.0074834071533324,0.0218640070367565,6.338949107809262e-5,difference,0.01467370709504444,0.0074834071533324,0.0218640070367565,wald_normal,PASS,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Photoperiod per hour,0.0276019625610998,0.00408431518197915,0.01959685190291049,0.03560707321928911,1.3987158465392546e-11,difference,0.0276019625610998,0.01959685190291049,0.03560707321928911,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_ratio_of_integrals,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00979547589322698,0.00439523322040412,-0.01840997470887307,-0.00118097707758089,0.02583660492646341,difference,-0.00979547589322698,-0.01840997470887307,-0.00118097707758089,wald_normal,PASS,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Absolute latitude per 10 degrees,-0.01354784074756737,0.0055863819542111,-0.02449694818170561,-0.00259873331342913,0.01530186242694837,difference,-0.01354784074756737,-0.02449694818170561,-0.00259873331342913,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_ratio_of_integrals,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.01396781111188606,0.00314539996467447,0.00780294046415054,0.02013268175962158,8.966228875574345e-6,difference,0.01396781111188606,0.00780294046415054,0.02013268175962158,wald_normal,PASS,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Photoperiod per hour,0.02363184064420446,0.00360505117518419,0.01656607017841964,0.03069761110998928,5.5566404198196126e-11,difference,0.02363184064420446,0.01656607017841964,0.03069761110998928,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_ratio_of_integrals,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00462017094708834,0.00384036285529886,-0.01214714383103952,0.00290680193686283,0.2289547139878285,difference,-0.00462017094708834,-0.01214714383103952,0.00290680193686283,wald_normal,PASS,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Absolute latitude per 10 degrees,-0.013949166725686961,0.00498391275213995,-0.02371745622197117,-0.00418087722940275,0.00512867871110839,difference,-0.013949166725686961,-0.02371745622197117,-0.00418087722940275,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_ratio_of_integrals,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.01195261429193917,0.00312922769262984,0.00581944071495929,0.01808578786891904,1.3363082766672534e-4,difference,0.01195261429193917,0.00581944071495929,0.01808578786891904,wald_normal,PASS,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Photoperiod per hour,0.02085801344056493,0.00395281176020461,0.01311064475289752,0.02860538212823234,1.314925439180714e-7,difference,0.02085801344056493,0.01311064475289752,0.02860538212823234,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_ratio_of_integrals,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00102396344848764,0.00370182263088452,-0.00827940248217662,0.00623147558520132,0.7820791101460679,difference,-0.00102396344848764,-0.00827940248217662,0.00623147558520132,wald_normal,PASS,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Absolute latitude per 10 degrees,-0.00811772065598142,0.00539532373483852,-0.01869236086119905,0.0024569195492362,0.13243092457140682,difference,-0.00811772065598142,-0.01869236086119905,0.0024569195492362,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_ratio_of_integrals,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.02477005166850246,0.00569938015850945,0.01359947182362175,0.03594063151338318,1.3858211784236326e-5,difference,0.02477005166850246,0.01359947182362175,0.03594063151338318,wald_normal,PASS,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Photoperiod per hour,0.02102829611177791,0.01078579650610926,-1.1147658477417624e-4,0.04216806880833,0.05122041562905537,difference,0.02102829611177791,-1.1147658477417624e-4,0.04216806880833,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_ratio_of_integrals,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0222995840818426,0.00537158694510722,-0.0328277010340783,-0.0117714671296069,3.304535495304114e-5,difference,-0.0222995840818426,-0.0328277010340783,-0.0117714671296069,wald_normal,PASS,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Absolute latitude per 10 degrees,-0.03173658985739155,0.01046291151625437,-0.05224351960267949,-0.01122966011210362,0.00241937876665369,difference,-0.03173658985739155,-0.05224351960267949,-0.01122966011210362,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_ratio_of_integrals,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.0256149547933865,0.00719128755493693,0.01152029018323901,0.039709619403534,3.681206245585773e-4,difference,0.0256149547933865,0.01152029018323901,0.039709619403534,wald_normal,PASS,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,Photoperiod per hour,0.028012882711133488,0.00411897584286234,0.01993983840593278,0.03608592701633421,1.0394306190006644e-11,difference,0.028012882711133488,0.01993983840593278,0.03608592701633421,wald_normal,PASS
