.model_row_id,site,participant_key,local_date,value,response_value,photoperiod_hours,photoperiod_centered_hours,latitude_deg,absolute_latitude_10deg_centered
BAUA::BAUA_S001::2025-06-11,BAUA,BAUA::BAUA_S001,2025-06-11,52.00000000000003,0.8666666666666671,18.13485554655393,3.990864910961955,51.498204,1.3409768196470289
BAUA::BAUA_S001::2025-06-12,BAUA,BAUA::BAUA_S001,2025-06-12,70.00000000000007,1.1666666666666679,18.15373947189914,4.009748836307166,51.498204,1.3409768196470289
BAUA::BAUA_S001::2025-06-13,BAUA,BAUA::BAUA_S001,2025-06-13,101.99999999999996,1.6999999999999993,18.170627665254806,4.026637029662831,51.498204,1.3409768196470289
BAUA::BAUA_S001::2025-06-14,BAUA,BAUA::BAUA_S001,2025-06-14,60.99999999999994,1.0166666666666657,18.18549463795291,4.041504002360936,51.498204,1.3409768196470289
BAUA::BAUA_S001::2025-06-15,BAUA,BAUA::BAUA_S001,2025-06-15,158.99999999999991,2.6499999999999986,18.198317792680527,4.054327157088553,51.498204,1.3409768196470289
BAUA::BAUA_S001::2025-06-16,BAUA,BAUA::BAUA_S001,2025-06-16,75.99999999999994,1.2666666666666657,18.20907755719291,4.065086921600935,51.498204,1.3409768196470289
BAUA::BAUA_S002::2025-06-11,BAUA,BAUA::BAUA_S002,2025-06-11,93.00000000000004,1.5500000000000007,18.13485554655393,3.990864910961955,51.498204,1.3409768196470289
BAUA::BAUA_S002::2025-06-12,BAUA,BAUA::BAUA_S002,2025-06-12,100.00000000000007,1.6666666666666679,18.15373947189914,4.009748836307166,51.498204,1.3409768196470289
BAUA::BAUA_S002::2025-06-13,BAUA,BAUA::BAUA_S002,2025-06-13,165,2.75,18.170627665254806,4.026637029662831,51.498204,1.3409768196470289
BAUA::BAUA_S002::2025-06-14,BAUA,BAUA::BAUA_S002,2025-06-14,221,3.683333333333333,18.18549463795291,4.041504002360936,51.498204,1.3409768196470289
BAUA::BAUA_S002::2025-06-15,BAUA,BAUA::BAUA_S002,2025-06-15,109.99999999999993,1.8333333333333321,18.198317792680527,4.054327157088553,51.498204,1.3409768196470289
BAUA::BAUA_S002::2025-06-16,BAUA,BAUA::BAUA_S002,2025-06-16,42.9999999999999,0.716666666666665,18.20907755719291,4.065086921600935,51.498204,1.3409768196470289
BAUA::BAUA_S003::2025-06-11,BAUA,BAUA::BAUA_S003,2025-06-11,128.99999999999991,2.1499999999999986,18.13485554655393,3.990864910961955,51.498204,1.3409768196470289
BAUA::BAUA_S003::2025-06-12,BAUA,BAUA::BAUA_S003,2025-06-12,143.99999999999991,2.3999999999999986,18.15373947189914,4.009748836307166,51.498204,1.3409768196470289
BAUA::BAUA_S003::2025-06-13,BAUA,BAUA::BAUA_S003,2025-06-13,195,3.25,18.170627665254806,4.026637029662831,51.498204,1.3409768196470289
BAUA::BAUA_S003::2025-06-14,BAUA,BAUA::BAUA_S003,2025-06-14,240,4,18.18549463795291,4.041504002360936,51.498204,1.3409768196470289
BAUA::BAUA_S003::2025-06-15,BAUA,BAUA::BAUA_S003,2025-06-15,190.00000000000006,3.1666666666666674,18.198317792680527,4.054327157088553,51.498204,1.3409768196470289
BAUA::BAUA_S003::2025-06-16,BAUA,BAUA::BAUA_S003,2025-06-16,149.00000000000006,2.4833333333333343,18.20907755719291,4.065086921600935,51.498204,1.3409768196470289
BAUA::BAUA_S004::2025-06-11,BAUA,BAUA::BAUA_S004,2025-06-11,71.00000000000001,1.1833333333333336,18.13485554655393,3.990864910961955,51.498204,1.3409768196470289
BAUA::BAUA_S004::2025-06-12,BAUA,BAUA::BAUA_S004,2025-06-12,70.00000000000007,1.1666666666666679,18.15373947189914,4.009748836307166,51.498204,1.3409768196470289
BAUA::BAUA_S004::2025-06-13,BAUA,BAUA::BAUA_S004,2025-06-13,87.9999999999999,1.466666666666665,18.170627665254806,4.026637029662831,51.498204,1.3409768196470289
BAUA::BAUA_S004::2025-06-14,BAUA,BAUA::BAUA_S004,2025-06-14,25.00000000000007,0.41666666666666785,18.18549463795291,4.041504002360936,51.498204,1.3409768196470289
BAUA::BAUA_S004::2025-06-15,BAUA,BAUA::BAUA_S004,2025-06-15,224.00000000000006,3.7333333333333343,18.198317792680527,4.054327157088553,51.498204,1.3409768196470289
BAUA::BAUA_S004::2025-06-16,BAUA,BAUA::BAUA_S004,2025-06-16,98.99999999999991,1.6499999999999986,18.20907755719291,4.065086921600935,51.498204,1.3409768196470289
BAUA::BAUA_S005::2025-06-11,BAUA,BAUA::BAUA_S005,2025-06-11,44.00000000000006,0.7333333333333343,18.13485554655393,3.990864910961955,51.498204,1.3409768196470289
BAUA::BAUA_S005::2025-06-12,BAUA,BAUA::BAUA_S005,2025-06-12,128.99999999999991,2.1499999999999986,18.15373947189914,4.009748836307166,51.498204,1.3409768196470289
BAUA::BAUA_S005::2025-06-13,BAUA,BAUA::BAUA_S005,2025-06-13,169.99999999999994,2.8333333333333326,18.170627665254806,4.026637029662831,51.498204,1.3409768196470289
BAUA::BAUA_S005::2025-06-14,BAUA,BAUA::BAUA_S005,2025-06-14,223.0000000000001,3.7166666666666686,18.18549463795291,4.041504002360936,51.498204,1.3409768196470289
BAUA::BAUA_S005::2025-06-15,BAUA,BAUA::BAUA_S005,2025-06-15,356,5.933333333333334,18.198317792680527,4.054327157088553,51.498204,1.3409768196470289
BAUA::BAUA_S006::2025-06-11,BAUA,BAUA::BAUA_S006,2025-06-11,160.00000000000006,2.6666666666666674,18.13485554655393,3.990864910961955,51.498204,1.3409768196470289
BAUA::BAUA_S006::2025-06-12,BAUA,BAUA::BAUA_S006,2025-06-12,120.99999999999994,2.0166666666666657,18.15373947189914,4.009748836307166,51.498204,1.3409768196470289
BAUA::BAUA_S006::2025-06-13,BAUA,BAUA::BAUA_S006,2025-06-13,123.99999999999999,2.0666666666666664,18.170627665254806,4.026637029662831,51.498204,1.3409768196470289
BAUA::BAUA_S006::2025-06-15,BAUA,BAUA::BAUA_S006,2025-06-15,299.00000000000006,4.983333333333334,18.198317792680527,4.054327157088553,51.498204,1.3409768196470289
BAUA::BAUA_S006::2025-06-16,BAUA,BAUA::BAUA_S006,2025-06-16,400.00000000000006,6.666666666666668,18.20907755719291,4.065086921600935,51.498204,1.3409768196470289
BAUA::BAUA_S009::2025-06-25,BAUA,BAUA::BAUA_S009,2025-06-25,119.00000000000006,1.9833333333333343,18.211450270281897,4.067459634689923,51.498204,1.3409768196470289
BAUA::BAUA_S009::2025-06-26,BAUA,BAUA::BAUA_S009,2025-06-26,278,4.633333333333334,18.201224926577673,4.057234290985699,51.498204,1.3409768196470289
BAUA::BAUA_S009::2025-06-27,BAUA,BAUA::BAUA_S009,2025-06-27,27.9999999999999,0.466666666666665,18.188940423462125,4.04494978787015,51.498204,1.3409768196470289
