"path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","status"
"audit/report_harmonization/report018_h06_daily_companion_release.md","dc74e7cab758b27791b72be31d023d5840288af1988fe1f88a986462fd986daa","dc74e7cab758b27791b72be31d023d5840288af1988fe1f88a986462fd986daa",5802,5802,"PASS"
"audit/report_harmonization/owner_orders/49_h06_daily_companion_render.md","67b6fdd1bd35634b6c5283e5af9a321d7590e9517985628b884e6036386163b2","67b6fdd1bd35634b6c5283e5af9a321d7590e9517985628b884e6036386163b2",4049,4049,"PASS"
"scripts/report_harmonization/check_h06_daily_companion_release.R","629fe40682bfb4ff092df801a7aac20a12415f9a9af0328f6423f079e0da123f","629fe40682bfb4ff092df801a7aac20a12415f9a9af0328f6423f079e0da123f",12146,12146,"PASS"
"audit/report_harmonization/report018_h06_daily_companion_release_pins.csv","aa4c22585896b4d7e9a515a8b25f553808f5cce22b9615f02bc4272354b792c7","aa4c22585896b4d7e9a515a8b25f553808f5cce22b9615f02bc4272354b792c7",4095,4095,"PASS"
"audit/report_harmonization/report018_h06_daily_result_independent_acceptance.md","eef994b2851d8b150719ce34f158ce46a77c7d49c8e12ed7ceeee6f7f1aac8d6","eef994b2851d8b150719ce34f158ce46a77c7d49c8e12ed7ceeee6f7f1aac8d6",3930,3930,"PASS"
"audit/report_harmonization/report018_h06_daily_result_independent_acceptance_manifest.csv","1bdcf80ac0d0adeaafa16a432efcdf3d9331271c20300b6728d0e0dcd9b612da","1bdcf80ac0d0adeaafa16a432efcdf3d9331271c20300b6728d0e0dcd9b612da",4604,4604,"PASS"
"scripts/report_harmonization/check_h06_daily_order48d_result_acceptance.R","2a49d14d2ee64948022cfee0ea13db2adbe5bd980180be749b3d4a4a4dbb269b","2a49d14d2ee64948022cfee0ea13db2adbe5bd980180be749b3d4a4a4dbb269b",15413,15413,"PASS"
"audit/report_harmonization/coordination_matrix.csv","d7c891bb9f133db7b8c285fdb8a22524f0ff2b7ac9fe77d470deef7ab7fc8961","a401f68cf2157032f6353d6cbb17f55c0496eccbfb32eed4eb91d1aed5ec9cdb",30821,31474,"DISPATCH_EVIDENCE_ONLY_EXPECTED_MATRIX_TRANSITION"
"notebooks/hypotheses/H06_daily.qmd","8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639","8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639",65349,65349,"PASS"
"_build/nathealth/notebooks/hypotheses/H06_daily.html","74a63bd09b266709630e92241a17735298dffd5fc6d1746887621eb6288f2e6c","74a63bd09b266709630e92241a17735298dffd5fc6d1746887621eb6288f2e6c",11946551,11946551,"PASS"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","ef4fde67d5dd2ebbb14deb76c025b5ac2ac9b6a34f7b34ca62c2fdb382bde709","ef4fde67d5dd2ebbb14deb76c025b5ac2ac9b6a34f7b34ca62c2fdb382bde709",35409,35409,"PASS"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html","7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259","7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259",4613650,4613650,"PASS"
"_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html","7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259","7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259",4613650,4613650,"PASS"
"tests/hypotheses/H06_daily/test_h06_daily_preparation_report.R","4fbf8ba28dc957295ec5c90e42247f644c0010b3097195652d1e260fb6bdc2a0","4fbf8ba28dc957295ec5c90e42247f644c0010b3097195652d1e260fb6bdc2a0",10471,10471,"PASS"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation_report_manifest.csv","1579815ec9d3110f4e5b37fe7f5843947f1e0543dbe1b219c834be0ba388e28d","1579815ec9d3110f4e5b37fe7f5843947f1e0543dbe1b219c834be0ba388e28d",3675,3675,"PASS"
"artifacts/12_manifests/H06_daily/H06_daily_preparation_source_data_manifest.csv","19f441e87912962c7d60268899511c1f3a8e4c318502a6ed1c79e7e8e125f8ba","19f441e87912962c7d60268899511c1f3a8e4c318502a6ed1c79e7e8e125f8ba",4878,4878,"PASS"
"artifacts/12_manifests/H06_daily/H06_daily_preparation_output_manifest.csv","50461464c788a882635809881638856dde8b6f16a8593eb0fa76194be9feb190","50461464c788a882635809881638856dde8b6f16a8593eb0fa76194be9feb190",8334,8334,"PASS"
"artifacts/12_manifests/H06_daily/H06_daily_preparation_figure_readability_qa.csv","ae5dbb7a2a9f7f0dc47a60297e6bc9a244d103859186748756797332942dba45","ae5dbb7a2a9f7f0dc47a60297e6bc9a244d103859186748756797332942dba45",1603,1603,"PASS"
"artifacts/12_manifests/H06_daily/H06_daily_preparation_render_qa.csv","840fdaef6c31a51e2aabd6727a60b66a8a9df54cb0199b4a6c018c3080ea22de","840fdaef6c31a51e2aabd6727a60b66a8a9df54cb0199b4a6c018c3080ea22de",1916,1916,"PASS"
"artifacts/12_manifests/H06_daily/H06_daily_preparation_software_manifest.csv","25f547ccf47c8c3afc75d9b43dc457fe41d4bac7e2e9cf16baf710f7384d95e9","25f547ccf47c8c3afc75d9b43dc457fe41d4bac7e2e9cf16baf710f7384d95e9",2047,2047,"PASS"
