placement,placement_label,metric_order,metric_id,manuscript_name,omitted_site,observations,participants,sites,estimate_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,estimate_change_from_full,relative_absolute_change,sign_reversal,converged,positive_definite_hessian,singular,warnings,error,refit_status,omitted_site_display_order,omitted_site_name
chest,Chest,1,daily_geometric_mean_medi,Mean melEDI,RISE,806,138,7,-0.0030370260103659255,-0.012053529458414905,0.005979477437683055,0.962000639425571,0.8574827081950617,1.0792581837634976,0.002218998734182989,0.42218194206264703,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
chest,Chest,1,daily_geometric_mean_medi,Mean melEDI,THUAS,809,139,7,-0.005224639063457467,-0.014011794896913052,0.0035625167699981164,0.935527016213165,0.836328492822624,1.0464916663437531,3.1385681091447223e-5,0.005971372399644367,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
chest,Chest,1,daily_geometric_mean_medi,Mean melEDI,BAUA,788,134,7,-0.0076735418080948,-0.016601272658422657,0.001254189042233055,0.9067546748884895,0.8091547716665353,1.016127036782739,-0.0024175170635458857,0.45995161382242755,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
chest,Chest,1,daily_geometric_mean_medi,Mean melEDI,TUM,842,144,7,-0.006253252843882916,-0.014379630655407444,0.001873124967641613,0.9233321918839252,0.8324135511037182,1.0241812323198802,-9.972280993340013e-4,0.18973048031561082,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
chest,Chest,1,daily_geometric_mean_medi,Mean melEDI,FUSPCEU,779,132,7,-7.147521319895964e-4,-0.009779474184564551,0.008349969920585357,0.9909240917538179,0.8827206250284435,1.1123910870287963,0.004541272612559318,0.8640127916576356,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
chest,Chest,1,daily_geometric_mean_medi,Mean melEDI,IZTECH,800,137,7,-0.004923524661733301,-0.013976801053768351,0.00412975173030175,0.9391272866993988,0.8367018963420233,1.054091145818141,3.325000828156132e-4,0.06326075294079485,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
chest,Chest,1,daily_geometric_mean_medi,Mean melEDI,UCR,672,115,7,-0.0073420791249868365,-0.018285595298717556,0.003601437048743883,0.9105966613743612,0.7919553937535345,1.047011342111252,-0.002086054380437922,0.39688823432602627,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
chest,Chest,1,daily_geometric_mean_medi,Mean melEDI,KNUST,818,139,7,-0.007070999464171438,-0.015558293593139875,0.0014162946647969998,0.913750845284342,0.8199918522305342,1.0182303702002062,-0.0018149747196225235,0.3453131992015173,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
chest,Chest,2,m10_mean_medi,Brightest 10 h mean,RISE,806,138,7,-0.004905808037714304,-0.017682112326879437,0.00787049625145083,0.9393395463485086,0.798075392775036,1.1056083063357198,0.004362936292588001,0.47071492503296847,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
chest,Chest,2,m10_mean_medi,Brightest 10 h mean,THUAS,809,139,7,-0.008558388533670655,-0.021364159712778913,0.004247382645437604,0.8965776194260753,0.761458020637748,1.055673991039551,7.103557966316506e-4,0.07663991704995944,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
chest,Chest,2,m10_mean_medi,Brightest 10 h mean,BAUA,788,134,7,-0.012646669607592665,-0.025412296255021817,1.1895703983648594e-4,0.851019417082591,0.7231359212601911,1.0015185623602936,-0.0033779252772903594,0.3644425994411032,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
chest,Chest,2,m10_mean_medi,Brightest 10 h mean,TUM,842,144,7,-0.01076950491664751,-0.022671216511366738,0.001132206678071717,0.8716430303806598,0.7488676663094829,1.0145471711382381,-0.0015007605863452053,0.161916278285805,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
chest,Chest,2,m10_mean_medi,Brightest 10 h mean,FUSPCEU,779,132,7,-0.003906400457529539,-0.01695559649496311,0.00914279557990403,0.951391276675677,0.8055058559707476,1.1236980521311632,0.005362343872772766,0.5785404885148957,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
chest,Chest,2,m10_mean_medi,Brightest 10 h mean,IZTECH,800,137,7,-0.007820306421483165,-0.021276160200033145,0.0056355473570668165,0.9050587069622164,0.7623132506772609,1.074533680636378,0.00144843790881914,0.15627121184945864,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
chest,Chest,2,m10_mean_medi,Brightest 10 h mean,UCR,672,115,7,-0.014400630044582512,-0.029886169570866525,0.0010849094817015018,0.8321906046452536,0.6830230991612771,1.0139352582807866,-0.005131885714280207,0.5536764777837849,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
chest,Chest,2,m10_mean_medi,Brightest 10 h mean,KNUST,818,139,7,-0.011845957676091777,-0.02387700635580142,1.8509100361786476e-4,0.8597561388349418,0.7374374623484434,1.0023638016847871,-0.0025772133457894718,0.278054206044263,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
chest,Chest,3,l10_mean_medi,Darkest 10 h mean,RISE,806,138,7,0.001198341215553105,-0.005851252110632302,0.008247934541738512,1.015403413488532,0.9280791100831268,1.1109441866780227,-1.344178908696755e-4,0.10085685419209973,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
chest,Chest,3,l10_mean_medi,Darkest 10 h mean,THUAS,809,139,7,9.93622856569437e-4,-0.005666090157790201,0.007653335870929076,1.0127552705705347,0.930273746967802,1.102549912229112,-3.391362498533436e-4,0.25446177648983337,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
chest,Chest,3,l10_mean_medi,Darkest 10 h mean,BAUA,788,134,7,7.677752071202697e-4,-0.006541566076103126,0.008077116490343665,1.009841820387342,0.9199426802268224,1.1085261333366796,-5.649838993025108e-4,0.42392049439374496,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
chest,Chest,3,l10_mean_medi,Darkest 10 h mean,TUM,842,144,7,0.0012064652857766175,-0.005136216327778432,0.007549146899331668,1.0155086454657212,0.9365828077275745,1.101085563931884,-1.2629382064616298e-4,0.09476117629775159,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
chest,Chest,3,l10_mean_medi,Darkest 10 h mean,FUSPCEU,779,132,7,0.0033403391584021563,-0.004009753518333398,0.010690431835137711,1.0435300163093304,0.9501378203714876,1.1461020407679265,0.002007580051979376,1.5063337720256607,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
chest,Chest,3,l10_mean_medi,Darkest 10 h mean,IZTECH,800,137,7,-1.5360971260506342e-4,-0.006456975419179289,0.006149755993969162,0.9980424800411158,0.9209358658759274,1.081604950871594,-0.0014863688190278439,1.1152569221735522,TRUE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
chest,Chest,3,l10_mean_medi,Darkest 10 h mean,UCR,672,115,7,0.0036463534000593387,-0.00419427532486246,0.011486982124981136,1.0476114000922485,0.9479040617981099,1.157806670351615,0.002313594293636558,1.7359433392628685,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
chest,Chest,3,l10_mean_medi,Darkest 10 h mean,KNUST,818,139,7,1.6592180635643632e-4,-0.00652300766790751,0.0068548512806203814,1.0021187322526497,0.9201604842194905,1.0913769616867302,-0.0011668373000663442,0.8755050289607234,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
chest,Chest,4,duration_above_1000,"Time above 1,000 lx melEDI",RISE,806,138,7,-0.01699190680273485,-0.03931263805343678,0.005328824447967083,0.91016220213372,0.8042977526058283,1.0299608963334803,0.0074548145901293765,0.3049412831409519,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
chest,Chest,4,duration_above_1000,"Time above 1,000 lx melEDI",THUAS,809,139,7,-0.026686798212258018,-0.049348160448476924,-0.004025435976039108,0.8625685956460261,0.7608029187107718,0.9779465402887175,-0.002240076819393793,0.09163097101632822,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
chest,Chest,4,duration_above_1000,"Time above 1,000 lx melEDI",BAUA,788,134,7,-0.025227370826488165,-0.0477618809086621,-0.002692860744314237,0.8695707261628318,0.7675181159493678,0.9851927037110315,-7.806494336239402e-4,0.03193268418610132,FALSE,TRUE,TRUE,FALSE,,,PASS,3,Dortmund (DE)
chest,Chest,4,duration_above_1000,"Time above 1,000 lx melEDI",TUM,842,144,7,-0.027397918276511998,-0.04810375713750466,-0.006692079415519334,0.8591771984518219,0.7660658585712877,0.9636057397417982,-0.0029511968836477727,0.12071953683364675,FALSE,TRUE,TRUE,FALSE,,,PASS,5,Munich (DE)
chest,Chest,4,duration_above_1000,"Time above 1,000 lx melEDI",FUSPCEU,779,132,7,-0.026355908286921137,-0.0489485267749799,-0.003763289798862375,0.864151200690981,0.7624891313034328,0.9793677929272565,-0.001909186894056912,0.07809582575004051,FALSE,TRUE,TRUE,FALSE,,,PASS,6,Madrid (ES)
chest,Chest,4,duration_above_1000,"Time above 1,000 lx melEDI",IZTECH,800,137,7,-0.020241614413795975,-0.043222997908984005,0.002739769081392056,0.8939232901754217,0.7870617991457657,1.0152936523985154,0.00420510697906825,0.1720110812199006,FALSE,TRUE,TRUE,FALSE,,,PASS,7,Izmir (TR)
chest,Chest,4,duration_above_1000,"Time above 1,000 lx melEDI",UCR,672,115,7,-0.028635532627960907,-0.05457087942195814,-0.002700185833963673,0.8533066675414129,0.7391059781594665,0.9851527255723704,-0.004188811235096682,0.17134449923904144,FALSE,TRUE,TRUE,FALSE,,,PASS,8,San José (CR)
chest,Chest,4,duration_above_1000,"Time above 1,000 lx melEDI",KNUST,818,139,7,-0.024283794053456886,-0.04717168674339749,-0.001395901363516288,0.8741281034539914,0.7700316858748453,0.992296752542028,1.6292733940733925e-4,0.006664588547030943,FALSE,TRUE,TRUE,FALSE,,,PASS,9,Kumasi (GH)
chest,Chest,5,duration_above_250_wake,Time above 250 lx melEDI during wake,RISE,729,138,7,-0.012166981752762901,-0.029478985104552602,0.0051450215990268,0.9348182658290245,0.8493288142458869,1.0289126843100234,0.0028437339353425857,0.18944692541182195,FALSE,TRUE,TRUE,FALSE,,,PASS,1,Borås (SE)
chest,Chest,5,duration_above_250_wake,Time above 250 lx melEDI during wake,THUAS,739,139,7,-0.01604057901945394,-0.03385467470171291,0.0017735166628050254,0.91497160479975,0.8289880875673084,1.0098734229662343,-0.0010298633313484545,0.06860854290675293,FALSE,TRUE,TRUE,FALSE,,,PASS,2,Delft (NL)
