"component","basis","charged_seconds"
"previous_sealed_accounting","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/audit_compute_accounting.csv",855.640365793057
"mermaid_regression_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/mermaid_regression_execution_001/finish.json",0.643445749999955
"finishing005_transitions_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/finishing005_transitions_execution_001/finish.json",0.345367582980543
"internal005_cells_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/internal005_cells_execution_001/finish.json",0.805483667005319
"results005_raw_images_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/results005_raw_images_execution_001/finish.json",0.273746249964461
"results005_headings_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/results005_headings_execution_001/finish.json",0.237669499998447
"results005_cells_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/results005_cells_execution_001/finish.json",0.454750332981348
"results005_images_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/results005_images_execution_001/finish.json",0.247123124951031
"results005_exploratory_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/results005_exploratory_execution_001/finish.json",0.246841666987166
"results005_inline_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/results005_inline_execution_001/finish.json",1.20143400004599
"results005_structure_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/results005_structure_execution_001/finish.json",0.28555354202399
"results005_ledger_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/results005_ledger_execution_001/finish.json",0.229856207966805
"finishing005_package_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/finishing005_package_execution_001/finish.json",0.40402533300221
"finishing005_preservation_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_006/independent_evidence/finishing005_preservation_execution_001/finish.json",3.58641833398724
