run_id,scenario_id,placement,working_power,activity_code,activity,display_order,model_order,standardized_mean_lx,mean_conf_low_lx,mean_conf_high_lx,ratio_to_home,ratio_conf_low,ratio_conf_high,difference_from_home_lx,difference_conf_low_lx,difference_conf_high_lx,statistic,denominator_df,p_raw,inferential_role,unique_participant_hours,long_rows,effective_weighted_hours,participants,participant_days,sites,family_id,family_n,p_adjusted
main__near_eye,primary_dataset,Near-eye,1.539919,sleeping,Sleeping,1,2,6.953433107391641,4.122160371559351,11.729342776802252,0.09309634623764494,0.057593379137075684,0.15048482677447444,-67.73728665127395,-82.68824280452509,-52.786330498022814,-9.784280457565576,125,3.934954132865573e-17,NAMED_VERSUS_HOME,5906,5906,5819.666666666668,126,714,9,H04-F2,4,7.869908265731146e-17
main__near_eye,primary_dataset,Near-eye,1.539919,home,At home,2,1,74.6907197586656,60.27850610260847,92.54880352494517,1,1,1,0,0,0,,125,,REFERENCE,5105,5105,4889.166666666667,126,709,9,,,
main__near_eye,primary_dataset,Near-eye,1.539919,road_vehicle,On the road with public transport/car,3,3,332.0830744140259,263.8678110307212,417.93338824276674,4.4461089073317925,3.2176281587084157,6.143619909079273,257.3923546553603,178.46500895740775,336.31970035331284,9.131260975328077,125,1.4959291077299754e-15,NAMED_VERSUS_HOME,818,818,679.4999999999998,111,369,9,H04-F2,4,1.4959291077299754e-15
main__near_eye,primary_dataset,Near-eye,1.539919,working_indoor,Working in the office/from home,4,4,202.04610671331835,177.12816854505147,230.46943675492605,2.705103222544284,2.1898615793784257,3.341573510183464,127.35538695465276,101.23257429147782,153.4781996178277,9.320821260204449,125,5.223494929910098e-16,NAMED_VERSUS_HOME,3624,3624,3498.0000000000005,124,511,9,H04-F2,4,6.964659906546797e-16
main__near_eye,primary_dataset,Near-eye,1.539919,outdoors,Outdoors,5,5,864.7784151662164,677.9767344181588,1103.0492189074785,11.578124002023491,8.418261497185657,15.924066441871432,790.0876954075508,579.5789263531374,1000.5964644619642,15.208323295273471,125,3.262288869324994e-30,NAMED_VERSUS_HOME,1422,1422,1248.6666666666667,121,480,9,H04-F2,4,1.3049155477299975e-29
main__near_eye,primary_dataset,Near-eye,1.539919,other,Other/unspecified activity,6,6,221.83143666878806,97.17895082675194,506.37700732401777,2.9699999864180078,1.228264319323886,7.181597462815288,147.14071691012248,-38.99819755578346,333.2796313760284,,125,,DISPLAY_ONLY,391,391,391,72,159,9,,,
main__chest,primary_dataset,Chest,1.539919,sleeping,Sleeping,1,2,7.680831877386019,4.157056719496842,14.191574065366574,0.08771558774641125,0.04899591641037831,0.15703399175668084,-79.8843555051755,-97.3120696206542,-62.45664138969681,-8.257630372500971,149,7.381517906826016e-14,NAMED_VERSUS_HOME,7155,7155,7039.666666666668,150,868,8,H04-F2,4,9.84202387576802e-14
main__chest,primary_dataset,Chest,1.539919,home,At home,2,1,87.56518738256153,71.01773229322016,107.96827487654264,1,1,1,0,0,0,,149,,REFERENCE,6170,6170,5887.000000000001,150,859,8,,,
main__chest,primary_dataset,Chest,1.539919,road_vehicle,On the road with public transport/car,3,3,575.8725885792394,446.0119791649919,743.5433436066417,6.5765015275228365,4.821707490569932,8.96992868731611,488.30740119667786,342.2092638667316,634.4055385266241,11.991394069409301,149,1.2871959553738861e-23,NAMED_VERSUS_HOME,1056,1056,891.9999999999998,135,460,8,H04-F2,4,2.5743919107477722e-23
main__chest,primary_dataset,Chest,1.539919,working_indoor,Working in the office/from home,4,4,210.04487464968932,183.9772809470038,239.80596484254218,2.3987258056335685,1.902647300544223,3.0241471916348357,122.47968726712779,91.35837922773602,153.60099530651956,7.462029317996816,149,6.5595873671389436e-12,NAMED_VERSUS_HOME,4403,4403,4242.833333333333,148,609,8,H04-F2,4,6.5595873671389436e-12
main__chest,primary_dataset,Chest,1.539919,outdoors,Outdoors,5,5,1203.0219012816106,938.8345020474546,1541.551457479422,13.73858650042917,10.025930844473958,18.826058343880177,1115.456713899049,817.6788227834717,1413.2346050146261,16.43496623215556,149,2.8023650694971306e-35,NAMED_VERSUS_HOME,1656,1656,1435.5000000000002,143,553,8,H04-F2,4,1.1209460277988522e-34
main__chest,primary_dataset,Chest,1.539919,other,Other/unspecified activity,6,6,315.68684081723285,173.40756536985361,574.7049227789355,3.6051637671719456,1.8897972928405087,6.877566095246982,228.12165343467132,37.061080550027896,419.18222631931474,,149,,DISPLAY_ONLY,631,631,631,94,232,8,,,
