run_order,run_id,run_label,metric_order,metric_id,manuscript_name,analysis_unit,display_order,site,site_name,site_color,observations,participants,participant_days,represented_days
1,main__glasses__all_available,Primary near-eye dataset,1,interdaily_stability,Interdaily stability,participant,1,RISE,Borås (SE),#88CCEE,13,13,,78
1,main__glasses__all_available,Primary near-eye dataset,1,interdaily_stability,Interdaily stability,participant,2,THUAS,Delft (NL),#117733,13,13,,78
1,main__glasses__all_available,Primary near-eye dataset,1,interdaily_stability,Interdaily stability,participant,3,BAUA,Dortmund (DE),#DDCC77,18,18,,107
1,main__glasses__all_available,Primary near-eye dataset,1,interdaily_stability,Interdaily stability,participant,4,MPI,Tübingen (DE),#DDCC77,26,26,,150
1,main__glasses__all_available,Primary near-eye dataset,1,interdaily_stability,Interdaily stability,participant,5,TUM,Munich (DE),#DDCC77,10,10,,60
1,main__glasses__all_available,Primary near-eye dataset,1,interdaily_stability,Interdaily stability,participant,6,FUSPCEU,Madrid (ES),#CC6677,23,23,,129
1,main__glasses__all_available,Primary near-eye dataset,1,interdaily_stability,Interdaily stability,participant,7,IZTECH,Izmir (TR),#332288,17,17,,101
1,main__glasses__all_available,Primary near-eye dataset,1,interdaily_stability,Interdaily stability,participant,8,UCR,San José (CR),#44AA99,6,6,,32
1,main__glasses__all_available,Primary near-eye dataset,1,interdaily_stability,Interdaily stability,participant,9,KNUST,Kumasi (GH),#AA4499,15,15,,81
1,main__glasses__all_available,Primary near-eye dataset,2,intradaily_variability,Intradaily variability,participant,1,RISE,Borås (SE),#88CCEE,13,13,,78
1,main__glasses__all_available,Primary near-eye dataset,2,intradaily_variability,Intradaily variability,participant,2,THUAS,Delft (NL),#117733,13,13,,78
1,main__glasses__all_available,Primary near-eye dataset,2,intradaily_variability,Intradaily variability,participant,3,BAUA,Dortmund (DE),#DDCC77,18,18,,107
1,main__glasses__all_available,Primary near-eye dataset,2,intradaily_variability,Intradaily variability,participant,4,MPI,Tübingen (DE),#DDCC77,26,26,,150
1,main__glasses__all_available,Primary near-eye dataset,2,intradaily_variability,Intradaily variability,participant,5,TUM,Munich (DE),#DDCC77,10,10,,60
1,main__glasses__all_available,Primary near-eye dataset,2,intradaily_variability,Intradaily variability,participant,6,FUSPCEU,Madrid (ES),#CC6677,23,23,,129
1,main__glasses__all_available,Primary near-eye dataset,2,intradaily_variability,Intradaily variability,participant,7,IZTECH,Izmir (TR),#332288,17,17,,101
1,main__glasses__all_available,Primary near-eye dataset,2,intradaily_variability,Intradaily variability,participant,8,UCR,San José (CR),#44AA99,6,6,,32
1,main__glasses__all_available,Primary near-eye dataset,2,intradaily_variability,Intradaily variability,participant,9,KNUST,Kumasi (GH),#AA4499,15,15,,81
1,main__glasses__all_available,Primary near-eye dataset,3,daily_geometric_mean_medi,Mean melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,3,daily_geometric_mean_medi,Mean melEDI,participant_day,2,THUAS,Delft (NL),#117733,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,3,daily_geometric_mean_medi,Mean melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,107,18,107,107
1,main__glasses__all_available,Primary near-eye dataset,3,daily_geometric_mean_medi,Mean melEDI,participant_day,4,MPI,Tübingen (DE),#DDCC77,150,26,150,150
1,main__glasses__all_available,Primary near-eye dataset,3,daily_geometric_mean_medi,Mean melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
1,main__glasses__all_available,Primary near-eye dataset,3,daily_geometric_mean_medi,Mean melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,129,23,129,129
1,main__glasses__all_available,Primary near-eye dataset,3,daily_geometric_mean_medi,Mean melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
1,main__glasses__all_available,Primary near-eye dataset,3,daily_geometric_mean_medi,Mean melEDI,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
1,main__glasses__all_available,Primary near-eye dataset,3,daily_geometric_mean_medi,Mean melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,81,15,81,81
1,main__glasses__all_available,Primary near-eye dataset,4,m10_mean_medi,Brightest 10 h mean,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,4,m10_mean_medi,Brightest 10 h mean,participant_day,2,THUAS,Delft (NL),#117733,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,4,m10_mean_medi,Brightest 10 h mean,participant_day,3,BAUA,Dortmund (DE),#DDCC77,107,18,107,107
1,main__glasses__all_available,Primary near-eye dataset,4,m10_mean_medi,Brightest 10 h mean,participant_day,4,MPI,Tübingen (DE),#DDCC77,150,26,150,150
1,main__glasses__all_available,Primary near-eye dataset,4,m10_mean_medi,Brightest 10 h mean,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
1,main__glasses__all_available,Primary near-eye dataset,4,m10_mean_medi,Brightest 10 h mean,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,129,23,129,129
1,main__glasses__all_available,Primary near-eye dataset,4,m10_mean_medi,Brightest 10 h mean,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
1,main__glasses__all_available,Primary near-eye dataset,4,m10_mean_medi,Brightest 10 h mean,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
1,main__glasses__all_available,Primary near-eye dataset,4,m10_mean_medi,Brightest 10 h mean,participant_day,9,KNUST,Kumasi (GH),#AA4499,81,15,81,81
1,main__glasses__all_available,Primary near-eye dataset,5,l10_mean_medi,Darkest 10 h mean,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,5,l10_mean_medi,Darkest 10 h mean,participant_day,2,THUAS,Delft (NL),#117733,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,5,l10_mean_medi,Darkest 10 h mean,participant_day,3,BAUA,Dortmund (DE),#DDCC77,107,18,107,107
1,main__glasses__all_available,Primary near-eye dataset,5,l10_mean_medi,Darkest 10 h mean,participant_day,4,MPI,Tübingen (DE),#DDCC77,150,26,150,150
1,main__glasses__all_available,Primary near-eye dataset,5,l10_mean_medi,Darkest 10 h mean,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
1,main__glasses__all_available,Primary near-eye dataset,5,l10_mean_medi,Darkest 10 h mean,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,129,23,129,129
1,main__glasses__all_available,Primary near-eye dataset,5,l10_mean_medi,Darkest 10 h mean,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
1,main__glasses__all_available,Primary near-eye dataset,5,l10_mean_medi,Darkest 10 h mean,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
1,main__glasses__all_available,Primary near-eye dataset,5,l10_mean_medi,Darkest 10 h mean,participant_day,9,KNUST,Kumasi (GH),#AA4499,81,15,81,81
1,main__glasses__all_available,Primary near-eye dataset,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,2,THUAS,Delft (NL),#117733,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,3,BAUA,Dortmund (DE),#DDCC77,107,18,107,107
1,main__glasses__all_available,Primary near-eye dataset,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,4,MPI,Tübingen (DE),#DDCC77,150,26,150,150
1,main__glasses__all_available,Primary near-eye dataset,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
1,main__glasses__all_available,Primary near-eye dataset,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,6,FUSPCEU,Madrid (ES),#CC6677,129,23,129,129
1,main__glasses__all_available,Primary near-eye dataset,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
1,main__glasses__all_available,Primary near-eye dataset,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
1,main__glasses__all_available,Primary near-eye dataset,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,9,KNUST,Kumasi (GH),#AA4499,81,15,81,81
1,main__glasses__all_available,Primary near-eye dataset,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,1,RISE,Borås (SE),#88CCEE,73,13,73,73
1,main__glasses__all_available,Primary near-eye dataset,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,2,THUAS,Delft (NL),#117733,64,13,64,64
1,main__glasses__all_available,Primary near-eye dataset,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,3,BAUA,Dortmund (DE),#DDCC77,90,18,90,90
1,main__glasses__all_available,Primary near-eye dataset,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,4,MPI,Tübingen (DE),#DDCC77,141,26,141,141
1,main__glasses__all_available,Primary near-eye dataset,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,5,TUM,Munich (DE),#DDCC77,54,10,54,54
1,main__glasses__all_available,Primary near-eye dataset,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,113,23,113,113
1,main__glasses__all_available,Primary near-eye dataset,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,7,IZTECH,Izmir (TR),#332288,94,17,94,94
1,main__glasses__all_available,Primary near-eye dataset,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,8,UCR,San José (CR),#44AA99,30,6,30,30
1,main__glasses__all_available,Primary near-eye dataset,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,9,KNUST,Kumasi (GH),#AA4499,78,15,78,78
1,main__glasses__all_available,Primary near-eye dataset,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,1,RISE,Borås (SE),#88CCEE,67,13,67,67
1,main__glasses__all_available,Primary near-eye dataset,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,2,THUAS,Delft (NL),#117733,50,12,50,50
1,main__glasses__all_available,Primary near-eye dataset,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,3,BAUA,Dortmund (DE),#DDCC77,84,18,84,84
1,main__glasses__all_available,Primary near-eye dataset,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,4,MPI,Tübingen (DE),#DDCC77,132,26,132,132
1,main__glasses__all_available,Primary near-eye dataset,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,5,TUM,Munich (DE),#DDCC77,52,10,52,52
1,main__glasses__all_available,Primary near-eye dataset,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,105,23,105,105
1,main__glasses__all_available,Primary near-eye dataset,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,7,IZTECH,Izmir (TR),#332288,82,17,82,82
1,main__glasses__all_available,Primary near-eye dataset,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,8,UCR,San José (CR),#44AA99,25,6,25,25
1,main__glasses__all_available,Primary near-eye dataset,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,9,KNUST,Kumasi (GH),#AA4499,58,14,58,58
1,main__glasses__all_available,Primary near-eye dataset,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,1,RISE,Borås (SE),#88CCEE,76,13,76,76
1,main__glasses__all_available,Primary near-eye dataset,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,2,THUAS,Delft (NL),#117733,68,13,68,68
1,main__glasses__all_available,Primary near-eye dataset,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,3,BAUA,Dortmund (DE),#DDCC77,95,18,95,95
1,main__glasses__all_available,Primary near-eye dataset,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,4,MPI,Tübingen (DE),#DDCC77,150,26,150,150
1,main__glasses__all_available,Primary near-eye dataset,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
1,main__glasses__all_available,Primary near-eye dataset,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,118,23,118,118
1,main__glasses__all_available,Primary near-eye dataset,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,7,IZTECH,Izmir (TR),#332288,99,17,99,99
1,main__glasses__all_available,Primary near-eye dataset,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,8,UCR,San José (CR),#44AA99,31,6,31,31
1,main__glasses__all_available,Primary near-eye dataset,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,9,KNUST,Kumasi (GH),#AA4499,81,15,81,81
1,main__glasses__all_available,Primary near-eye dataset,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,2,THUAS,Delft (NL),#117733,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,3,BAUA,Dortmund (DE),#DDCC77,107,18,107,107
1,main__glasses__all_available,Primary near-eye dataset,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,4,MPI,Tübingen (DE),#DDCC77,150,26,150,150
1,main__glasses__all_available,Primary near-eye dataset,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
1,main__glasses__all_available,Primary near-eye dataset,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,129,23,129,129
1,main__glasses__all_available,Primary near-eye dataset,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
1,main__glasses__all_available,Primary near-eye dataset,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
1,main__glasses__all_available,Primary near-eye dataset,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,9,KNUST,Kumasi (GH),#AA4499,81,15,81,81
1,main__glasses__all_available,Primary near-eye dataset,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,2,THUAS,Delft (NL),#117733,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,3,BAUA,Dortmund (DE),#DDCC77,107,18,107,107
1,main__glasses__all_available,Primary near-eye dataset,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,4,MPI,Tübingen (DE),#DDCC77,150,26,150,150
1,main__glasses__all_available,Primary near-eye dataset,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
1,main__glasses__all_available,Primary near-eye dataset,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,129,23,129,129
1,main__glasses__all_available,Primary near-eye dataset,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
1,main__glasses__all_available,Primary near-eye dataset,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
1,main__glasses__all_available,Primary near-eye dataset,11,m10_midpoint,Midpoint of the brightest 10 hours,participant_day,9,KNUST,Kumasi (GH),#AA4499,81,15,81,81
1,main__glasses__all_available,Primary near-eye dataset,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,1,RISE,Borås (SE),#88CCEE,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,2,THUAS,Delft (NL),#117733,78,13,78,78
1,main__glasses__all_available,Primary near-eye dataset,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,3,BAUA,Dortmund (DE),#DDCC77,107,18,107,107
1,main__glasses__all_available,Primary near-eye dataset,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,4,MPI,Tübingen (DE),#DDCC77,150,26,150,150
1,main__glasses__all_available,Primary near-eye dataset,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,5,TUM,Munich (DE),#DDCC77,60,10,60,60
1,main__glasses__all_available,Primary near-eye dataset,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,6,FUSPCEU,Madrid (ES),#CC6677,129,23,129,129
1,main__glasses__all_available,Primary near-eye dataset,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,7,IZTECH,Izmir (TR),#332288,101,17,101,101
1,main__glasses__all_available,Primary near-eye dataset,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,8,UCR,San José (CR),#44AA99,32,6,32,32
1,main__glasses__all_available,Primary near-eye dataset,12,l10_midpoint,Midpoint of the darkest 10 hours,participant_day,9,KNUST,Kumasi (GH),#AA4499,81,15,81,81
