metric_order,metric_id,manuscript_name,factor_order,factor_id,factor_label,effect_type__chest,effect_type__glasses,estimate_model_per_sd__chest,estimate_model_per_sd__glasses,conf_low_model_per_sd__chest,conf_low_model_per_sd__glasses,conf_high_model_per_sd__chest,conf_high_model_per_sd__glasses,estimate_practical_per_sd__chest,estimate_practical_per_sd__glasses,conf_low_practical_per_sd__chest,conf_low_practical_per_sd__glasses,conf_high_practical_per_sd__chest,conf_high_practical_per_sd__glasses,estimate_difference_chest_minus_near_eye,sign_concordant,component_intervals_overlap,stability_class,difference_interval_status,analysis_unit__near_eye,observations__near_eye,participants__near_eye,participant_days__near_eye,represented_days__near_eye,sites__near_eye,model_frame_hash__near_eye,analysis_unit__chest,observations__chest,participants__chest,participant_days__chest,represented_days__chest,sites__chest,model_frame_hash__chest,comparison_scale,exact_sample_match
1,interdaily_stability,Interdaily stability,1,leba_f2,Spending time outdoors,odds_ratio,odds_ratio,0.0076206646677659,0.01840653214146581,-0.07916307592718234,-0.06109455801708512,0.09440440526271417,0.09790762230001676,1.0076497758345833,1.018576976511423,0.9238892480638335,0.9407342816019496,1.099004099103156,1.102860900649251,-0.01078586747369991,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant,112,112,,649,8,a1209a1bf73763fa689020960c920a6a1ece78e51db59c4267b76d67be77c618,participant,112,112,,652,8,68c12fbb29bce81dbb5394a6e9be3772e42dbab6f6b244c79e004f18b6ea7eaf,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
1,interdaily_stability,Interdaily stability,2,leba_f3,Using phones and smartwatches in bed before sleep,odds_ratio,odds_ratio,-0.04690976605512327,-0.06089987676233179,-0.13074535058700007,-0.13731357850635023,0.03692581847675354,0.01551382498168666,0.9541734925442982,0.9409174427607248,0.8774411858269536,0.8716968378775976,1.037616046044298,1.0156347890936115,0.01399011070720851,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant,112,112,,649,8,253bfcd9133586656bc94f522d675cf3b9b0622a6486dd59ac6a0eb09d79e9ec,participant,112,112,,652,8,ab048293be9de4e4170cbffbe2d3a963113c3a648c05ea26068f8361250f4ca5,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
1,interdaily_stability,Interdaily stability,3,leba_f4,Controlling and using ambient light before bedtime,odds_ratio,odds_ratio,-0.01694158637813769,0.0193630951848234,-0.1040762746428458,-0.06049655380665608,0.0701931018865704,0.09922274417630288,0.9832011152956904,1.0195517757581063,0.9011565594050376,0.9412970129043168,1.07271530460469,1.1043122512885015,-0.03630468156296109,FALSE,TRUE,direction_differs,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant,112,112,,649,8,8b544f0f39efd7e85aad279a20862787846a140b02159dc5faa54164701d8172,participant,112,112,,652,8,617aa2aa9321f7ac99f0a49b36d2661c9c07a0628954f41b91eaeeb330f90ace,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
1,interdaily_stability,Interdaily stability,4,leba_f5,Using light in the morning and during daytime,odds_ratio,odds_ratio,0.0627420676739659,0.08992666420485822,-0.02771960483656262,0.00806660841695162,0.15320374018449442,0.17178671999276482,1.0647521698059583,1.09409404450633,0.9726610580251442,1.0080992311619337,1.1655624266569429,1.187424552287884,-0.02718459653089232,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant,112,112,,649,8,e9d6af4a1de72d466c6f99e703febe3890164f44387ede55712bdaff24a3e510,participant,112,112,,652,8,7f69a4ebb2f29b05105eee78c2490f8466b573e594f3969f848becb2176bb017,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
2,intradaily_variability,Intradaily variability,1,leba_f2,Spending time outdoors,difference,difference,-0.03436795063679997,-0.04364896778385645,-0.11308669991624729,-0.12211397472601078,0.04435079864264733,0.03481603915829787,-0.03436795063679997,-0.04364896778385645,-0.11308669991624729,-0.12211397472601078,0.04435079864264733,0.03481603915829787,0.00928101714705648,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant,112,112,,649,8,62606409a1c298a978564882bdff68bb6d4e2f76ef330c48488b12c6d5da4bae,participant,112,112,,652,8,2eaa99c97119948f7b241054d6b56d3386f87ca90fe7b3673df3d89d40d1cc58,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
2,intradaily_variability,Intradaily variability,2,leba_f3,Using phones and smartwatches in bed before sleep,difference,difference,-0.04009593525589196,-0.02829805637237846,-0.11645193163890252,-0.10477142661252135,0.03626006112711862,0.04817531386776444,-0.04009593525589196,-0.02829805637237846,-0.11645193163890252,-0.10477142661252135,0.03626006112711862,0.04817531386776444,-0.0117978788835135,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant,112,112,,649,8,7b31a8d61222cfc30e9921a406cc247c33591e414cc7648f7600478aa87cc503,participant,112,112,,652,8,71aa3f74fb9ff6450a5f758d98052d316ba154dff9f566f798dad16d619b8f04,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
2,intradaily_variability,Intradaily variability,3,leba_f4,Controlling and using ambient light before bedtime,difference,difference,0.00802206166608905,-0.02262956140316632,-0.07132482280512661,-0.10178909012399852,0.08736894613730471,0.05652996731766586,0.00802206166608905,-0.02262956140316632,-0.07132482280512661,-0.10178909012399852,0.08736894613730471,0.05652996731766586,0.03065162306925537,FALSE,TRUE,direction_differs,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant,112,112,,649,8,5b3bf56b7e4623c67850a0ec7350be225c4590fc16d58a9503798aaecfecb9ff,participant,112,112,,652,8,c3fc82e7f33a8fa5ccc3cd5a144456a492558aa5084c898728b3358f5162f8cc,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
2,intradaily_variability,Intradaily variability,4,leba_f5,Using light in the morning and during daytime,difference,difference,0.06051755815984046,0.06442029333751097,-0.02172567469007013,-0.01762556577379673,0.14276079100975106,0.1464661524488187,0.06051755815984046,0.06442029333751097,-0.02172567469007013,-0.01762556577379673,0.14276079100975106,0.1464661524488187,-0.0039027351776705,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant,112,112,,649,8,e4d475dcf0bc78528e5f002fdb59eb1b35106f5adb656fdd4903a76ac9a7100a,participant,112,112,,652,8,e61918f516a392c576efff1fa887b0216b7c2139ff73aa666266159c8a8b2fbb,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
3,daily_geometric_mean_medi,Mean melEDI,1,leba_f2,Spending time outdoors,ratio,ratio,0.01410535584179929,0.01863156627751983,-0.05039579804856381,-0.04248147855015551,0.07860650973216239,0.07974461110519517,1.0330119745591275,1.0438343066609042,0.8904390588622695,0.9068146368774268,1.1984129952093736,1.2015576452473264,-0.00452621043572053,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,7de8457bbf9896551547d7d4ddff1511ec999b71dc312de92c0d3522d34df77e,participant_day,643,112,643,643,8,0345195b20eca4eeebf6006c114aa7078493b8b2fd0759b3634ec33d1cf199be,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
3,daily_geometric_mean_medi,Mean melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,ratio,ratio,-0.04904245831110818,-0.0339675046878368,-0.11120783971779202,-0.0931983805721102,0.01312292309557565,0.02526337119643659,0.8932181549972007,0.9247673654229328,0.7740912533489211,0.8068663790584624,1.0306778031206845,1.0598962880932083,-0.01507495362327138,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,ca6372c22080784381a891612eb77d06782c6479c06e9164e2cec0f7ebdaa460,participant_day,643,112,643,643,8,a1ee77a8783b8765caf63d731db8e4cc7b8a7c8b3755cf4c2dcb9085ea017e01,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
3,daily_geometric_mean_medi,Mean melEDI,3,leba_f4,Controlling and using ambient light before bedtime,ratio,ratio,-0.00514379549901177,-0.03301235518918541,-0.06995375213099701,-0.0941439502512629,0.05966616113297347,0.02811923987289207,0.9882258375511724,0.9268034564891332,0.851228680423501,0.8051115365473951,1.1472713836637245,1.0668890060174157,0.02786855969017364,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,2b95ee2767527aa3811f73c326613c6be000511e852298def9d29f77af23adcc,participant_day,643,112,643,643,8,d979c485396174e49933d1a0fd8386bc7719cf693f2b9a6dcac6ba43ca55c1b0,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
3,daily_geometric_mean_medi,Mean melEDI,4,leba_f5,Using light in the morning and during daytime,ratio,ratio,-0.03011136934648965,-0.03042867808471336,-0.09772261783451362,-0.0944918736921973,0.03749987914153431,0.03363451752277058,0.9330150101761584,0.9323335700443232,0.79850452611282,0.8044668012040876,1.0901841890011057,1.0805242485215634,3.173087382237101e-4,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,24041a9e04177f3b7b3b179ced388220e67999382c648744ab15638c8354e1a5,participant_day,643,112,643,643,8,346156a6606ca9daf3cd08427ffd647d0e40a2295337a8c2ff3cbd5a91916c04,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
4,m10_mean_medi,Brightest 10 h mean,1,leba_f2,Spending time outdoors,ratio,ratio,0.04637805490771553,0.0641049895763489,-0.04644106605465875,-0.02169410482353312,0.13919717587008978,0.14990408397623092,1.1126999150910315,1.159057521470141,0.8985845225982496,0.9512745876890928,1.377834883538423,1.4122256133636757,-0.01772693466863337,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,8e30ce3221813dbf17ce1677be21d64858f041a7fea8aa756e460cef6f7dd872,participant_day,643,112,643,643,8,2e18c285c5cafb5a0e90767d6ef6406c3830f233bd861205db6627d2a2dbcbf2,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
4,m10_mean_medi,Brightest 10 h mean,2,leba_f3,Using phones and smartwatches in bed before sleep,ratio,ratio,-0.06023321996162652,-0.03586663956365634,-0.15037770148999016,-0.11998595266693898,0.02991126156673714,0.0482526735396263,0.870496000398764,0.9207322610583708,0.7073303587955015,0.7586021117539867,1.0713003864285204,1.1175132304780386,-0.02436658039797017,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,b2aefdeb4014efcf5d329ab6d9fe840204e8d805bd666d00b0341a46d2953555,participant_day,643,112,643,643,8,5718c7e43cec548a4db333eff48f39036a5b2208fcbde37dc40ae91dae1368d9,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
4,m10_mean_medi,Brightest 10 h mean,3,leba_f4,Controlling and using ambient light before bedtime,ratio,ratio,0.01216341002118181,7.994815257845798e-4,-0.08138785490502581,-0.08616576499963444,0.10571467494738944,0.0877647280512036,1.0284031779513187,1.0018425696925957,0.8291099844180118,0.8200384857246992,1.2756004828029617,1.2239529630871724,0.01136392849539723,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,73e66a5696a99b252ff34f775fdf4ba63a9331854f19bb560c9f388d53de1951,participant_day,643,112,643,643,8,1eaec0e40d568c1a172b07b598495133aaab360de2c2a34ea8862a2097717a1d,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
4,m10_mean_medi,Brightest 10 h mean,4,leba_f5,Using light in the morning and during daytime,ratio,ratio,-0.04434280174426773,-0.03743212893002112,-0.14194017381452295,-0.12816820264748768,0.0532545703259875,0.05330394478744545,0.9029364773467456,0.9174192974787252,0.7212068221015457,0.7444435943841821,1.1304583610948662,1.1305868889671802,-0.00691067281424661,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,f57e0a32373697e94fe11c44416b9d78339a0a921ebaaad500230fb353e30738,participant_day,643,112,643,643,8,07d513798a5ac49b62dbc232cca72fc1425f36ec1963ad639f50c97ad9ace182,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
5,l10_mean_medi,Darkest 10 h mean,1,leba_f2,Spending time outdoors,ratio,ratio,-0.02301426805495076,-0.03072849927160065,-0.06920641892945582,-0.07813576886060482,0.02317788281955428,0.0166787703174035,0.9483873050314984,0.931690142827227,0.8526947343103786,0.8353418333828989,1.0548188515229124,1.0391512642507976,0.00771423121664989,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,8b51030085c3b5405adb482f981f3305a517135d6ff814bd16c489b87ed21e03,participant_day,643,112,643,643,8,3014a309251f203409ffd1f60fe926c8a5a0f4f1c36877e77afc1a995b23f407,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
5,l10_mean_medi,Darkest 10 h mean,2,leba_f3,Using phones and smartwatches in bed before sleep,ratio,ratio,-0.02857307075428969,-0.02069342299855177,-0.07345787075936343,-0.06702961022661058,0.01631172925078404,0.02564276422950705,0.9363256683210428,0.9534689989982228,0.8443881487893159,0.856979414325114,1.0382734035453585,1.0608226018668228,-0.00787964775573792,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,a94825eea6eec0b9eb4c49d0e093bbe151c397e31a2843a0d93ba881e5c3c03a,participant_day,643,112,643,643,8,e6273053da03e787c6e87c2cce6d4292c51fe126091af06ccca3e2f4ab987a1c,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
5,l10_mean_medi,Darkest 10 h mean,3,leba_f4,Controlling and using ambient light before bedtime,ratio,ratio,-0.008034708629083,-0.04126613109116702,-0.05462700633503892,-0.08858721360730873,0.03855758907687291,0.00605495142497468,0.9816694852798364,0.9093558581543724,0.8818058865605077,0.8154790088426679,1.0928425325990991,1.0140396843975854,0.03323142246208402,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run,participant_day,643,112,643,643,8,09c2bb846be07c7330cbd163de05f3596de3772d8209225d761664db9e9bf1ee,participant_day,643,112,643,643,8,168c3447835ce52743e0ff336542c016bb6aa37990839f86b20ac36298106d82,Model-scale coefficient per participant SD of the matched LEBA factor; near eye on x and chest on y; null = 0,TRUE
