"relative_path","role","sha256","bytes","modified_utc","is_symlink","symlink_target"
"_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html","h09_protected","cd0ce2210949559408d07bcbccac502d3b0a372b4229da70bdfc6dbe0c52f66b",732155,"2026-08-21T20:47:39.152911Z UTC",FALSE,""
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","dispatch_contract","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05",593181,"2026-08-10T15:13:14.029885Z UTC",FALSE,""
"_build/nathealth/notebooks/hypotheses/H08.html","h09_protected","472848d0da3e3996fa1727151048e3cab4a7e363dba3dc8eda8b024eb5a4ca9a",340040,"2026-08-21T19:45:13.255616Z UTC",FALSE,""
"_build/nathealth/notebooks/hypotheses/H09.html","dispatch_contract","901fd63b45182be70ef77166c418633220a7226d86f52e14d1c79afbfc7cdd16",244127,"2026-08-22T07:15:13.203920Z UTC",FALSE,""
"_build/nathealth/supplementary_information.html","h09_protected","a0b5d097b12ee4a7cbfbcd5cb4740f1eac81bf1c9dba1e4e00a9d5644bfec4eb",49234,"2026-08-20T10:07:18.760657Z UTC",FALSE,""
"_quarto-nathealth.yml","dispatch_contract","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"2026-08-14T14:21:45.336235Z UTC",FALSE,""
"_quarto.yml","dispatch_contract","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c",2517,"2026-07-03T18:42:18.747725Z UTC",FALSE,""
".Rprofile","dispatch_contract","3f9d62fc3f1bf5888a09816101b705f9844ef4cd44ee5ad157f4168dac4af4d4",26,"2026-06-15T23:25:42.551280Z UTC",FALSE,""
"artifacts/06_model_data/H09/H09_author_approvals.csv","h09_artifact_or_input","a7788bb72fe19e68aa3f3116554ffc215299422596dc6863538fbfc069757070",1142,"2026-08-10T08:03:56.131660Z UTC",FALSE,""
"artifacts/06_model_data/H09/H09_base_bundle_audit.csv","h09_artifact_or_input","21e8a8f965de898e88fc3ab6702e3b26472be3b345e7aa0f4e39df07a42255ae",491,"2026-08-11T23:55:46.880013Z UTC",FALSE,""
