"relative_path","role","sha256","bytes","modified_utc","is_symlink","symlink_target"
"artifacts/10_figures/H09/H09_primary_effects.png","current_display_member","8525b9dda4a635efe2d8410e6eeb6a99722c6bc0d225f09abe684a73595dc4dd",162887,"2026-08-22T06:21:23.913114Z UTC",FALSE,""
"artifacts/10_figures/H09/H09_paired_placement_effects.png","current_display_member","ae6fc387a28a840d57ad5088dc446f3ab902136cb9038a7f119ace2db7a6a4be",131504,"2026-08-22T06:21:23.913342Z UTC",FALSE,""
"artifacts/10_figures/H09/H09_diagnostics_near_eye.png","current_display_member","cfb7136446dabf79334933f0677ba0db89b4a3052f1871ced3e90dbc3ed7d5b5",2795403,"2026-08-22T06:21:23.913828Z UTC",FALSE,""
"artifacts/10_figures/H09/H09_diagnostics_chest.png","current_display_member","dcced15b55b9f4abd912f1fbad0ccd3eaddcbabe820b41591350601df29f0f1a",2874977,"2026-08-22T06:21:23.914357Z UTC",FALSE,""
"artifacts/10_figures/H09/H09_primary_effects.pdf","current_display_member","69275a6a3fbfa7bd0b47efa4f53cb61ccbe3c7a776f146148f58026f4329357f",17941,"2026-08-22T06:21:23.914502Z UTC",FALSE,""
"artifacts/10_figures/H09/H09_paired_placement_effects.pdf","current_display_member","e3371426b6a2c7a3d2db32ce5641697fad1aec6592b86a80d316ec81d54a7ea2",16853,"2026-08-22T06:21:23.914603Z UTC",FALSE,""
"artifacts/10_figures/H09/H09_diagnostics_near_eye.pdf","current_display_member","e63794d0eaad64d0fe8fd65f31e9e4a8162a6dbf50f047a1af2caf18f78f3db5",628572,"2026-08-22T06:21:23.914844Z UTC",FALSE,""
"artifacts/10_figures/H09/H09_diagnostics_chest.pdf","current_display_member","1f8dd115d2e249f23acaa7560c8df432418f129c97f733cea5177f675997f09c",696614,"2026-08-22T06:21:23.915033Z UTC",FALSE,""
"artifacts/11_source_data/H09/H09_primary_effects_data.csv","current_display_member","3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,"2026-08-10T08:04:53.698242Z UTC",FALSE,""
"artifacts/11_source_data/H09/H09_paired_placement_effects_data.csv","current_display_member","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"2026-08-10T08:04:50.978518Z UTC",FALSE,""
"artifacts/11_source_data/H09/H09_primary_diagnostic_figure_data.csv","current_display_member","b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a",9773267,"2026-08-10T08:04:57.070204Z UTC",FALSE,""
"artifacts/12_manifests/H09/H09_figure_manifest.csv","current_display_member","74c0f444f5670ec86b319f09836e2fb670ebba768f81b0bbdeeaf989159f15ce",4360,"2026-08-22T06:14:39.768832Z UTC",FALSE,""
"scripts/hypotheses/H09/run_h09_stage2.R","current_display_member","4711057eacebdfc7ee9295d9f895e8ab73f60c0f7a51d0b03ea61459b7ac611c",92080,"2026-08-22T06:13:45.129615Z UTC",FALSE,""
"scripts/hypotheses/H09/refresh_h09_order56_figures.R","current_display_member","ceaf4771c8a8e3248f690930325cd7ecc2522e2bee464a321e783395029f1ffe",19346,"2026-08-22T05:43:13.937951Z UTC",FALSE,""
"tests/hypotheses/H09/test_h09_order56_display_repair.R","current_display_member","eefa3e278abdb2208181cdc1e70529dbb5295b1a58cf0d1d5b4fcbe98b925642",21431,"2026-08-22T06:05:40.400195Z UTC",FALSE,""
"notebooks/hypotheses/H09.qmd","current_display_member","c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6",36970,"2026-08-12T18:08:45.029656Z UTC",FALSE,""
"_build/nathealth/notebooks/hypotheses/H09.html","current_display_member","901fd63b45182be70ef77166c418633220a7226d86f52e14d1c79afbfc7cdd16",244127,"2026-08-22T07:15:13.203920Z UTC",FALSE,""
