"relative_path","role","sha256","bytes","modified_utc","is_symlink","symlink_target"
"/private/tmp/h09_order56b_semantic.T2wS51/001__build__nathealth__notebooks__hypotheses__H09.html_gt_semantic_ledger.csv","retained_external_semantic_evidence","47ce3ee4425f071ec581c18b55733af8acd7bac86c26eaf080335462bb3d153a",98930,"2026-08-22T07:15:13.208065Z UTC",FALSE,""
"/private/tmp/h09_order56b_semantic.T2wS51/gt_html_semantic_post_render_summary.csv","retained_external_semantic_evidence","766fdd39d908b2395a4a953e8cd73d59473869db27e7344effedc34d9c55c81a",454,"2026-08-22T07:15:13.206055Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/001__build__nathealth__notebooks__hypotheses__H09.html_gt_semantic_ledger.csv","order56b_local_evidence","47ce3ee4425f071ec581c18b55733af8acd7bac86c26eaf080335462bb3d153a",98930,"2026-08-22T07:20:15.757991Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/browser_anchor_figure_captures.json","order56b_local_evidence","2f1ac1f0f134aff65e7a1ee037e5fba4d2d30b4e4d86a608347a20087eeaf971",2176,"2026-08-22T07:32:22.943739Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/browser_anchor_table_captures.json","order56b_local_evidence","ac64c42dda59c921f5ce1ae2e0530f69cdaf075eaf9d66d7beef188753999721",4543,"2026-08-22T07:32:03.884757Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/browser_console_warn_error.json","order56b_local_evidence","37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570",3,"2026-08-22T07:38:08.304395Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/browser_layout_708x1000.json","order56b_local_evidence","f335af2c7cce46f5362294345b545af2aacc34d18ac2f7b5f48d1a099dc61f02",12070,"2026-08-22T07:29:22.796285Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/browser_layout_exact_170mm.json","order56b_local_evidence","a1fc7b62d3cac0f16c9d023524ec52fed3230762fd3514f74272809cd04eb2a5",12074,"2026-08-22T07:29:24.825198Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/browser_reader_link_qa.json","order56b_local_evidence","bcab5dd828a601d9d8c258bde9057c760eea81ad8165b793f505bf5454c50ca4",375,"2026-08-22T07:38:35.958199Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/build_delta_postrender.csv","order56b_local_evidence","2652880bc671e41ea79420a17a47ee7f1dd00a18ea79ba7601d5961304708949",1805,"2026-08-22T07:20:16.911053Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/build_inventory_postqa.csv","order56b_local_evidence","55bb586c82ee621fd666d82cdccebfccc6698a771612a509305d3300548f5b47",185785,"2026-08-22T07:41:07.897022Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/build_inventory_postrender.csv","order56b_local_evidence","55bb586c82ee621fd666d82cdccebfccc6698a771612a509305d3300548f5b47",185785,"2026-08-22T07:20:15.275279Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/build_inventory_prerender.csv","order56b_local_evidence","6720965efa3c95f5a8995436f2bdcb4d75820246d67a9d62bdebc3a633cff578",185785,"2026-08-22T07:18:47.918616Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/build_symlink_inventory_postqa.csv","order56b_local_evidence","7b08ede9a3c66e6d672a273a702458b2bc8f5c44c89da587c48958696c7cb7c1",25,"2026-08-22T07:41:07.911468Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/build_symlink_inventory_postrender.csv","order56b_local_evidence","7b08ede9a3c66e6d672a273a702458b2bc8f5c44c89da587c48958696c7cb7c1",25,"2026-08-22T07:20:15.292982Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/candidate_inventory.csv","order56b_local_evidence","bfcd7db98ebfd6343e68a37b9ccb7460d028ab4023f05a04cd7352c16e0d7c70",1480,"2026-08-22T07:18:47.919189Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/capture_order56b_postrender_environment.R","order56b_local_evidence","b3b0c61d51bc2f779baff345df764a931b3c99003ea3229ac687da5881325953",4967,"2026-08-22T07:18:58.404750Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/capture_order56b_preflight.R","order56b_local_evidence","cd172787504b87f6620b3bd63818ac6d71187df6290c51ee344c36d28402fb0a",14208,"2026-08-22T07:13:11.526645Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/controlling_identities_preflight.csv","order56b_local_evidence","6a524391d7c993dda0e83d0ac675271d986f86dc8a3d16d64406b568c1181b96",1011,"2026-08-22T07:13:18.815224Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/coordination_matrix_observation_preflight.csv","order56b_local_evidence","4992aa42fba8330a7f5d35be98050c3d7811fd1903a0ec968f30e5b85ea5576d",369,"2026-08-22T07:13:18.953707Z UTC",FALSE,""
