"relative_path","role","sha256","bytes","modified_utc","is_symlink","symlink_target"
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_finalsize_170mm_chest-diagnostics.png","visual_qa_screenshot","5df6265caaa2999aaffacad60103fb73608a6eb8ad0f32b0c5b8e8ad61adc77e",430608,"2026-08-22T07:33:02.480225Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_finalsize_170mm_near-eye-diagnostics.png","visual_qa_screenshot","472c249f0fd86eb990f85b3ddde133f1fb6f964c49fec2101f9bec77cd173246",435826,"2026-08-22T07:33:02.417263Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_finalsize_170mm_paired-placement.png","visual_qa_screenshot","4a0399eb3bc42c092897393854a025afb35e32a691cac7ff23e28305e20c5e83",125820,"2026-08-22T07:33:02.353553Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_finalsize_170mm_primary-effects.png","visual_qa_screenshot","e478cbde3860c0576bc9e577ef4df188ac99df0cdf79325d7cbe8e618c777d81",151416,"2026-08-22T07:33:02.334208Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_fullpage_708x1000.png","visual_qa_screenshot","f67541baa1cd6193ccf12e73d44021c5a3fdf321a2e7721adf1a864b305cf707",1176849,"2026-08-22T07:29:22.795922Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_fullpage_exact_170mm.png","visual_qa_screenshot","7ae45acbbeb4c6c8b2503bfafe27f9f71ccba85389e631e4a6e67ed8b24284c8",1171136,"2026-08-22T07:29:24.824824Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_raw_finalsize_170mm_chest-diagnostics.png","visual_qa_screenshot","c8794eea5efc09a41f2884c969edee19f21941fe8436a72a4abd31f6d73fcdde",148154,"2026-08-22T07:32:22.943371Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_raw_finalsize_170mm_near-eye-diagnostics.png","visual_qa_screenshot","e8d02ebaac9be6623c3279b48e892db874bee390395f768ab9e56b34d79fd40f",150904,"2026-08-22T07:32:22.637450Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_raw_finalsize_170mm_paired-placement.png","visual_qa_screenshot","2bfbe1431c5cf87f5e02ac330cd13db12d6137a6b20c349aeb339bc9ee45ea9d",134048,"2026-08-22T07:32:22.333801Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_raw_finalsize_170mm_primary-effects.png","visual_qa_screenshot","65be5a7ff62a2ac8a4bd024885074ced15b2990c7edac1c678a305ee24c5dbd1",155048,"2026-08-22T07:32:22.030702Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_raw_table_chest-results_708px.png","visual_qa_screenshot","93f2bb456a8f601ab4d1aa89859ef005b9eace95355d9129cc4ea89013514828",111491,"2026-08-22T07:32:02.661180Z UTC",FALSE,""
"audit/hypotheses/H09/report018_order56b_environment_retry/visual_raw_table_formulas_708px.png","visual_qa_screenshot","635c2df31ef186778994c841cea407d45f05a5226d28aaeef1c0f3ee699e0497",141936,"2026-08-22T07:32:02.049661Z UTC",FALSE,""
