data_scenario,placement,sample_scenario,metric_order,metric_id,manuscript_name,abbreviation,statistic,degrees_freedom,p_raw,comparison_method,comparison_status,predictor,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,observations,participants,participant_days,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,row_key_hash,model_frame_sha256,final_converged,final_positive_definite_hessian,final_singular,final_max_gradient,final_convergence_message,reduced_formula,full_formula,reduced_warnings,full_ml_warnings,final_warnings,fit_errors,p_adjusted,raw_significant,adjusted_significant,p_raw_display,p_adjusted_display
gap_timing_unaware,chest,primary_gap_common_sample,1,interdaily_stability,Interdaily stability,IS,1.0426519576930051,1,0.30891790456428836,nested partial F test,ESTIMABLE,age,per 10-year increase,age_decade,0.03701182706755331,0.03624689776056097,-0.03463288725967658,0.1086565413947832,t(144),ESTIMABLE,1.0377052937761904,0.9659599673841358,1.1147794040028811,odds ratio,odds ratio,0.00370118270675533,-0.00346328872596765,0.01086565413947832,,,,1.0037080405415597,0.9965427015410953,1.010924899745736,0.4308407144815504,0.08590605721209817,-0.08038443465435216,0.25219654907854844,153,153,,895,,,8,85,68,18,68,5c25faa1e3c1fffecd29b62392cac80ab592269f55bfbf77460d7078447b243f,d117a4ac52b4a49229fbaa2ab970df77428d6cb2d10198f9f2be8288fae782fd,TRUE,TRUE,FALSE,,,response ~ site,response ~ site + age_decade,,,,,0.4376336981327419,FALSE,FALSE,0.309,0.438
gap_timing_unaware,chest,primary_gap_common_sample,2,intradaily_variability,Intradaily variability,IV,2.1211336696417185,1,0.14745592690174678,nested partial F test,ESTIMABLE,age,per 10-year increase,age_decade,-0.04698653446490056,0.03226185950138973,-0.11075452153267226,0.01678145260287113,t(144),ESTIMABLE,-0.04698653446490056,-0.11075452153267226,0.01678145260287113,difference,dimensionless,-0.00469865344649005,-0.01107545215326722,0.00167814526028711,,,,-0.00469865344649005,-0.01107545215326722,0.00167814526028711,0.3891887342104043,-0.1207294310823976,-0.28457792273297366,0.04311906056817848,153,153,,895,,,8,85,68,18,68,0699dc8eba9acc9aa9a0b9720262d7c2ffd229dc2178f16b01bb4014cc82bb7a,602b4d7a326bfdff0546c3c79e338dec473c5792796d4ab94e76ef316cee044c,TRUE,TRUE,FALSE,,,response ~ site,response ~ site + age_decade,,,,,0.2506750757329695,FALSE,FALSE,0.147,0.251
gap_timing_unaware,chest,primary_gap_common_sample,3,daily_geometric_mean_medi,Mean melEDI,Mean,7.669360992728457,1,0.00561663444393967,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.06600953881560777,0.02426282088451939,0.01845528371860351,0.11356379391261202,normal,ESTIMABLE,1.164151598479292,1.043410694457477,1.298864341184997,ratio,ratio,0.00660095388156077,0.00184552837186035,0.0113563793912612,,,,1.0153153541753184,1.004258527987105,1.0264939153570114,0.4451851311467313,0.14827435643588752,0.04145530123853288,0.2550934116332422,894,154,894,894,,,8,86,68,18,68,159d7eaf43c98a61e8f64fbffb71c7d5e9de739223fc9f1ec8f787c1a1f9daba,a7f15290f2dafa8d3af7cc6763b8a298b9305bacdb0b39c6ba2eb0f131b4884d,TRUE,TRUE,FALSE,8.310507837450132e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.0159137975911624,TRUE,TRUE,0.006,0.016
gap_timing_unaware,chest,primary_gap_common_sample,4,m10_mean_medi,Brightest 10 h mean,M10mean,15.56458920706541,1,7.973398397458712e-5,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.13113221460349422,0.03336789620531377,0.06573233980120852,0.19653208940577993,normal,ESTIMABLE,1.3524842445741994,1.163408787495124,1.5722879623075814,ratio,ratio,0.01311322146034942,0.00657323398012085,0.01965320894057799,,,,1.0306547792306435,1.0152505512718824,1.046292732981239,0.6786628056538514,0.19322145476523664,0.09685566860832943,0.28958724092214383,894,154,894,894,,,8,86,68,18,68,56ee6efce25a05ca2b3521788511d3c6318fb5d299595e96a33d7a8ee0187ae8,bf62f0dd89c76c8bf97062001da88103dafdf22661ca6b7856130e4d97e4c3c5,TRUE,TRUE,FALSE,9.738414519233627e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,4.3863480937626266e-4,TRUE,TRUE,<0.001,<0.001
gap_timing_unaware,chest,primary_gap_common_sample,5,l10_mean_medi,Darkest 10 h mean,L10mean,2.237872080814782,1,0.1346661906503695,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-0.02673592136262528,0.01834274313063933,-0.06268703727634783,0.00921519455109727,normal,ESTIMABLE,0.94029489580411,0.8655914594555586,1.0214454884194208,ratio,ratio,-0.00267359213626252,-0.00626870372763478,9.215194551097274e-4,,,,0.9938627370125926,0.9856694502347816,1.002124129734245,0.3148865638437736,-0.08490651692553614,-0.19907815853155644,0.02926512468048417,894,154,894,894,,,8,86,68,18,68,e24ba781f35e8597ed5689cfc3d276f343f6d2b1c20527d975ccee040a53a8c0,6bb07850341ed8633640eaced91a95fc6c11bbf9040edad6a6ecaaa6ed7c73eb,TRUE,TRUE,FALSE,7.02087277204555e-7,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.2506750757329695,FALSE,FALSE,0.135,0.251
gap_timing_unaware,chest,primary_gap_common_sample,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,23.67875078615089,1,1.1383249564995833e-6,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.27430321423842796,0.05453353557912904,0.16741944855370144,0.3811869799231545,normal,ESTIMABLE,1.31561365455915,1.182250054397515,1.4640213224135004,ratio,ratio,0.02743032142384279,0.01674194485537014,0.03811869799231544,,,,1.027809996275032,1.0168828766061688,1.0388545355081382,1.4598707513326528,0.18789554759421576,0.11468100748019748,0.261110087708234,894,154,894,894,,,8,86,68,18,68,136c059504189a589ef8f65f0d96a0717f70f14f9232e92b431a4b3cc520f142,c42e81c97a3bdd139dbf938ec56000d431495190f235d80571d0e13bb1a80158,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,1.9351524260492916e-5,TRUE,TRUE,<0.001,<0.001
gap_timing_unaware,chest,primary_gap_common_sample,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,10.968125219786998,1,9.269248933306512e-4,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.14881452377188953,0.04427990865581327,0.06202749756777215,0.2356015499760069,normal,ESTIMABLE,1.1604577319241491,1.0639916015069582,1.265669903479716,ratio,ratio,0.01488145237718895,0.00620274975677721,0.02356015499760069,,,,1.014992732507708,1.0062220266450108,1.0238398879802255,2.263471203597401,0.06574615287147204,0.02740370518926418,0.10408860055367988,800,153,800,800,,,8,85,68,18,68,f13b28f7820e2a4bdb5946974739754d71c28a146ebe2c3fdec5851c285ba98c,ce307b45cb123f922e5722dd40a4cabf2f248874cbedd028b669e5b5d226c789,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.00315154463732421,TRUE,TRUE,<0.001,0.003
gap_timing_unaware,chest,primary_gap_common_sample,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,3.767011633197854,1,0.05227294511420797,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-0.10403696374235552,0.05501771002210984,-0.21186969389755916,0.00379576641284812,normal,ESTIMABLE,-0.10403696374235552,-0.21186969389755916,0.00379576641284812,difference,h,-0.01040369637423555,-0.02118696938975591,3.7957664128481227e-4,-6.242217824541331,-12.71218163385355,0.22774598477088737,-0.01040369637423555,-0.02118696938975591,3.7957664128481227e-4,0.9919757736059972,-0.10487853283368384,-0.21358353654885895,0.00382647088149126,740,153,740,740,,,8,85,68,18,68,80fa32021b16e8b66b85d9fcc7241a35dde78b5d8d11b3e431bf0c9a1584567b,85d9b9fb970d282b143bb895c0782176d13a51e2e4857d07779463b74eab878d,TRUE,TRUE,FALSE,1.4779288903810084e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.11108000836769194,FALSE,FALSE,0.052,0.111
gap_timing_unaware,chest,primary_gap_common_sample,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,0.6952401345010912,1,0.4043877151351442,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.01202681553243905,0.01441022841373792,-0.01621671316748302,0.04027034423236113,normal,ESTIMABLE,1.0120994284872509,0.9839140698144516,1.0410921894199483,ratio,ratio,0.0012026815532439,-0.0016216713167483,0.00402703442323611,,,,1.0012034050647254,0.9983796428816862,1.004035153821733,1.9022041404774448,0.00632256826516021,-0.00852522230522151,0.02117035883554194,853,154,853,853,,,8,86,68,18,68,1f93c6edbe7f312798c7800d9e66c57088d823d12b38beb644aa4aa78cb12e0d,04fb80641fd5c63af4317edb1a10555c54d120f9be69e10279d06ef9dcd83879,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.5288147044074962,FALSE,FALSE,0.404,0.529
gap_timing_unaware,chest,primary_gap_common_sample,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,15.077092264834732,1,1.0320819044147356e-4,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.07106391677411261,0.01839984415011125,0.03500088491874456,0.10712694862948066,normal,ESTIMABLE,1.177779299034273,1.083929122633703,1.2797553347982458,ratio,ratio,0.00710639167741126,0.00350008849187445,0.01071269486294806,,,,1.0164976797957772,1.0080918147731344,1.024973636218572,0.3795808893674563,0.18721679295429075,0.0922092916138928,0.2822242942946887,894,154,894,894,,,8,86,68,18,68,c2cbf9ee4e9f42f6d4dcd3d52d9fb0b0f90f6da0763f0401c6b77033d9e784f0,db32c1246fe3bb12bbc4d86f492dbefba8f7183ba0c44c9ee69caff98ebe4738,TRUE,TRUE,FALSE,7.973994797794148e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,4.3863480937626266e-4,TRUE,TRUE,<0.001,<0.001
