"path","role","sha256","bytes","r_version"
"_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation_files/figure-html/fig-h05-prep-leba-distribution-1.png","preparation_page_asset","5b2328a49847f08e6b2e0d2561bab5e3a05dd8ebc7f11cfba34e1e1e1630d97d",114208,"4.6.1"
"_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation_files/figure-html/fig-h05-prep-sample-support-1.png","preparation_page_asset","d5411b8382ec7aee94095ef6019a58442813174480ec5d315304770e1e5b94f4",191904,"4.6.1"
"_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation_files/figure-html/fig-h05-prep-site-range-1.png","preparation_page_asset","bb416e74ea5d31d0182a9c230874627c78710e753a28bc9932a449d00d983ef1",130727,"4.6.1"
"_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html","preparation_render","c44f4f77f4e2295f6b265ed9505c3c560361a7280562dd9ce1afce73149d5866",839152,"4.6.1"
"_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.qmd","preparation_rendered_source","f8087740def5e4e75e5bf5eff82d9f58acf1865954a16919719a7280f3447bfc",72797,"4.6.1"
"_build/nathealth/notebooks/hypotheses/H05.html","result_report_render","a088e105be1987508280e91b938142773c8fb9275f1e924ac1ec9958a9b199f1",640855,"4.6.1"
"_quarto-nathealth.yml","shared_quarto_profile","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"4.6.1"
"artifacts/06_model_data/H05/H05_author_approvals.csv","stored_model_data_or_contract","afce3ebde77398a61df61f0a14ecee954278f169995df83600f778989e28b48a",1662,"4.6.1"
"artifacts/06_model_data/H05/H05_factor_registry.csv","stored_model_data_or_contract","efbffc9296eb41648032a77e23632d0e4e23c09d6ca5a5fe61463d6fa4f022f7",1201,"4.6.1"
"artifacts/06_model_data/H05/H05_formula_registry.csv","stored_model_data_or_contract","d80849fc5e02d438fda7dbcef669327d4e3903818dd1f5c466e52dcc55971781",471,"4.6.1"
"artifacts/06_model_data/H05/H05_input_audit.csv","stored_model_data_or_contract","cc0ec125ca692c277e2e2b8820afa79a9023ab5177d16ac5bccb492b6386c14e",4445,"4.6.1"
"artifacts/06_model_data/H05/H05_input_metric_contract_comparison.csv","stored_model_data_or_contract","05327da95d1d07373c088318a5968ab3c0e119775d3bbab9de63cbdfdfb7822d",322,"4.6.1"
"artifacts/06_model_data/H05/H05_metric_registry.csv","stored_model_data_or_contract","25a3df408dad73b657ea1ee20631195c93fe33340fafa7250ed6e76727c65bb7",5096,"4.6.1"
"artifacts/06_model_data/H05/H05_model_frame_index.csv","stored_model_data_or_contract","54e34b4fc946ccc6496662a27a69e4734f2c315c741094542d0728da14595db9",231701,"4.6.1"
"artifacts/06_model_data/H05/H05_model_frames.rds","stored_model_data_or_contract","191be716c6e8282fe1a30f662303ea28819e9ef4ad32663b8b1c37e4db9ae630",231372,"4.6.1"
"artifacts/06_model_data/H05/H05_run_registry.csv","stored_model_data_or_contract","c4f0b087182d080ac5210f38807741cc545d7a54db86871fe17b623c5745f1f2",1297,"4.6.1"
"artifacts/06_model_data/H05/H05_site_structure_evidence.csv","stored_model_data_or_contract","e42baf820fa520c4c151efaee0d0203432653fad6f439050da8f8a3150066efc",429,"4.6.1"
"artifacts/07_models/H05/H05_inferential_model_objects.rds","stored_model_output","c26937d15c7a1873958acecd31736c0e392584c27e7f28e3effbd38a0c8ad2a8",4853068,"4.6.1"
