"path","sha256","bytes","mtime_utc"
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html","5857f9e0655e5c1a8530c5794008d20dcb364749a8a7c36bd3e7815c15c36d38",667418,"2026-08-12 08:22:13 UTC"
"_build/nathealth/notebooks/hypotheses/H01.html","ceb68cc24bd24cabdbab94aabe770c75a7ce0d3942f5c099064ed80eecf6da72",1371249,"2026-08-14 12:21:38 UTC"
"_quarto-nathealth.yml","5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565",7404,"2026-08-13 11:46:43 UTC"
"artifacts/06_model_data/H01.rds","0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00",253472,"2026-08-11 22:41:10 UTC"
"artifacts/06_model_data/H01/exclusion_reasons.csv","77d010744cf20d33c2c467107c7faebed8ac7ed9ad224726b3cdc22aa76d277e",26060,"2026-08-11 22:41:10 UTC"
"artifacts/06_model_data/H01/input_provenance.csv","160bd356f8bba32f8f693edd1e2c61d5628007663ea483bcd797abd951696a3f",2895,"2026-08-11 22:41:10 UTC"
"artifacts/06_model_data/H01/metric_contract.csv","006042e8589fc1892a5e26e6f148fe3a2a31e33be7406502bc682048b6cb3307",4215,"2026-08-11 22:41:10 UTC"
"artifacts/06_model_data/H01/model_rows.csv","cfb1d0c103ed16146aafc51577ddcd7780c844b2273f63117f964ddc35f8454f",26330516,"2026-08-11 22:41:10 UTC"
"artifacts/06_model_data/H01/predictor_centers.csv","6c465678fce220cd29d1d3c3011d08b7b15373b28b346eb1387a16dc8b3cf4a1",10141,"2026-08-11 22:41:10 UTC"
"artifacts/06_model_data/H01/sample_flow.csv","cdfbfbda8ca4579f1a4a685120439294f0964407fd2ff91ba625f10bb993ccd4",461140,"2026-08-11 22:41:10 UTC"
"artifacts/06_model_data/H01/scenario_status.csv","9c31efadfb299e6aef1e7951856e2ea5abf921a92f3ced0bf288133f424f4ee7",7136,"2026-08-11 22:41:10 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/contract_equivalence.csv","5d8556226524391ff233ab1ec20e9b1a9c71f9caab7486dc6f85b891c49d27eb",8390,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/exclusion_reasons.csv","9484e728ea86dcd6641eb2b92675b4a7bdffb369e53abf1ef3245685bffec2f2",17012,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/H01.rds","3c70363fc0468202a431904aa9d9444f2858af2e3add3475a56c872b49a18bd6",192816,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/input_provenance.csv","1cc199c46c40837f9535fa2bf0f9dca7682128301573f76eaafba4b5db32b7a6",3567,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/metric_contract.csv","72265ae8789a5e7bd8893ce603755f3dc0b57c3aa2c3727cab4983f1e9bd70e6",4150,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/model_rows.csv","cd12a35eb9038b9ce0510e810b6d78a76a2eade1225e3edac4e000d3556d0986",31686373,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/predictor_centers.csv","769fe0c43ad098eae1493d31bb3781132898064532c30002bca0c69b9760216c",12095,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/sample_flow.csv","24ecdfa5217ed8aeab3e24d11047f4c669b61db66caff2978548b2a123cbac38",410586,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/scenario_status.csv","b1baea43c9b16ba7579fe141633829159517d8e24c8017adf3254d6a09341fec",8496,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/timing_conversion_audit.csv","4fc8b2e77107d047c17cce0cb3ecf5a60c8ea7269ac1ccc75e7e658faad92b26",2907,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/variable_dictionary.csv","52386c551c18c210c65200a33148553ea4c0a5ee45fa914164d434de77dc0679",3928,"2026-08-11 22:46:18 UTC"
"artifacts/06_model_data/H01/variable_dictionary.csv","52386c551c18c210c65200a33148553ea4c0a5ee45fa914164d434de77dc0679",3928,"2026-08-11 22:41:10 UTC"
"artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/chest/all_available/duration_below_10_pre_sleep_checkpoint.rds","942bfc06354be931253e387ede2993089ff087861b288a768052e6cf110c4259",832,"2026-08-01 07:54:16 UTC"
"artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/chest/paired_common_sample/duration_below_10_pre_sleep_checkpoint.rds","70d1b68ed14451b8a841e5388e6a05aa9f5cd43a12fe2fc2096d9001f9b9ac56",828,"2026-08-01 07:54:54 UTC"
"artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/glasses/all_available/duration_below_10_pre_sleep_checkpoint.rds","2b75b018c147a4fba659d84f3ff66ef8a9ca80c3cb9a5ebb87ce53c969c99524",828,"2026-08-01 07:55:32 UTC"
