table_id,viewport,dom_measurement_status,visual_status,reason
tbl-h01-deviations,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-metric-registry,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-primary-publication-summary,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-primary-tests,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-primary-effects,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-primary-site-deviation-matrix,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-primary-site-contrasts,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-primary-r2,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-chest-tests,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-chest-effects,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-chest-site-contrasts,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-chest-r2,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-samples-primary-near-eye,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-samples-primary-chest,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-samples-primary-near-eye-matched,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-samples-primary-chest-matched,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-samples-gap-near-eye,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-samples-gap-chest,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-samples-gap-near-eye-matched,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-samples-gap-chest-matched,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-diagnostic-assessment,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-representative-diagnostics,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-sensitivity-classification,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-sensitivity-support,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-paired-placement,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-l10-noon-support,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-l10-noon-effects,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-period-sensitivity,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-scope-sensitivity,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-marginalization,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-influence,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-latitude-loo,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-participant-formulas,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-participant-day-formulas,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-preregistered-scope-formulas,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
tbl-h01-formula-manifest,not_started,NOT_RUN,NOT_RUN,Mandatory stop after static semantic and link failures; secure-loopback QA was not started
