run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,site,reference,estimate_model,std_error,conf_low_model,conf_high_model,z_value,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,p_adjusted_within_metric,contrast_family_n,contrast_adjustment_method,interval_method,overall_site_p_adjusted,inferential_followup_supported
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA,equally_weighted_overall_site_mean,-0.045630012305623746,0.0523969231080259,-0.148326094498069,0.05706606988682149,-0.8708528974411165,0.3838344781968782,difference,-0.045630012305623746,-0.148326094498069,0.05706606988682149,0.6141351651150052,8,BH,emmeans_wald_normal,0.2505495681494119,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,FUSPCEU,equally_weighted_overall_site_mean,-0.011332857931740048,0.05643957027462451,-0.12195238297292146,0.09928666710944137,-0.2007963185509113,0.8408578416760039,difference,-0.011332857931740048,-0.12195238297292146,0.09928666710944137,0.8408578416760039,8,BH,emmeans_wald_normal,0.2505495681494119,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH,equally_weighted_overall_site_mean,-0.02124701886604846,0.051824292595699525,-0.12282076587788529,0.08032672814578837,-0.4099818405975035,0.6818192686659078,difference,-0.02124701886604846,-0.12282076587788529,0.08032672814578837,0.779222021332466,8,BH,emmeans_wald_normal,0.2505495681494119,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST,equally_weighted_overall_site_mean,0.2291148201596252,0.05814027482077008,0.11516197545965492,0.3430676648595955,3.940724753467729,8.123579688341496e-5,difference,0.2291148201596252,0.11516197545965492,0.3430676648595955,6.498863750673197e-4,8,BH,emmeans_wald_normal,0.2505495681494119,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE,equally_weighted_overall_site_mean,-0.030799367289222335,0.05313454413049567,-0.13494116011994794,0.07334242554150326,-0.5796486597039526,0.5621515717369272,difference,-0.030799367289222335,-0.13494116011994794,0.07334242554150326,0.7495354289825695,8,BH,emmeans_wald_normal,0.2505495681494119,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS,equally_weighted_overall_site_mean,-0.05666541193171787,0.05341061389593022,-0.1613482915599156,0.04801746769647987,-1.0609391616829114,0.2887175504662231,difference,-0.05666541193171787,-0.1613482915599156,0.04801746769647987,0.6134540579921522,8,BH,emmeans_wald_normal,0.2505495681494119,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TUM,equally_weighted_overall_site_mean,-0.10180709136733251,0.07088552956648879,-0.24074017634269965,0.03712599360803462,-1.436218252017714,0.150940246952703,difference,-0.10180709136733251,-0.24074017634269965,0.03712599360803462,0.603760987810812,8,BH,emmeans_wald_normal,0.2505495681494119,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR,equally_weighted_overall_site_mean,0.038366939532060385,0.03753685594342421,-0.035203946209919304,0.11193782527404007,1.0221138283368028,0.3067270289960761,difference,0.038366939532060385,-0.035203946209919304,0.11193782527404007,0.6134540579921522,8,BH,emmeans_wald_normal,0.2505495681494119,FALSE
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA,equally_weighted_overall_site_mean,-0.015320532913162252,0.02003764918619412,-0.05459360365295104,0.023952537826626534,-0.764587341099776,0.4445173095053565,difference,-0.015320532913162252,-0.05459360365295104,0.023952537826626534,0.592689746007142,8,BH,emmeans_wald_normal,0.018106402150180192,TRUE
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,FUSPCEU,equally_weighted_overall_site_mean,0.03585965425680761,0.021400085506442037,-0.006083742601896376,0.07780305111551158,1.6756780829690063,0.09380126507282527,difference,0.03585965425680761,-0.006083742601896376,0.07780305111551158,0.18760253014565054,8,BH,emmeans_wald_normal,0.018106402150180192,TRUE
