run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,term,term_label,estimate_model,std_error,conf_low_model,conf_high_model,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,interval_method,status
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.02105308374978017,0.010511431879499851,4.510558400142965e-4,0.04165511165954604,0.045190710933783025,difference,0.02105308374978017,4.510558400142965e-4,0.04165511165954604,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.031144594255575395,0.010197529290854476,-0.05113138439694244,-0.011157804114208351,0.0022571320634434595,difference,-0.031144594255575395,-0.05113138439694244,-0.011157804114208351,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.027601962561099803,0.004084315181979159,0.019596851902910495,0.03560707321928911,1.3987158465392546e-11,difference,0.027601962561099803,0.019596851902910495,0.03560707321928911,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013547840747567373,0.005586381954211101,-0.024496948181705613,-0.0025987333134291322,0.015301862426948375,difference,-0.013547840747567373,-0.024496948181705613,-0.0025987333134291322,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.023631840644204465,0.003605051175184198,0.016566070178419642,0.030697611109989288,5.556640419819613e-11,difference,0.023631840644204465,0.016566070178419642,0.030697611109989288,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013949166725686963,0.004983912752139956,-0.023717456221971175,-0.00418087722940275,0.005128678711108398,difference,-0.013949166725686963,-0.023717456221971175,-0.00418087722940275,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.020858013440564933,0.003952811760204612,0.01311064475289752,0.028605382128232347,1.314925439180714e-7,difference,0.020858013440564933,0.01311064475289752,0.028605382128232347,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.008117720655981424,0.005395323734838522,-0.018692360861199055,0.0024569195492362087,0.13243092457140682,difference,-0.008117720655981424,-0.018692360861199055,0.0024569195492362087,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.021028296111777915,0.01078579650610926,-1.1147658477417624e-4,0.04216806880833,0.051220415629055376,difference,0.021028296111777915,-1.1147658477417624e-4,0.04216806880833,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.031736589857391556,0.010462911516254373,-0.05224351960267949,-0.011229660112103624,0.002419378766653696,difference,-0.031736589857391556,-0.05224351960267949,-0.011229660112103624,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.028012882711133495,0.004118975842862348,0.019939838405932782,0.03608592701633421,1.0394306190006644e-11,difference,0.028012882711133495,0.019939838405932782,0.03608592701633421,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.014082856979648103,0.005636724944187303,-0.02513063486101376,-0.0030350790982824477,0.012475137771284102,difference,-0.014082856979648103,-0.02513063486101376,-0.0030350790982824477,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.02373195843314985,0.0036286790045724523,0.016619878272731193,0.030844038593568508,6.147376167405718e-11,difference,0.02373195843314985,0.016619878272731193,0.030844038593568508,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013876320746352522,0.005017624329637321,-0.023710683720393602,-0.0040419577723114445,0.00568328037284225,difference,-0.013876320746352522,-0.023710683720393602,-0.0040419577723114445,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.021056566294111886,0.004010453389602968,0.01319622208881349,0.02891691049941028,1.517524704434136e-7,difference,0.021056566294111886,0.01319622208881349,0.02891691049941028,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.008337023491384188,0.005478598627758618,-0.019074879487541635,0.0024008325047732617,0.12807328833239875,difference,-0.008337023491384188,-0.019074879487541635,0.0024008325047732617,wald_normal,PASS
