site,Id,position,local_date,profile_variant,measurement_construct,expected_real_minutes,valid_medi_real_minutes,valid_light_real_minutes,diary_state_domain_complete,unknown_diary_state_real_minutes,daily_ordinary_support,daily_profile_support,daily_geometric_mean_medi_lx,m10_mean_medi_lx,m10_midpoint_clock_minute,m10_onset_clock_minute,m10_offset_clock_minute,l10_mean_medi_lx,l10_midpoint_clock_minute,l10_onset_clock_minute,l10_offset_clock_minute,duration_above_1000_h,duration_above_250_full_day_h,longest_bout_above_250_observed_h,longest_bout_above_250_observed_lower_bound_h,longest_bout_above_250_possible_h,longest_bout_above_250_possible_upper_bound_h,longest_bout_above_250_exact_only_sensitivity_h,longest_bout_above_250_h,longest_bout_above_250_exact_identifiable,longest_bout_above_250_censored,longest_bout_above_250_missing_invalid_breaks_runs,longest_bout_above_250_estimate_interpretation,longest_bout_above_250_onset_utc,longest_bout_above_250_offset_utc,longest_bout_above_250_winner_selection_rule,longest_bout_above_250_day_boundary_contact,longest_bout_above_250_selected_winner_day_boundary_contact,longest_bout_above_250_any_winning_run_day_boundary_contact,longest_bout_above_250_censor_reason,first_timing_above_250_clock_minute,last_timing_above_250_clock_minute,mean_timing_above_250_clock_minute,dose_observed_medi_lx_h,dose_corrected_medi_lx_h,dose_correction_factor,dose_relevance_coverage,mder,mder_medi_integral_lx_h,mder_light_integral_lx_h,mder_ordinary_paired_coverage,mder_medi_profile_coverage,mder_light_profile_coverage,mder_minimum_support,mder_passes_ordinary_paired_support,mder_passes_medi_profile_support,mder_passes_light_profile_support,mder_support_threshold_enforced,mder_ratio_scaled_or_weighted,mder_estimable,mder_failure_reason,duration_above_250_wake_h,duration_below_10_pre_sleep_h,duration_below_1_sleep_environment_h,serial,file.name,source_modality,source_repository,source_commit,source_doi,source_sha256,approved_anomalous_day,passes_registered_90pct_support,mder_descending_rank_within_position
KNUST,KNUST_S006,chest,2024-11-12,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1324,1324,TRUE,0,0.9194444444444444,0.890587054755341,3.0499512691604447,59.96918722765706,741,441,1041,0.12591173556600974,127,1267,427,2.7666666666666666,3.35,1.4833333333333334,1.4833333333333334,1.4833333333333334,1.4833333333333334,1.4833333333333334,1.4833333333333334,TRUE,FALSE,TRUE,observed_lower_bound,2024-11-12T08:21:00Z,2024-11-12T09:50:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,501,800,651.426639975507,26389.5468888889,29631.630897822277,1.1228548569849992,0.890587054755341,0.9612420118923011,26389.546888888875,27453.59291666665,0.9194444444444444,0.890587054755341,0.8879688743251017,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,3.35,2.7666666666666666,6.2,2962,KNUST_S006_c_actlumus_Log_2962_20241118093006927,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,FALSE,5
KNUST,KNUST_S006,chest,2024-11-13,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1356,1356,TRUE,0,0.9416666666666667,0.9861916211796974,1.8436548001131388,9.828478786751777,847,547,1147,0.1535143704356148,232,1372,532,0.03333333333333333,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.6333333333333333,0.6333333333333333,,0.016666666666666666,FALSE,TRUE,TRUE,observed_lower_bound,2024-11-13T13:45:00Z,2024-11-13T13:46:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,825,827,826,376.0692222222221,381.3348381244229,1.014001719872437,0.9861916211796974,0.8684179146219316,376.06922222222204,433.05097222222196,0.9416666666666667,0.9861916211796974,0.9874059282632365,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,0.03333333333333333,,6.633333333333334,2962,KNUST_S006_c_actlumus_Log_2962_20241118093006927,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,50
KNUST,KNUST_S006,chest,2024-11-14,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1287,1287,TRUE,0,0.89375,0.8775135813214981,2.68752276420148,97.5674299648387,766,466,1066,0.04865657291586159,100,1240,400,0.5166666666666667,0.75,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.9166666666666666,,0.3333333333333333,FALSE,TRUE,TRUE,observed_lower_bound,2024-11-14T08:21:00Z,2024-11-14T08:41:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,,1061,752.7956848148165,3895.2699722222233,4438.985395936678,1.13958350193742,0.8775135813214981,0.9028402549894332,3895.269972222223,4314.462000000003,0.89375,0.8775135813214981,0.8776884015937219,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,0.75,2.8333333333333335,5.333333333333333,2962,KNUST_S006_c_actlumus_Log_2962_20241118093006927,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,FALSE,25
KNUST,KNUST_S006,chest,2024-11-15,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1317,1317,TRUE,0,0.9145833333333333,0.9418662543192314,6.305634260006285,122.08519471040184,684,384,984,0.2653266518056604,136,1276,436,0.48333333333333334,0.7333333333333333,0.21666666666666667,0.21666666666666667,1.1,1.1,,0.21666666666666667,FALSE,TRUE,TRUE,observed_lower_bound,2024-11-15T08:02:00Z,2024-11-15T08:15:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,,1051,624.2739891090592,4217.7768888888895,4478.105962016277,1.0617218691233257,0.9418662543192314,0.9036648975605407,4217.776888888894,4667.412555555557,0.9145833333333333,0.9418662543192314,0.941420253732822,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,0.7333333333333333,2.9833333333333334,5,2962,KNUST_S006_c_actlumus_Log_2962_20241118093006927,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,22
KNUST,KNUST_S006,chest,2024-11-16,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1285,1285,TRUE,0,0.8923611111111112,0.9571149005527434,7.3497877272674526,158.71813111210054,701,401,1001,0.448710619653775,152,1292,452,0.7,1.05,0.5666666666666667,0.5666666666666667,1.5833333333333333,1.5833333333333333,,0.5666666666666667,FALSE,TRUE,TRUE,observed_lower_bound,2024-11-16T16:06:00Z,2024-11-16T16:40:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,,1057,872.4185747249941,8892.838444444438,9291.296624165745,1.0448066365098798,0.9571149005527434,0.9043937007349064,8892.838444444447,9832.928333333331,0.8923611111111112,0.9571149005527434,0.956040707096469,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,1.05,2.4,5.9,2962,KNUST_S006_c_actlumus_Log_2962_20241118093006927,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,FALSE,21
KNUST,KNUST_S006,chest,2024-11-17,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1230,1230,TRUE,0,0.8541666666666666,0.8473699431955924,8.46220007663472,146.85125391547317,690,390,990,0.7542611030827616,135,1275,435,0.9833333333333333,1.2333333333333334,0.5833333333333334,0.5833333333333334,1.2,1.2,,0.5833333333333334,FALSE,TRUE,TRUE,observed_lower_bound,2024-11-17T15:11:00Z,2024-11-17T15:46:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,559,,796.0385626252297,27235.22777777782,32140.894300626976,1.180122103728167,0.8473699431955924,0.9296085713733091,27235.227777777753,29297.522222222196,0.8541666666666666,0.8473699431955924,0.849463327221587,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,2.5,1.35,2962,KNUST_S006_c_actlumus_Log_2962_20241118093006927,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,FALSE,10
KNUST,KNUST_S007,chest,2024-11-19,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1266,1266,TRUE,0,0.8791666666666667,0.8610845819661129,2.7108672103198312,29.339725001804258,307,7,607,0.34631102830159266,1140,840,0,3.2333333333333334,3.283333333333333,0.5833333333333334,0.5833333333333334,1.95,1.95,,0.5833333333333334,FALSE,TRUE,TRUE,observed_lower_bound,2024-11-19T01:37:00Z,2024-11-19T02:12:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,0,,129.17437747401831,18685.47322222221,21699.92775803476,1.1613261007608588,0.8610845819661129,2.4556117903484527,18685.473222222216,7609.29447222223,0.8791666666666667,0.8610845819661129,0.8622360476314225,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,,2.9166666666666665,5.533333333333333,2962,KNUST_S007_c_actlumus_Log_2962_20241125102406894,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,TRUE,FALSE,1
KNUST,KNUST_S007,chest,2024-11-20,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1437,1437,TRUE,0,0.9979166666666667,0.9948256823689481,1.2153917154872211,26.935572765952333,792,492,1092,0,169,1309,469,0.8,1.0166666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,TRUE,FALSE,TRUE,observed_lower_bound,2024-11-20T14:43:00Z,2024-11-20T14:59:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,503,1036,793.3306250574028,6403.7895277777825,6437.097112861656,1.0052012304494697,0.9948256823689481,0.9506943159783732,6403.789527777776,6735.908083333331,0.9979166666666667,0.9948256823689481,0.9948441503796177,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,1.0166666666666666,2.9833333333333334,10.483333333333333,2962,KNUST_S007_c_actlumus_Log_2962_20241125102406894,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,6
KNUST,KNUST_S007,chest,2024-11-21,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1358,1358,TRUE,0,0.9430555555555555,0.9626909448958373,1.6254714237807468,45.51860553273156,952,652,1252,0,104,1244,404,2.75,4.233333333333333,1.15,1.15,1.15,1.15,1.15,1.15,TRUE,FALSE,TRUE,observed_lower_bound,2024-11-21T16:32:00Z,2024-11-21T17:41:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,653,1063,911.1569349566927,19074.136166666678,19813.35367055986,1.0387549662765339,0.9626909448958373,0.9027894281607302,19074.13616666669,21128.001249999998,0.9430555555555555,0.9626909448958373,0.9609778316991991,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,4.233333333333333,,10.466666666666667,2962,KNUST_S007_c_actlumus_Log_2962_20241125102406894,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,26
KNUST,KNUST_S007,chest,2024-11-22,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,1440,1354,1354,TRUE,0,0.9402777777777778,0.989313734520421,1.7220883476645863,26.5347774058777,781,481,1081,2.61196801602262e-4,135,1275,435,2.6333333333333333,4.283333333333333,1.7333333333333334,1.7333333333333334,1.7333333333333334,1.7333333333333334,1.7333333333333334,1.7333333333333334,TRUE,FALSE,TRUE,observed_lower_bound,2024-11-22T15:18:00Z,2024-11-22T17:02:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,,1049,748.3614098625736,23452.699611111097,23706.02852539999,1.0108016952627865,0.989313734520421,0.8622940747589453,23452.699611111097,27198.029416666595,0.9402777777777778,0.989313734520421,0.9864642467999135,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,4.283333333333333,,10.5,2962,KNUST_S007_c_actlumus_Log_2962_20241125102406894,light_chest,AkuffoEtAl_Dataset_2025,ea49a38edfb1f6397302f37776a4496ed0ca2dd5,10.5281/zenodo.15576731,0397df1b2c4d5c2ea98fa7707bcd07048140fa1c239823c814733da81b5d1377,FALSE,TRUE,51
