"path","bytes","sha256","actual_sha256","actual_bytes","now_sha256","now_bytes","status"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/07_results.html",1374116,"06edb255a521cc285832dc31846de39878648856bde7ee9cbb6959f83db629c8","06edb255a521cc285832dc31846de39878648856bde7ee9cbb6959f83db629c8",1374116,"06edb255a521cc285832dc31846de39878648856bde7ee9cbb6959f83db629c8",1374116,"exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/07_results.qmd",29578,"d941731ae4cef7e4d903c9968407694bd3554ff805a1d26a04e9daaee1bb3aaa","d941731ae4cef7e4d903c9968407694bd3554ff805a1d26a04e9daaee1bb3aaa",29578,"d941731ae4cef7e4d903c9968407694bd3554ff805a1d26a04e9daaee1bb3aaa",29578,"exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html",4825090,"3ab7bdd7b86d513d66528b57cab1410de3c48902ce1386d17bca876d63a0926d","3ab7bdd7b86d513d66528b57cab1410de3c48902ce1386d17bca876d63a0926d",4825090,"3ab7bdd7b86d513d66528b57cab1410de3c48902ce1386d17bca876d63a0926d",4825090,"exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd",56230,"9a6f2402f57640fb19319845b7d25f0ade1697dfab0ff262bf6dc5a47b97654e","9a6f2402f57640fb19319845b7d25f0ade1697dfab0ff262bf6dc5a47b97654e",56230,"9a6f2402f57640fb19319845b7d25f0ade1697dfab0ff262bf6dc5a47b97654e",56230,"exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html",4341698,"54e85fe7873a8b54772341ce95241e5dc93ec7ab14aef99f0b1b72773b0f5954","54e85fe7873a8b54772341ce95241e5dc93ec7ab14aef99f0b1b72773b0f5954",4341698,"54e85fe7873a8b54772341ce95241e5dc93ec7ab14aef99f0b1b72773b0f5954",4341698,"exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd",25252,"577121dbca925e26d47307cd66ff6b02a15e9295b0ad46064accfd8f6b69106d","577121dbca925e26d47307cd66ff6b02a15e9295b0ad46064accfd8f6b69106d",25252,"577121dbca925e26d47307cd66ff6b02a15e9295b0ad46064accfd8f6b69106d",25252,"exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/boundary_sensitivity_estimands.rds",1183696,"f4b8d1c61e124096bf2b3d63555a33602d2d0c5bc2c0be68f69da7445ffd1b90","f4b8d1c61e124096bf2b3d63555a33602d2d0c5bc2c0be68f69da7445ffd1b90",1183696,"f4b8d1c61e124096bf2b3d63555a33602d2d0c5bc2c0be68f69da7445ffd1b90",1183696,"exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/boundary_stage2_final_manifest.csv",140282,"24e0adf52dbc516213cc40f34e27c41dc7fe531553520aae7a22397a6d5bdf97","24e0adf52dbc516213cc40f34e27c41dc7fe531553520aae7a22397a6d5bdf97",140282,"24e0adf52dbc516213cc40f34e27c41dc7fe531553520aae7a22397a6d5bdf97",140282,"exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/endpoint_range_BA-EIBB-SENS-LINKAGE-B-F3-R3-Q2-Q1-D0.csv",1106,"1e5fad6eb9598df56f24ef4a14099ef1015f2b17bc5f6ac3292a361ed036924f","1e5fad6eb9598df56f24ef4a14099ef1015f2b17bc5f6ac3292a361ed036924f",1106,"1e5fad6eb9598df56f24ef4a14099ef1015f2b17bc5f6ac3292a361ed036924f",1106,"exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/execution_BA-EIBB-SENS-LINKAGE-B-F3-R3-Q2-Q1-D0.csv",1615,"949209079e63cf6a2999e2e978f4da1da772e8c0a38bb9322165c50535aa9aa4","949209079e63cf6a2999e2e978f4da1da772e8c0a38bb9322165c50535aa9aa4",1615,"949209079e63cf6a2999e2e978f4da1da772e8c0a38bb9322165c50535aa9aa4",1615,"exact"
