"path","bytes","sha256","actual_sha256"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/03_coverage/light_glasses_coverage.rds",19922480,"00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee","00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/03_coverage/light_chest_coverage.rds",21201236,"07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce","07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/coverage_artifacts.csv",6644,"0281118bfd0975181f6cf5fe39237f49271fa309c6de2d42d261b48450a5ba8d","0281118bfd0975181f6cf5fe39237f49271fa309c6de2d42d261b48450a5ba8d"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/05_metrics/state_support_gate_daily.csv",480622,"fa4e649a3aee03e5fb44a8899d6afdc1c9c348897e1cb450af4b05cae45c60e4","fa4e649a3aee03e5fb44a8899d6afdc1c9c348897e1cb450af4b05cae45c60e4"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/descriptives/recommendation_context_near_eye.csv",12955,"7c53c4dd8b315c7a61aa7d0f488ee9ccbfc28bc238d6c5cf6eed0dcd7409eb38","7c53c4dd8b315c7a61aa7d0f488ee9ccbfc28bc238d6c5cf6eed0dcd7409eb38"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/config/site_display_registry.csv",295,"3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2/build_stage2_frames.R",39206,"d266467c70e14e17d5fdc2e5f6283578acca8619ac9e9be91653f1437037e871","d266467c70e14e17d5fdc2e5f6283578acca8619ac9e9be91653f1437037e871"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2/model_contract.R",10238,"8827fbfbca44f7bede503bb746f2c99bec5c2963f611588f2cfa51aeb3fa1fbd","8827fbfbca44f7bede503bb746f2c99bec5c2963f611588f2cfa51aeb3fa1fbd"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2/sensitivity_models.rds",3435156,"95d37cf55985d5f52c0192435f3139c472361eb0e059cc3e4d2edbb8437d3a18","95d37cf55985d5f52c0192435f3139c472361eb0e059cc3e4d2edbb8437d3a18"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2/sensitivity_model_specification.csv",1203,"b2aeb6955c67640750ac050c72d48513d7fed09ab365f0aaef73cf3e270bb4c9","b2aeb6955c67640750ac050c72d48513d7fed09ab365f0aaef73cf3e270bb4c9"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/boundary_model_contract.R",13006,"a0c8e8c62c9ef0dd4402abca414fba2e735ca13157cec6477669ccf031fdc5dd","a0c8e8c62c9ef0dd4402abca414fba2e735ca13157cec6477669ccf031fdc5dd"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/02_fit_candidate.R",23588,"44862068fd5186808baea00f4074e707242ad70bc170bb703b1c24bddb44e313","44862068fd5186808baea00f4074e707242ad70bc170bb703b1c24bddb44e313"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/03_derive_estimands.R",29002,"9edbd4cb814c0e7a2cc7efc3262ad1d458b7250e81cec61a4f8a475a46646b73","9edbd4cb814c0e7a2cc7efc3262ad1d458b7250e81cec61a4f8a475a46646b73"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/04_run_diagnostics.R",34598,"98d7fee6a4566cb506d35d4bcb7b610735bcab703389cc5aee3a5a728cd70b5d","98d7fee6a4566cb506d35d4bcb7b610735bcab703389cc5aee3a5a728cd70b5d"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/05_run_sensitivity_fit_set.R",6675,"6a7c105b3abd75794526c9dd7c75e0213d213f1313e8c01332586e0b1782277a","6a7c105b3abd75794526c9dd7c75e0213d213f1313e8c01332586e0b1782277a"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/06_derive_sensitivity_estimands.R",20421,"e521ff57f72faded0d690d35fc20807beb7d73c5cec08f5edb4259cfd6a058f2","e521ff57f72faded0d690d35fc20807beb7d73c5cec08f5edb4259cfd6a058f2"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/07_run_bounded_refits.R",24302,"abffc226b213d82f93c8fd0c562167870dc5fb140d82959fd5817e63c3aab633","abffc226b213d82f93c8fd0c562167870dc5fb140d82959fd5817e63c3aab633"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/08_fit_temporal_ou.R",34846,"21cc3656653a9798d88cd2637b4520719c4e4addfa573b18db18e9d1d852a869","21cc3656653a9798d88cd2637b4520719c4e4addfa573b18db18e9d1d852a869"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/08b_fit_temporal_ou_glmmtmb.R",28428,"85ab1c8c5303dfa8ac52663c316adfbfd9deadd2cd8f293137c1c380f0d7db7b","85ab1c8c5303dfa8ac52663c316adfbfd9deadd2cd8f293137c1c380f0d7db7b"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/09_fit_placement_and_calendar.R",31287,"da701fe72d93eab386b34a6b20bbfc9071e3fcc737124a0c9a31158901edf86f","da701fe72d93eab386b34a6b20bbfc9071e3fcc737124a0c9a31158901edf86f"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/10_compute_r2_shapley.R",26160,"366b87caed5e95b74e2122adf07fe83457e7e53bbf7409fcdd510cae6006e08d","366b87caed5e95b74e2122adf07fe83457e7e53bbf7409fcdd510cae6006e08d"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_cross_state_association/cross_state_model_frames.rds",47968,"f206722e544e3b9c860da0e7b2ba5d1ddeded59247a6ba4993f235cc6770d5f7","f206722e544e3b9c860da0e7b2ba5d1ddeded59247a6ba4993f235cc6770d5f7"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_cross_state_association/00_preflight_and_build_frames.R",29826,"c54c57fdf03fabf04a0cde609eb2d2c878d1cc1127f382866cf4961d1fa8ecf2","c54c57fdf03fabf04a0cde609eb2d2c878d1cc1127f382866cf4961d1fa8ecf2"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage3_cross_state_association/01_build_stage3_outputs.R",20831,"86b019d44d313ad7a9da80bdb3ca34f0f7c8ff5f6259c1724daadaeb5d21c160","86b019d44d313ad7a9da80bdb3ca34f0f7c8ff5f6259c1724daadaeb5d21c160"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage3_cross_state_association/source_data/figure_participant_state_profiles.csv",32973,"c1123760a7916fe11ab502a3ee8a34fce23baf3924a45d85b90ab22a67caae85","c1123760a7916fe11ab502a3ee8a34fce23baf3924a45d85b90ab22a67caae85"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage3_cross_state_association/figures/participant_state_raincloud.png",1832424,"f3a61b69e89b0933302694ccca4ea5ed5c4d1bb2e67d169f3e1542a644843228","f3a61b69e89b0933302694ccca4ea5ed5c4d1bb2e67d169f3e1542a644843228"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage3_cross_state_association/figures/participant_state_raincloud.svg",108600,"200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653","200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/05_boundary_process_audit_and_plan.qmd",45117,"e1474c56f55509ba707aca814812607339c3bfae3c694e3afe62717a1cf07642","e1474c56f55509ba707aca814812607339c3bfae3c694e3afe62717a1cf07642"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/05a_r2_shapley_amendment.qmd",19425,"72ba06bd60b296b0b0b88874013c0a2f468d3858ce724cabf6db06b44c66c213","72ba06bd60b296b0b0b88874013c0a2f468d3858ce724cabf6db06b44c66c213"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd",56230,"9a6f2402f57640fb19319845b7d25f0ade1697dfab0ff262bf6dc5a47b97654e","9a6f2402f57640fb19319845b7d25f0ade1697dfab0ff262bf6dc5a47b97654e"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd",25252,"577121dbca925e26d47307cd66ff6b02a15e9295b0ad46064accfd8f6b69106d","577121dbca925e26d47307cd66ff6b02a15e9295b0ad46064accfd8f6b69106d"
