placement,metric_order,metric_id,manuscript_name,abbreviation,predictor,baseline_estimate,baseline_low,baseline_high,baseline_p_adjusted,baseline_supported,gap_estimate,gap_p_adjusted,gap_supported,common_gap_timing_unaware_estimate_model,common_primary_estimate_model,common_gap_timing_unaware_p_adjusted,common_primary_p_adjusted,common_gap_timing_unaware_adjusted_significant,common_primary_adjusted_significant,prereg_estimate,prereg_p_adjusted,prereg_supported,paired_status,paired_estimate,paired_p_adjusted,paired_supported,direction_stable,adjusted_support_stable,stability_class
chest,1,interdaily_stability,Interdaily stability,IS,age,0.04196411687733611,-0.027604648975276862,0.11153288272994907,0.3402946389686567,FALSE,0.04561698741937169,0.3064825072668191,FALSE,0.037011827067553314,0.04196411687733611,0.4376336981327419,0.33880504297817454,FALSE,FALSE,0.010807865358225336,0.8253785223865917,FALSE,UNAVAILABLE,,,FALSE,TRUE,TRUE,direction and adjusted-support stable
chest,2,intradaily_variability,Intradaily variability,IV,age,-0.04374143895534003,-0.10808028311771864,0.020597405207038587,0.30791782299780845,FALSE,-0.05008682964946504,0.21713635088503247,FALSE,-0.046986534464900566,-0.04374143895534003,0.2506750757329695,0.30791782299780845,FALSE,FALSE,-0.0637843434197667,0.14341301119937594,FALSE,UNAVAILABLE,,,FALSE,TRUE,TRUE,direction and adjusted-support stable
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,age,0.06512123349891338,0.017948690080230895,0.11229377691759587,0.016651692492886623,TRUE,0.06243685644397377,0.028299910861348313,TRUE,0.06600953881560777,0.06504942590844302,0.015913797591162404,0.017391442598796734,TRUE,TRUE,0.06691721876199219,0.02900171032284647,TRUE,ESTIMABLE,0.07704750861942117,0.03094579817333742,TRUE,TRUE,TRUE,direction and adjusted-support stable
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,age,0.1288941750828181,0.062281899336913193,0.19550645082872303,5.803526226261967e-4,TRUE,0.12456355382019296,0.0010673296444445339,TRUE,0.13113221460349422,0.12934487878861375,4.3863480937626266e-4,6.084123214796056e-4,TRUE,TRUE,0.1326491077558197,0.0014080659019325842,TRUE,ESTIMABLE,0.14548095608184908,0.0031598818401486163,TRUE,TRUE,TRUE,direction and adjusted-support stable
chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,age,-0.028091225556408642,-0.0648250975066644,0.008642646393847122,0.2340252198929598,FALSE,-0.027286779907753925,0.21713635088503247,FALSE,-0.02673592136262528,-0.029019652388879356,0.2506750757329695,0.216134063655031,FALSE,FALSE,-0.028680550273176356,0.2607886275348615,FALSE,ESTIMABLE,-0.024504739435980315,0.45134175855047903,FALSE,TRUE,TRUE,direction and adjusted-support stable
chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,age,0.2714448622176916,0.16468106358495027,0.3782086608504329,2.4102474869288793e-5,TRUE,0.2715327462563014,2.3814775023343035e-5,TRUE,0.27430321423842796,0.2694463017454908,1.9351524260492916e-5,2.3182993751562463e-5,TRUE,TRUE,0.289347378085913,3.66675439218975e-5,TRUE,ESTIMABLE,0.2682732466324135,4.794715181819065e-4,TRUE,TRUE,TRUE,direction and adjusted-support stable
chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,age,0.14617684924678856,0.059084672034634744,0.23326902645894237,0.004021489748620081,TRUE,0.15403259777760153,0.0023848642898715907,TRUE,0.14881452377188953,0.14587527982178375,0.0031515446373242143,0.0037393218617250046,TRUE,TRUE,0.15217522172851602,0.008213490825869682,TRUE,ESTIMABLE,0.15027064633824858,0.009404711454250612,TRUE,TRUE,TRUE,direction and adjusted-support stable
chest,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,age,-0.10535517333695535,-0.2132064620113916,0.0024961153374808837,0.10505414815334474,FALSE,-0.119914305435605,0.035422752876266374,TRUE,-0.10403696374235552,-0.1054266821524097,0.11108000836769194,0.10536435224214157,FALSE,FALSE,-0.086517867616871455,0.2607886275348615,FALSE,ESTIMABLE,-0.1535766467533693,0.04617733834758401,TRUE,TRUE,FALSE,direction stable; adjusted support changes
chest,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,age,0.01249339913141529,-0.015520919670216512,0.0405077179330471,0.5004375411292554,FALSE,0.0027571088777713763,0.8523090767023265,FALSE,0.012026815532439054,0.013120900519838158,0.5288147044074962,0.47465328480466745,FALSE,FALSE,0.009869071565801678,0.6905489172592734,FALSE,ESTIMABLE,0.011578989033551453,0.637591829674186,FALSE,TRUE,TRUE,direction and adjusted-support stable
chest,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,age,0.07084459530239814,0.036196243099340844,0.10549294750545544,3.2733622419531055e-4,TRUE,0.06909927712296177,9.066379112332926e-4,TRUE,0.07106391677411261,0.07121593377730888,4.3863480937626266e-4,3.3062166801041263e-4,TRUE,TRUE,0.07623023595669268,4.6298111152031973e-4,TRUE,ESTIMABLE,0.07762707383828991,6.99548330583367e-4,TRUE,TRUE,TRUE,direction and adjusted-support stable
