"path","expected_sha256","observed_sha256","exact"
"_extensions/kapsner/authors-block/authors-block.lua","d0b0874a22eb4556690773ca04094bf467190d60a3f2267918dc8048aec329d6","d0b0874a22eb4556690773ca04094bf467190d60a3f2267918dc8048aec329d6",TRUE
"_quarto-nathealth.yml","e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7","e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7",TRUE
"_quarto.yml","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/manuscript_selection/supplementary_figure_s5/daytime_label_continuation/panels/panel_a/panel_a_workday.svg","b3e3be0c603511efb64301ea3a5640acc49410217467f3f6850a848e33281206","b3e3be0c603511efb64301ea3a5640acc49410217467f3f6850a848e33281206",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/manuscript_selection/supplementary_figure_s5/daytime_label_continuation/panels/panel_b/panel_b_free_work.svg","fb75a367f8ce78acda0dfb28c00b73c75a944b81a2c4e6b9fb18292d12c13198","fb75a367f8ce78acda0dfb28c00b73c75a944b81a2c4e6b9fb18292d12c13198",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/manuscript_selection/supplementary_figure_s5/tag_size_18_continuation/final/supplementary_figure_s5_caption_alt_text.md","8306919b74648a51e7b3afb88564dcdeabfab0d24ea9d57f7e58e7eea7478d37","8306919b74648a51e7b3afb88564dcdeabfab0d24ea9d57f7e58e7eea7478d37",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/manuscript_selection/supplementary_figure_s5/tag_size_18_continuation/final/supplementary_figure_s5_layout.csv","79f0b8d8eb55a421a429e9f26a1ffe47bf4ddb41ca0b85b033c31ac6d7717cd4","79f0b8d8eb55a421a429e9f26a1ffe47bf4ddb41ca0b85b033c31ac6d7717cd4",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/_word_test/table_pngs_v2/main_table_1_part_01.png","f2df0ce73bc31f889d457397596257e2e3f7f9c7610ccc0ec9659efc33a2f9b7","f2df0ce73bc31f889d457397596257e2e3f7f9c7610ccc0ec9659efc33a2f9b7",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/_word_test/table_pngs_v2/main_table_1_part_02.png","a8e5892c59138ec0b4a13f272d3d05e3f67c21bc641d1194e877399564b02a70","a8e5892c59138ec0b4a13f272d3d05e3f67c21bc641d1194e877399564b02a70",TRUE
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/_word_test/table_pngs_v2/main_table_2_part_01.png","cf05ca1aac8f6a3681318636b6ccbc31824e57e43d1c8f651e99fbedb81c6d0e","cf05ca1aac8f6a3681318636b6ccbc31824e57e43d1c8f651e99fbedb81c6d0e",TRUE
