"id","pass","detail"
"all_Word_text_runs_exact_order",TRUE,""
"13_major_headings",TRUE,""
"13_page_starts",TRUE,""
"93_reference_paragraphs",TRUE,""
"28_author_14_affiliation_block_exact",TRUE,""
"AI_statement_and_all_declarations_retained",TRUE,""
"54_drawings_no_floats_no_main_native_tables",TRUE,""
"19_table_keys_30_parts",TRUE,""
"30_visible_PNGs_exact_in_order",TRUE,""
"PNG_source_main_table_1_part_01.png",TRUE,""
"PNG_source_main_table_1_part_02.png",TRUE,""
"PNG_source_main_table_2_part_01.png",TRUE,""
"PNG_source_main_table_3_part_01.png",TRUE,""
"PNG_source_main_table_3_part_02.png",TRUE,""
"PNG_source_main_table_3_part_03.png",TRUE,""
"PNG_source_main_table_3_part_04.png",TRUE,""
"PNG_source_supp_table_s1_part_01.png",TRUE,""
"PNG_source_supp_table_s2_part_01.png",TRUE,""
"PNG_source_supp_table_s2_part_02.png",TRUE,""
"PNG_source_supp_table_s2_part_03.png",TRUE,""
"PNG_source_supp_table_s3_part_01.png",TRUE,""
"PNG_source_supp_table_s4_part_01.png",TRUE,""
"PNG_source_supp_table_s4_part_02.png",TRUE,""
"PNG_source_supp_table_s5_part_01.png",TRUE,""
"PNG_source_supp_table_s6_part_01.png",TRUE,""
"PNG_source_supp_table_s7_part_01.png",TRUE,""
"PNG_source_supp_table_s7_part_02.png",TRUE,""
"PNG_source_supp_table_s7_part_03.png",TRUE,""
"PNG_source_supp_table_s7_part_04.png",TRUE,""
"PNG_source_supp_table_s8_part_01.png",TRUE,""
"PNG_source_supp_table_s9_part_01.png",TRUE,""
"PNG_source_supp_table_s10_part_01.png",TRUE,""
"PNG_source_supp_table_s10_part_02.png",TRUE,""
"PNG_source_supp_table_s11a_part_01.png",TRUE,""
"PNG_source_supp_table_s11b_part_01.png",TRUE,""
"PNG_source_supp_table_s12_part_01.png",TRUE,""
"PNG_source_supp_table_s13_part_01.png",TRUE,""
"PNG_source_supp_table_s14_part_01.png",TRUE,""
"PNG_source_supp_table_s15_part_01.png",TRUE,""
"17_original_unused_density_payloads_retained",TRUE,""
"only_S3_PNG_changed",TRUE,""
"23_SVG_sources_24_appearances",TRUE,""
"SVG_Main Figure 1",TRUE,""
"SVG_Main Figure 2",TRUE,""
"SVG_Main Figure 3",TRUE,""
"SVG_Supplementary Figure S1",TRUE,""
"SVG_Supplementary Figure S2",TRUE,""
"SVG_Supplementary Figure S3",TRUE,""
"SVG_Supplementary Figure S4",TRUE,""
"SVG_Supplementary Figure S5A",TRUE,""
"SVG_Supplementary Figure S5B",TRUE,""
"SVG_Supplementary Figure S6",TRUE,""
"SVG_Supplementary Figure S7A",TRUE,""
"SVG_Supplementary Figure S7B",TRUE,""
"SVG_Supplementary Figure S8",TRUE,""
"SVG_Supplementary Figure S9",TRUE,""
"SVG_Supplementary Figure S10",TRUE,""
"SVG_Supplementary Figure S11",TRUE,""
"SVG_Supplementary Figure S12",TRUE,""
"SVG_Supplementary Figure S13",TRUE,""
"SVG_Supplementary Figure S14",TRUE,""
"SVG_Supplementary Figure S15A",TRUE,""
"SVG_Supplementary Figure S15B",TRUE,""
"SVG_Supplementary Figure S16",TRUE,""
"SVG_Supplementary Figure S17",TRUE,""
"only_accepted_S15B_SVG_changed",TRUE,""
"S8_crop_boundaries_exact",TRUE,""
"19_native_tables_byte_exact",TRUE,""
"HTML_19_tables",TRUE,""
"HTML_cells_Table_1",TRUE,""
"HTML_cells_Table_2",TRUE,""
"HTML_cells_Table_3",TRUE,""
"HTML_cells_Table_S1",TRUE,""
"HTML_cells_Table_S2",TRUE,""
"HTML_cells_Table_S3",TRUE,""
"HTML_cells_Table_S4",TRUE,""
"HTML_cells_Table_S5",TRUE,""
"HTML_cells_Table_S6",TRUE,""
"HTML_cells_Table_S7",TRUE,""
"HTML_cells_Table_S8",TRUE,""
"HTML_cells_Table_S9",TRUE,""
"HTML_cells_Table_S10",TRUE,""
"HTML_cells_Table_S11a",TRUE,""
"HTML_cells_Table_S11b",TRUE,""
"HTML_cells_Table_S12",TRUE,""
"HTML_cells_Table_S13",TRUE,""
"HTML_cells_Table_S14",TRUE,""
"HTML_cells_Table_S15",TRUE,""
"colgroup_nh_table2_primary",TRUE,""
"colgroup_near-eye-metric-summary",TRUE,""
"semantics_nh_table2_primary_id",TRUE,""
"semantics_nh_table2_primary_headers",TRUE,""
"semantics_nh_table2_primary_scope",TRUE,""
"semantics_nh_table2_primary_rowspan",TRUE,""
"semantics_nh_table2_primary_colspan",TRUE,""
"semantics_near-eye-metric-summary_id",TRUE,""
"semantics_near-eye-metric-summary_headers",TRUE,""
"semantics_near-eye-metric-summary_scope",TRUE,""
"semantics_near-eye-metric-summary_rowspan",TRUE,""
"semantics_near-eye-metric-summary_colspan",TRUE,""
"semantics_recommendation-context_id",TRUE,""
"semantics_recommendation-context_headers",TRUE,""
"semantics_recommendation-context_scope",TRUE,""
"semantics_recommendation-context_rowspan",TRUE,""
"semantics_recommendation-context_colspan",TRUE,""
"170_exact_whole_mean_SD",TRUE,""
"17_exact_density_payloads",TRUE,""
"unique_HTML_IDs",TRUE,""
"HTML_crossrefs_resolve",TRUE,""
"HTML_Word_download_exact",TRUE,""
"HTML_reverse_proof",TRUE,""
"77_staged_static_inputs_exact_one_authorized_helper_edit",TRUE,""
"60_dispatch_protected_inputs_unchanged",TRUE,""
"439_prior_package_immutable",TRUE,""
