"scope","path","sha256","bytes"
"controlling","audit/report_harmonization/owner_orders/55_h08_companion_report018_render.md","8e62ebd57daeccb8decf0e79d95b3c4443fe198e66ec7565f40e095a8679df67",8591
"controlling","audit/report_harmonization/report018_h08_companion_order55_dispatch_manifest.csv","0d0ad43037cd82084b63d45e509b3f26e537fd7ce727c46d934eb301d14d4861",1530
"controlling","audit/report_harmonization/report018_h08_companion_release_manifest.csv","a597863081973008acb6539c5d89ad33559766b474b8b0cb09d08253dbc17ebb",3262
"controlling","audit/report_harmonization/report018_h08_companion_release_pins.csv","340c236b006a18c2f42ba2d5563dc7cab9267cce2c500a7bbd43e18e9881b309",5521
"controlling","audit/report_harmonization/report018_h08_companion_release_verification.csv","1d654a189cf7aba6e6c428f89cfbbe6b6627433910b64310e8057c6fe828f26a",4322
"controlling","audit/report_harmonization/report018_h08_companion_release.md","cfceb62d6a3fb9b4c0e524ac3571e02152bdde3fa44d77add36b6179dec65c81",8974
"controlling","audit/report_harmonization/report018_h08_result_independent_acceptance_manifest.csv","8f7c3351b1fa085f4f23f00ccff9bd21d13be7ef67cabd1767e690991087c0eb",5254
"controlling","audit/report_harmonization/report018_h08_result_independent_acceptance.md","6b9e66643ab8c94aca11e5bf9804e0e314beb3c8b2eefa668532372e14d32fd7",4581
"controlling","audit/report_harmonization/report018_h08_result_independent_verification.csv","823a80ac2ab50bd404f736de9603aa3d1cd326d4b5811aae2072e397ecc1e840",6122
"controlling","scripts/report_harmonization/check_h08_companion_report018_release.R","4e5e82d02d7f509aac6bb2719a8ec4367f0af55fb7cfe1c755512f68833e32fa",21227
"external_semantic","/private/tmp/H08-order55-semantic.yNe1KK/001__build__nathealth__audit__hypotheses__H08__H08_analysis_preparation.html_gt_semantic_ledger.csv","4e19e89b72f96adeb6ff705a2935a5cb673a412e8dbf26cc08f9411df11f7444",254870
"external_semantic","/private/tmp/H08-order55-semantic.yNe1KK/gt_html_semantic_post_render_summary.csv","8a129665bdd842d0fd2ad68eb90896a4172507653634c03fd9897f752f13aae4",499
"frozen_source_data","artifacts/11_source_data/H08/H08_preparation_metric_availability.csv","43978d5ba574b3bbb39908f26e8f8fdd20e89d7d4e068621fdceabb6461c08f3",7173
"frozen_source_data","artifacts/11_source_data/H08/H08_preparation_sample_support.csv","89f57863882aa8c178f3f55f86f08c3f9e7c3b2a893abb7ee3fdd33359e27a16",4313
