"path","sha256","bytes","status"
"audit/report_harmonization/report018_h08_result_independent_acceptance.md","6b9e66643ab8c94aca11e5bf9804e0e314beb3c8b2eefa668532372e14d32fd7",4581,"PASS"
"scripts/report_harmonization/check_h08_order54_result_acceptance.R","f948f190f5c3cd09640892f18ef5c92ad3a8cd565490d5107b97419624fcf99d",14014,"PASS"
"audit/report_harmonization/report018_h08_result_independent_verification.csv","823a80ac2ab50bd404f736de9603aa3d1cd326d4b5811aae2072e397ecc1e840",6122,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/ORDER54_COMPLETION.md","d2594bd1b63cac66ead98c378cdc05686fc79cc9c4988ec523c60d330c39b15d",7062,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/order54_evidence_manifest.csv","f89ae6a67f8f2c965ce8d4e071c7d826973a9d791e4f382a7f0c1b8a518ee829",30043,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/verify_order54_h08_result.R","9c122e3218fa8e7b7478a85c970d7e014f295676f706c0fb167e2aba4f1bb0d6",59181,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/render_execution.csv","2c5abc6dc8f0cc035461367c2ee1b86823d4621e1a93d8e67db35109ad557a8d",888,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/gt_html_semantic_post_render_summary.csv","a51f8f846e0b8ba9a75bcdfeb8cbec17ae93649a72e1646c5742906b692842c8",454,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/001__build__nathealth__notebooks__hypotheses__H08.html_gt_semantic_ledger.csv","95dc07bcb3cc8f85b6d89a9c452fa78e67ebf079cd213f6888940d76ced7dd31",168438,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/semantic_reverse_audit.csv","d89ac489783e3ba57f7752e32e20aaaa9343c242191e72752534d8dac9c29bb4",762,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/table_endpoint_audit.csv","c0c893a1104af0e3635ff23a74786f90e3a0e837d118fd2e968e5342ccf0298c",2049,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/figure_endpoint_audit.csv","22009265f1c4afb02434c241a9f080ca3661530bc9a484e9a866f404dd2681d3",4202,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/table_header_reference_audit.csv","27142c5d1b79b110b006962de8fd1074afcec5f60bc475335a401c2cb24008b0",50103,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/reader_link_audit.csv","34ab032736d9d2a28370859af4e221d22b9c8333334a4a7a33a62d76a0babd66",5756,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/visual_qa_status.csv","2c529e6e8304d0b09ac28eb5d92e424de731bb920821b91b921a5500fb5715c3",3639,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/loopback_lifecycle.csv","1d4aea3c72c829f3a254b9f207d15f350c08613c3c7e18e497cf27c597660c28",1422,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/build_inventory_postqa.csv","bb919e09794ae969e39ddca0b3f1a21b1a46148d0c5da50503da37bc31d7fb02",185785,"PASS"
"audit/hypotheses/H08/report018_order54_result_render/protected_inventory_postqa.csv","c104b0149860c2cd7715fd49f779593aeead3fa55142401ef7558ececeada4a8",29580,"PASS"
"notebooks/hypotheses/H08.qmd","1b6b50b21e22d60909a65b125ce74be54829e5efc10de33f888fcd294c7374b1",44031,"PASS"
"_build/nathealth/notebooks/hypotheses/H08.html","472848d0da3e3996fa1727151048e3cab4a7e363dba3dc8eda8b024eb5a4ca9a",340040,"PASS"
"audit/hypotheses/H08/H08_analysis_preparation.qmd","3eeeda47c909be2ca32bf234af18f2d690f1c3e7b26e854f7311c0d8300f6f2d",57777,"PASS"
"_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html","95f5ba0aede0ee6cf0d1b65fcdc53623d52810f8316c846cb214b4fb34a5f135",675700,"PASS"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"PASS"
"artifacts/12_manifests/H08/H08_stage3_artifacts.csv","e8dcec4bfdaf129002c875681f22b0f9d226ebbc95f706309c98ae4e21244af2",23368,"PASS"
"audit/report_harmonization/phase4_corpus_manifest.csv","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334",11937,"PASS"
"audit/report_harmonization/owner_orders/54_h08_result_report018_render.md","e41c03bc8cf003cb49ee4e6d000d9153e909012a0a6f04a3183a9a5b5383be06",9509,"PASS"
"audit/report_harmonization/report018_h08_order54_dispatch_manifest.csv","87acae3e4d8e9951a0ee8e329b9bdbededbe0c23a5112757a924b5d11bcad715",5024,"PASS"
"audit/report_harmonization/report018_h08_result_release.md","c729a0917cbaa7cd51f41b259b7016a6936abdad4fbb99ad5617589c5ced4ccd",10386,"PASS"
"audit/report_harmonization/report018_h08_result_release_manifest.csv","71e1fb067205453e462255b6bd3bb5e687c50f3be26e120ce544f5afc333e279",4478,"PASS"
"tests/hypotheses/H08/test_h08_stage3_reader_report.R","3049ecd80bc7f6c83dce7370b2877a92c6693dd9585f1f45ed7ac19fdf64be8f",18954,"PASS"
"tests/hypotheses/H08/test_h08_preparation_report.R","2e83542b120021e0c337a3769127e6eba2fe61ebc4d56014693b34066a3fc2a4",13024,"PASS"
