path,expected_sha256,exists,live_sha256,bytes,exact
notebooks/sensitivity_battery.qmd,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,TRUE,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,3623,TRUE
_build/nathealth/notebooks/sensitivity_battery.html,b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780,TRUE,b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780,37775,TRUE
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,TRUE,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,TRUE
renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,TRUE,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,TRUE
supplementary_information.qmd,8d013e4d37ca5ff438988e82907a26d65b98a9a47cc2d62ec3ddcd0e2b3862fa,TRUE,8d013e4d37ca5ff438988e82907a26d65b98a9a47cc2d62ec3ddcd0e2b3862fa,993,TRUE
_build/nathealth/supplementary_information.html,a0b5d097b12ee4a7cbfbcd5cb4740f1eac81bf1c9dba1e4e00a9d5644bfec4eb,TRUE,a0b5d097b12ee4a7cbfbcd5cb4740f1eac81bf1c9dba1e4e00a9d5644bfec4eb,49234,TRUE
audit/report_harmonization/report018_h11_order61a_result_companion_independent_acceptance.md,54e83ea5bdddf2fa6758b9b3d3a502a6d321a5b67f15aefa4bddd0cf95ad9810,TRUE,54e83ea5bdddf2fa6758b9b3d3a502a6d321a5b67f15aefa4bddd0cf95ad9810,4106,TRUE
audit/report_harmonization/report018_h11_order61a_result_companion_independent_acceptance_manifest.csv,9c2222d88b7fb69ed15245d672bb81df7599f3114d88218106512706c55800cc,TRUE,9c2222d88b7fb69ed15245d672bb81df7599f3114d88218106512706c55800cc,5650,TRUE
scripts/report_harmonization/post_render_gt_html_semantics.R,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,TRUE,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,21453,TRUE
scripts/report_harmonization/repair_gt_html_semantics.R,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,TRUE,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,17747,TRUE
audit/decisions/report_harmonization_render_completion_priority.md,0cb7c62806b40c1702c7fdde994d98090f0fc820abfa32205a8e58e392681ecf,TRUE,0cb7c62806b40c1702c7fdde994d98090f0fc820abfa32205a8e58e392681ecf,4731,TRUE
audit/handoffs/report_harmonization_shared_change_request.md,20394079072eba2474a0a6cc0dc8fb9ae992f789a27a014064994f25e259de09,TRUE,20394079072eba2474a0a6cc0dc8fb9ae992f789a27a014064994f25e259de09,15251,TRUE
audit/report_harmonization/phase4_corpus_manifest.csv,73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334,TRUE,73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334,11937,TRUE
audit/report_harmonization/coordination_matrix.csv,7a6ce0ee4b2c97dea27d18ad3fed9759f580484ea046a2cf645ab5993f714842,TRUE,7a6ce0ee4b2c97dea27d18ad3fed9759f580484ea046a2cf645ab5993f714842,43538,TRUE
