source_path,source_sha256,archive_path,archive_sha256,bytes,artifact_role,canonical_copy_retired,recovery_status
artifacts/07_models/H01/main/chest/all_available/duration_below_10_pre_sleep_model_frame.rds,e4f79ee00dfbdf472a2413196cc6e83758abf47238573e514b476077a18ae59a,audit/hypotheses/H01/superseded_pre_sleep_tweedie/files/artifacts/07_models/H01/main/chest/all_available/duration_below_10_pre_sleep_model_frame.rds,e4f79ee00dfbdf472a2413196cc6e83758abf47238573e514b476077a18ae59a,15844,superseded_model_frame,FALSE,RECOVERABLE_FROM_HASH_VERIFIED_ARCHIVE
artifacts/07_models/H01/main/chest/all_available/duration_below_10_pre_sleep_models.rds,5f15661011cec50b83ca31c443605d3b6d143c3c38270a4fc37f32ed01d92a79,audit/hypotheses/H01/superseded_pre_sleep_tweedie/files/artifacts/07_models/H01/main/chest/all_available/duration_below_10_pre_sleep_models.rds,5f15661011cec50b83ca31c443605d3b6d143c3c38270a4fc37f32ed01d92a79,98124,superseded_point_models,FALSE,RECOVERABLE_FROM_HASH_VERIFIED_ARCHIVE
artifacts/07_models/H01/main/chest/all_available/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,f418b8205d327d9fd7ad6c220bbfa7c670b5f15845404b9feeaa53ae724aaf5e,audit/hypotheses/H01/superseded_pre_sleep_tweedie/files/artifacts/07_models/H01/main/chest/all_available/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,f418b8205d327d9fd7ad6c220bbfa7c670b5f15845404b9feeaa53ae724aaf5e,119556,superseded_production_bootstrap_draws,TRUE,RECOVERABLE_FROM_HASH_VERIFIED_ARCHIVE
artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_10_pre_sleep_model_frame.rds,cc7cd672d0fd732ddf7b677129f7932c8a0c1a589e2c6207143c31a096a1114b,audit/hypotheses/H01/superseded_pre_sleep_tweedie/files/artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_10_pre_sleep_model_frame.rds,cc7cd672d0fd732ddf7b677129f7932c8a0c1a589e2c6207143c31a096a1114b,13144,superseded_model_frame,FALSE,RECOVERABLE_FROM_HASH_VERIFIED_ARCHIVE
artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_10_pre_sleep_models.rds,e7fb909fb405b687c03d7638e13cf109afd317ffc1fd4d76f24a5175a9ce3976,audit/hypotheses/H01/superseded_pre_sleep_tweedie/files/artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_10_pre_sleep_models.rds,e7fb909fb405b687c03d7638e13cf109afd317ffc1fd4d76f24a5175a9ce3976,86660,superseded_point_models,FALSE,RECOVERABLE_FROM_HASH_VERIFIED_ARCHIVE
artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,ffae6b50b0dbfbc6cc2acd2b8be68f87fd757cc57e25d3f3df8a5aebb0c78f20,audit/hypotheses/H01/superseded_pre_sleep_tweedie/files/artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,ffae6b50b0dbfbc6cc2acd2b8be68f87fd757cc57e25d3f3df8a5aebb0c78f20,114952,superseded_production_bootstrap_draws,TRUE,RECOVERABLE_FROM_HASH_VERIFIED_ARCHIVE
artifacts/07_models/H01/main/glasses/all_available/duration_below_10_pre_sleep_model_frame.rds,0d7cb7104f4ef0aa0ed0fe86dfb7e9b7fd88fb6526ac1e3e82d8334a803deb4f,audit/hypotheses/H01/superseded_pre_sleep_tweedie/files/artifacts/07_models/H01/main/glasses/all_available/duration_below_10_pre_sleep_model_frame.rds,0d7cb7104f4ef0aa0ed0fe86dfb7e9b7fd88fb6526ac1e3e82d8334a803deb4f,15268,superseded_model_frame,FALSE,RECOVERABLE_FROM_HASH_VERIFIED_ARCHIVE
artifacts/07_models/H01/main/glasses/all_available/duration_below_10_pre_sleep_models.rds,e59613ae698407e8909dc87565e3310eec59024b8b2cec69a31fcfcc7e979b38,audit/hypotheses/H01/superseded_pre_sleep_tweedie/files/artifacts/07_models/H01/main/glasses/all_available/duration_below_10_pre_sleep_models.rds,e59613ae698407e8909dc87565e3310eec59024b8b2cec69a31fcfcc7e979b38,94836,superseded_point_models,FALSE,RECOVERABLE_FROM_HASH_VERIFIED_ARCHIVE
artifacts/07_models/H01/main/glasses/all_available/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,c8361bef9af4f5da30160d87f675e79ae19ab302f831777786018782a67aa786,audit/hypotheses/H01/superseded_pre_sleep_tweedie/files/artifacts/07_models/H01/main/glasses/all_available/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,c8361bef9af4f5da30160d87f675e79ae19ab302f831777786018782a67aa786,113460,superseded_production_bootstrap_draws,TRUE,RECOVERABLE_FROM_HASH_VERIFIED_ARCHIVE
artifacts/07_models/H01/main/glasses/paired_common_sample/duration_below_10_pre_sleep_model_frame.rds,ce66bb41079b259055fb190159f75e7bd3264889e8b2e8437f10a0d2edf4988d,audit/hypotheses/H01/superseded_pre_sleep_tweedie/files/artifacts/07_models/H01/main/glasses/paired_common_sample/duration_below_10_pre_sleep_model_frame.rds,ce66bb41079b259055fb190159f75e7bd3264889e8b2e8437f10a0d2edf4988d,13188,superseded_model_frame,FALSE,RECOVERABLE_FROM_HASH_VERIFIED_ARCHIVE
