owner,reference,kind,scheme
_build/nathealth/index.html,https://cdnjs.cloudflare.com/polyfill/v3/polyfill.min.js?features=es6,script@src,https
_build/nathealth/index.html,https://cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.9/latest.js?config=TeX-MML-AM_CHTML,script@src,https
_build/nathealth/index.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href,https
_build/nathealth/index.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href,https
_build/nathealth/index.html,https://github.com/MeLiDosProject,a@href,https
_build/nathealth/index.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/index.qmd,a@href,https
_build/nathealth/index.html,mailto:johannes.zauner@tum.de,a@href,mailto
_build/nathealth/index.html,https://orcid.org/0000-0003-2171-4566,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0002-5582-6956,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0002-7444-4312,a@href,https
_build/nathealth/index.html,https://orcid.org/0009-0009-6135-7111,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0001-6683-249X,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0001-8395-9994,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0001-8301-5547,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0002-8269-8654,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0003-3169-8547,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0002-6185-4929,a@href,https
_build/nathealth/index.html,https://orcid.org/0009-0007-4959-2667,a@href,https
_build/nathealth/index.html,https://orcid.org/0009-0003-8259-3400,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0002-5902-4539,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0002-0909-626X,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0003-0963-6147,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0002-6566-2772,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0003-0199-6500,a@href,https
_build/nathealth/index.html,https://orcid.org/0009-0006-9283-509X,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0002-6841-5953,a@href,https
_build/nathealth/index.html,https://orcid.org/0000-0002-8572-9268,a@href,https
_build/nathealth/index.html,https://zenodo.org/communities/22nrm05_melidos/,a@href,https
_build/nathealth/index.html,https://tscnlab.github.io/ZaunerEtAl_bioRxiv_2026/,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/zenodo.20547314,a@href,https
_build/nathealth/index.html,https://doi.org/10.1101/sqb.2007.72.064,a@href,https
_build/nathealth/index.html,https://doi.org/10.1371/journal.pbio.1000145,a@href,https
_build/nathealth/index.html,https://doi.org/10.1101/sqb.2007.72.043,a@href,https
_build/nathealth/index.html,https://doi.org/10.1007/s11818-019-00215-x,a@href,https
_build/nathealth/index.html,https://doi.org/10.1186/s12916-025-04608-8,a@href,https
_build/nathealth/index.html,https://doi.org/10.25039/S026.2018,a@href,https
_build/nathealth/index.html,https://doi.org/10.1111/jpi.12655,a@href,https
_build/nathealth/index.html,https://doi.org/10.1371/journal.pbio.3001571,a@href,https
_build/nathealth/index.html,https://doi.org/10.1007/s11920-026-01671-7,a@href,https
_build/nathealth/index.html,https://doi.org/10.1073/pnas.2301608120,a@href,https
_build/nathealth/index.html,https://doi.org/10.3389/frsle.2023.1268379,a@href,https
_build/nathealth/index.html,https://doi.org/10.1038/s44220-023-00135-8,a@href,https
_build/nathealth/index.html,https://doi.org/10.1016/j.lanepe.2024.100943,a@href,https
_build/nathealth/index.html,https://doi.org/10.1001/jamanetworkopen.2025.39031,a@href,https
_build/nathealth/index.html,https://doi.org/10.1073/pnas.2405924121,a@href,https
_build/nathealth/index.html,https://doi.org/10.1177/0004867420968886,a@href,https
_build/nathealth/index.html,https://doi.org/10.1210/jc.2015-4123,a@href,https
_build/nathealth/index.html,https://doi.org/10.1093/sleep/zsac130,a@href,https
_build/nathealth/index.html,https://doi.org/10.1111/jpi.70023,a@href,https
_build/nathealth/index.html,https://doi.org/10.1007/s10654-018-0398-4,a@href,https
_build/nathealth/index.html,https://doi.org/10.1126/science.aay3164,a@href,https
_build/nathealth/index.html,https://doi.org/10.1016/j.scitotenv.2025.178839,a@href,https
_build/nathealth/index.html,https://doi.org/10.1016/0031-9384(86)90427-0,a@href,https
_build/nathealth/index.html,https://doi.org/10.1093/annweh/wxab092,a@href,https
_build/nathealth/index.html,https://doi.org/10.1038/s41370-025-00825-8,a@href,https
_build/nathealth/index.html,https://doi.org/10.1289/EHP3431,a@href,https
_build/nathealth/index.html,https://doi.org/10.1016/j.buildenv.2025.112771,a@href,https
_build/nathealth/index.html,https://doi.org/10.1177/14771535221103258,a@href,https
_build/nathealth/index.html,https://doi.org/10.25039/x051.2025/62xbgg,a@href,https
_build/nathealth/index.html,https://doi.org/10.1038/s44323-026-00079-z,a@href,https
_build/nathealth/index.html,https://doi.org/10.1038/s44323-026-00073-5,a@href,https
_build/nathealth/index.html,https://doi.org/10.1167/tvst.13.10.28,a@href,https
_build/nathealth/index.html,https://doi.org/10.64898/2026.07.28.741277,a@href,https
_build/nathealth/index.html,https://doi.org/10.1016/j.measurement.2024.114909,a@href,https
_build/nathealth/index.html,https://doi.org/10.1186/s12889-024-20206-4,a@href,https
_build/nathealth/index.html,https://doi.org/10.1038/s44271-024-00159-5,a@href,https
_build/nathealth/index.html,https://doi.org/10.3390/biology8030054,a@href,https
_build/nathealth/index.html,https://doi.org/10.1038/s41598-023-43102-0,a@href,https
_build/nathealth/index.html,https://doi.org/10.1080/07420528.2024.2381590,a@href,https
_build/nathealth/index.html,https://doi.org/10.1111/jsr.14315,a@href,https
_build/nathealth/index.html,https://doi.org/10.3390/clockssleep6040042,a@href,https
_build/nathealth/index.html,https://doi.org/10.12688/openreseurope.20985.1,a@href,https
_build/nathealth/index.html,https://doi.org/10.1038/s44323-025-00067-9,a@href,https
_build/nathealth/index.html,https://doi.org/10.1093/sleep/zsaf358,a@href,https
_build/nathealth/index.html,https://doi.org/10.48550/arXiv.2606.20719,a@href,https
_build/nathealth/index.html,https://doi.org/10.3389/fpsyt.2023.1199989,a@href,https
_build/nathealth/index.html,https://doi.org/10.1371/journal.pone.0308768,a@href,https
_build/nathealth/index.html,https://doi.org/10.3758/s13428-025-02823-y,a@href,https
_build/nathealth/index.html,https://doi.org/10.5665/sleep.1642,a@href,https
_build/nathealth/index.html,https://doi.org/10.1016/j.clinph.2006.03.011,a@href,https
_build/nathealth/index.html,https://doi.org/10.1016/j.jad.2016.06.065,a@href,https
_build/nathealth/index.html,https://doi.org/10.1016/j.jadr.2020.100020,a@href,https
_build/nathealth/index.html,https://doi.org/10.1093/jamiaopen/ooac047,a@href,https
_build/nathealth/index.html,https://doi.org/10.5195/jmla.2018.319,a@href,https
_build/nathealth/index.html,https://doi.org/10.1158/1055-9965.epi-11-0204,a@href,https
_build/nathealth/index.html,https://doi.org/10.1177/0748730415597520,a@href,https
_build/nathealth/index.html,https://www.ncbi.nlm.nih.gov/pubmed/1027738,a@href,https
_build/nathealth/index.html,https://doi.org/10.1167/tvst.6.4.18,a@href,https
_build/nathealth/index.html,https://doi.org/10.3390/ijerph192013599,a@href,https
_build/nathealth/index.html,https://doi.org/10.1038/s41598-023-48241-y,a@href,https
_build/nathealth/index.html,https://www.R-project.org/,a@href,https
_build/nathealth/index.html,https://doi.org/10.21105/joss.07601,a@href,https
_build/nathealth/index.html,https://doi.org/10.1177/14771535231170500,a@href,https
_build/nathealth/index.html,https://doi.org/10.1177/07487304251336624,a@href,https
_build/nathealth/index.html,https://doi.org/10.1214/ss/1177013604,a@href,https
_build/nathealth/index.html,https://doi.org/10.1177/096228029500400302,a@href,https
_build/nathealth/index.html,https://doi.org/10.1111/j.1467-9868.2010.00749.x,a@href,https
_build/nathealth/index.html,https://doi.org/10.7717/peerj.6876,a@href,https
_build/nathealth/index.html,https://doi.org/10.1037/1082-989X.8.2.129,a@href,https
_build/nathealth/index.html,https://doi.org/10.1198/000313007X188252,a@href,https
_build/nathealth/index.html,https://doi.org/10.1111/j.2517-6161.1987.tb01685.x,a@href,https
_build/nathealth/index.html,https://doi.org/10.1007/s11222-005-4070-y,a@href,https
_build/nathealth/index.html,https://doi.org/10.18637/jss.v067.i01,a@href,https
_build/nathealth/index.html,https://doi.org/10.32614/RJ-2017-066,a@href,https
_build/nathealth/index.html,https://doi.org/10.21105/joss.03139,a@href,https
_build/nathealth/index.html,https://doi.org/10.32614/CRAN.package.emmeans,a@href,https
_build/nathealth/index.html,https://doi.org/10.21105/joss.06962,a@href,https
_build/nathealth/index.html,https://doi.org/10.1111/j.2517-6161.1995.tb02031.x,a@href,https
_build/nathealth/index.html,https://doi.org/10.21105/joss.01686,a@href,https
_build/nathealth/index.html,https://aspredicted.org/te3zw2.pdf,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/ZENODO.15576731,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/ZENODO.16834951,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/ZENODO.18111232,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/ZENODO.16568109,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/ZENODO.16895188,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/ZENODO.17289456,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/ZENODO.16893901,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/ZENODO.18925834,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/ZENODO.17979893,a@href,https
_build/nathealth/index.html,https://doi.org/10.5281/ZENODO.19678543,a@href,https
_build/nathealth/index.html,https://melidosproject.github.io/melidosData/,a@href,https
_build/nathealth/supplementary_information.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href,https
_build/nathealth/supplementary_information.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href,https
_build/nathealth/supplementary_information.html,https://github.com/MeLiDosProject,a@href,https
_build/nathealth/supplementary_information.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/supplementary_information.qmd,a@href,https
_build/nathealth/notebooks/preparation/01_import_state_alignment.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href,https
_build/nathealth/notebooks/preparation/01_import_state_alignment.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href,https
_build/nathealth/notebooks/preparation/01_import_state_alignment.html,https://github.com/MeLiDosProject,a@href,https
_build/nathealth/notebooks/preparation/01_import_state_alignment.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/01_import_state_alignment.qmd,a@href,https
_build/nathealth/notebooks/preparation/01_import_state_alignment.html,https://condorinst.com/wp-content/uploads/2023/02/Manual_ActLumus_EN_2_1_0.pdf,a@href,https
_build/nathealth/notebooks/preparation/02_coverage_sample_flow.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href,https
_build/nathealth/notebooks/preparation/02_coverage_sample_flow.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href,https
_build/nathealth/notebooks/preparation/02_coverage_sample_flow.html,https://github.com/MeLiDosProject,a@href,https
_build/nathealth/notebooks/preparation/02_coverage_sample_flow.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/02_coverage_sample_flow.qmd,a@href,https
_build/nathealth/notebooks/preparation/03_reference_profiles.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href,https
_build/nathealth/notebooks/preparation/03_reference_profiles.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href,https
_build/nathealth/notebooks/preparation/03_reference_profiles.html,https://github.com/MeLiDosProject,a@href,https
_build/nathealth/notebooks/preparation/03_reference_profiles.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/03_reference_profiles.qmd,a@href,https
_build/nathealth/notebooks/preparation/04_metric_derivation.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href,https
_build/nathealth/notebooks/preparation/04_metric_derivation.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href,https
_build/nathealth/notebooks/preparation/04_metric_derivation.html,https://github.com/MeLiDosProject,a@href,https
_build/nathealth/notebooks/preparation/04_metric_derivation.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/04_metric_derivation.qmd,a@href,https
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026,a@href,https
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues,a@href,https
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,https://github.com/MeLiDosProject,a@href,https
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/05_model_input_acquisition.qmd,a@href,https
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.18925834,a@href,https
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.17979893,a@href,https
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.18111232,a@href,https
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.16895188,a@href,https
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,https://doi.org/10.5281/zenodo.16893901,a@href,https
