path,image_index,mime,bytes,sha256
_build/nathealth/index.html,0,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,1,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,2,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,3,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,4,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,5,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,6,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,7,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,8,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,9,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,10,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,11,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,12,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,13,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,14,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,15,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,16,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,17,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,18,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,19,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
_build/nathealth/index.html,20,image/png,2540471,97c4e60318a9e0733da44a97cc8bd176ac4ebc85c4e41bdd40d900b32fca7248
_build/nathealth/index.html,21,image/png,2389678,2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2
_build/nathealth/index.html,22,image/png,79326,4810b5c456e5ab65deb183b47b9725aa3b233592195977b5d69f6748a864ce3a
_build/nathealth/index.html,23,image/png,85531,c9638d653aeb0ea7e6ae2b67b7bbfb76479c8b7a6eb01d7dacbdbb97e917f3fb
_build/nathealth/index.html,24,image/png,83890,f29540238521705dd9a5da82f691a92a9fb90df3d8d1be9c4121edc10a304ece
_build/nathealth/index.html,25,image/png,65042,d8fe9a8ebe403229ff1f49f283478518d38378fb608632a4bc0c076c0a76dbb7
_build/nathealth/index.html,26,image/png,80112,d28d6a996cfb2a1d448e06302ba78418f421c95a8ee54fc373be72ea400726a0
_build/nathealth/index.html,27,image/png,87252,6b612f9ab1059e562433a3282211ddbb93d1e67723b5a280ebee133fcd333878
_build/nathealth/index.html,28,image/png,82042,88d3593f9558b02e243d9dd1d157772127575ec3ceb87366cdfcdd486b416093
_build/nathealth/index.html,29,image/png,85730,43826a4ceb1920fcf0c38c6d3fd322ba1130a1bfc76143c645e7f4c5f523863d
_build/nathealth/index.html,30,image/png,75287,2a3e088bb6e09fc7a06660f9a7f495cc25d21d1fde98fd9b29376853f21ee793
_build/nathealth/index.html,31,image/png,80601,caf9771fdb384793a1ee48db1e0c854125cba37713f3f8bfe7b6bcb4cbadc13b
_build/nathealth/index.html,32,image/png,61901,2d1e9f2110a54b88cd9255732d6dff0b31f07a9f43f6128d3b10a2e17ead6f08
_build/nathealth/index.html,33,image/png,60377,9b924723a0ba026f7ffc777b8f99981220625e57886e8fbef559954c7d61f829
_build/nathealth/index.html,34,image/png,81035,ef576e4cf9ba7e2188475aa0e0e49a22afbea07fa12204a123c6b95eb4602788
_build/nathealth/index.html,35,image/png,73643,3316dca7ebfce2c4ae79254777a4de91f1ff3a407e5bbd00f54973331dfe9107
_build/nathealth/index.html,36,image/png,79801,ffae192a539a6f6df89683f08e0f5911e770b0b7b82c0cfc28e663741b6f155f
_build/nathealth/index.html,37,image/png,92058,eca42ff18f6fa50bec94518f8d061562726a50e75d8db890fbdc443b1c7f7f1e
_build/nathealth/index.html,38,image/png,79202,6b68a01659af436ff3e2d16c71152b06b7dfbb9f9b693d712154bf99e51a9cea
_build/nathealth/index.html,39,image/png,2450756,22d402974fc0df26c77536e5db8af166e87637f2192ea4cc4f01da2d98ebb122
_build/nathealth/index.html,40,image/png,79326,4810b5c456e5ab65deb183b47b9725aa3b233592195977b5d69f6748a864ce3a
_build/nathealth/index.html,41,image/png,85531,c9638d653aeb0ea7e6ae2b67b7bbfb76479c8b7a6eb01d7dacbdbb97e917f3fb
_build/nathealth/index.html,42,image/png,83890,f29540238521705dd9a5da82f691a92a9fb90df3d8d1be9c4121edc10a304ece
_build/nathealth/index.html,43,image/png,65042,d8fe9a8ebe403229ff1f49f283478518d38378fb608632a4bc0c076c0a76dbb7
_build/nathealth/index.html,44,image/png,80112,d28d6a996cfb2a1d448e06302ba78418f421c95a8ee54fc373be72ea400726a0
_build/nathealth/index.html,45,image/png,87252,6b612f9ab1059e562433a3282211ddbb93d1e67723b5a280ebee133fcd333878
_build/nathealth/index.html,46,image/png,82042,88d3593f9558b02e243d9dd1d157772127575ec3ceb87366cdfcdd486b416093
_build/nathealth/index.html,47,image/png,85730,43826a4ceb1920fcf0c38c6d3fd322ba1130a1bfc76143c645e7f4c5f523863d
_build/nathealth/index.html,48,image/png,75287,2a3e088bb6e09fc7a06660f9a7f495cc25d21d1fde98fd9b29376853f21ee793
_build/nathealth/index.html,49,image/png,80601,caf9771fdb384793a1ee48db1e0c854125cba37713f3f8bfe7b6bcb4cbadc13b
_build/nathealth/index.html,50,image/png,61901,2d1e9f2110a54b88cd9255732d6dff0b31f07a9f43f6128d3b10a2e17ead6f08
_build/nathealth/index.html,51,image/png,60377,9b924723a0ba026f7ffc777b8f99981220625e57886e8fbef559954c7d61f829
_build/nathealth/index.html,52,image/png,81035,ef576e4cf9ba7e2188475aa0e0e49a22afbea07fa12204a123c6b95eb4602788
_build/nathealth/index.html,53,image/png,73643,3316dca7ebfce2c4ae79254777a4de91f1ff3a407e5bbd00f54973331dfe9107
_build/nathealth/index.html,54,image/png,79801,ffae192a539a6f6df89683f08e0f5911e770b0b7b82c0cfc28e663741b6f155f
_build/nathealth/index.html,55,image/png,92058,eca42ff18f6fa50bec94518f8d061562726a50e75d8db890fbdc443b1c7f7f1e
_build/nathealth/index.html,56,image/png,79202,6b68a01659af436ff3e2d16c71152b06b7dfbb9f9b693d712154bf99e51a9cea
_build/nathealth/index.html,57,image/png,932901,060d1dcb3ec519ed1d74904c5457cc945346c53e25d08a9ea0f083d29f184d04
_build/nathealth/index.html,58,image/png,348489,c6f080bd520c85f219749b2911702f6d29c3165bb2097b03e8b8437c2da96a1d
_build/nathealth/index.html,59,image/png,304155,b027935213185841c3b565dfbb440cf2fcf07dca03b4e19d2c1744270fd66ed6
_build/nathealth/index.html,60,image/svg+xml,7775,65c262ff90dbf458549a417d722e625fba5d30ed892edabd34e81c37b55c1433
_build/nathealth/index.html,61,image/svg+xml,83149,61e8d4671939659ecf5eca6c6688c03414bb849d15b9d3f59f39c96ca7069cfd
_build/nathealth/index.html,62,image/svg+xml,108600,200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653
_build/nathealth/index.html,63,image/svg+xml,1303748,2dde6fd681f21feecf2acb6d693679bc56f68f809691172bb755e7aac47fa032
_build/nathealth/index.html,64,image/png,2423424,ae5174afa8d9b57b5d9a635dfe2320482105d72007882db7513e29380271f52d
_build/nathealth/index.html,65,image/png,59084,e0a63c615a5422d28e1af7d2cc15ca29e65057b7639308c5cbdcb028e25f9478
_build/nathealth/index.html,66,image/png,366367,7f8de8989621ccd7b51cd7940bc513dc3883d09c098052335efea172bab28c30
_build/nathealth/index.html,67,image/png,366674,718c0917cb0aa58e2308cf8cdf9f2af144f80d55769044cc1cc294a84095c3d0
_build/nathealth/index.html,68,image/png,191658,88aeef89cda1208a80ead843ca9551011350ed5f78734c57ceee380bf994f02e
_build/nathealth/index.html,69,image/png,487117,70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5
_build/nathealth/index.html,70,image/png,140448,f1cc8e33829cdf821140e95238d20b1516d5796f741002a1f27568d3f9fd7405
_build/nathealth/index.html,71,image/svg+xml,2971771,e4b1fe228897a7135bd017c7c01f80a796a43819d5c1078008f2a927093508b5
_build/nathealth/index.html,72,image/png,460731,e989646f21543203ef07916dde8917e85243667d54b5aa492815476edc6c4b60
_build/nathealth/index.html,73,image/png,455662,33ac814200fc1d69dcf462d0a156b2b950ef0588f47974881fb56f140a414f70
_build/nathealth/notebooks/descriptives.html,0,image/png,79326,4810b5c456e5ab65deb183b47b9725aa3b233592195977b5d69f6748a864ce3a
_build/nathealth/notebooks/descriptives.html,1,image/png,85531,c9638d653aeb0ea7e6ae2b67b7bbfb76479c8b7a6eb01d7dacbdbb97e917f3fb
_build/nathealth/notebooks/descriptives.html,2,image/png,83890,f29540238521705dd9a5da82f691a92a9fb90df3d8d1be9c4121edc10a304ece
_build/nathealth/notebooks/descriptives.html,3,image/png,65042,d8fe9a8ebe403229ff1f49f283478518d38378fb608632a4bc0c076c0a76dbb7
_build/nathealth/notebooks/descriptives.html,4,image/png,80112,d28d6a996cfb2a1d448e06302ba78418f421c95a8ee54fc373be72ea400726a0
_build/nathealth/notebooks/descriptives.html,5,image/png,87252,6b612f9ab1059e562433a3282211ddbb93d1e67723b5a280ebee133fcd333878
_build/nathealth/notebooks/descriptives.html,6,image/png,82042,88d3593f9558b02e243d9dd1d157772127575ec3ceb87366cdfcdd486b416093
_build/nathealth/notebooks/descriptives.html,7,image/png,85730,43826a4ceb1920fcf0c38c6d3fd322ba1130a1bfc76143c645e7f4c5f523863d
_build/nathealth/notebooks/descriptives.html,8,image/png,75287,2a3e088bb6e09fc7a06660f9a7f495cc25d21d1fde98fd9b29376853f21ee793
_build/nathealth/notebooks/descriptives.html,9,image/png,80601,caf9771fdb384793a1ee48db1e0c854125cba37713f3f8bfe7b6bcb4cbadc13b
_build/nathealth/notebooks/descriptives.html,10,image/png,61901,2d1e9f2110a54b88cd9255732d6dff0b31f07a9f43f6128d3b10a2e17ead6f08
_build/nathealth/notebooks/descriptives.html,11,image/png,60377,9b924723a0ba026f7ffc777b8f99981220625e57886e8fbef559954c7d61f829
_build/nathealth/notebooks/descriptives.html,12,image/png,81035,ef576e4cf9ba7e2188475aa0e0e49a22afbea07fa12204a123c6b95eb4602788
_build/nathealth/notebooks/descriptives.html,13,image/png,73643,3316dca7ebfce2c4ae79254777a4de91f1ff3a407e5bbd00f54973331dfe9107
_build/nathealth/notebooks/descriptives.html,14,image/png,79801,ffae192a539a6f6df89683f08e0f5911e770b0b7b82c0cfc28e663741b6f155f
_build/nathealth/notebooks/descriptives.html,15,image/png,92058,eca42ff18f6fa50bec94518f8d061562726a50e75d8db890fbdc443b1c7f7f1e
_build/nathealth/notebooks/descriptives.html,16,image/png,79202,6b68a01659af436ff3e2d16c71152b06b7dfbb9f9b693d712154bf99e51a9cea
_build/nathealth/notebooks/hypotheses/H01.html,0,image/png,65458,08ee6941646bd2d039f6016a13afd146b55baf0da71d1902faae9c62ef0e641d
_build/nathealth/notebooks/hypotheses/H01.html,1,image/png,64300,de8051cb460dda22aa13b81aeb5abdd5b7e529cb30047e5213ed9d6147c7aaae
_build/nathealth/notebooks/hypotheses/H01.html,2,image/png,60394,f6eb91a92b8aa39152088232fcddab6e6aef4cacbdb839130fd56ed0ac28fe16
_build/nathealth/notebooks/hypotheses/H01.html,3,image/png,61156,97b8f5811dc2620636668f8a0bfc0534463c83497e1c8f658ea006cd79fc0860
_build/nathealth/notebooks/hypotheses/H01.html,4,image/png,59111,ec5279b39e54b6b1085f5e390189d20b64f5a5e8c18c2c3ee6f30858f35571e6
_build/nathealth/notebooks/hypotheses/H01.html,5,image/png,66506,05756bc56003f120e8d2887f87c08e180c076df21b691e54ee3c23635a281a59
_build/nathealth/notebooks/hypotheses/H01.html,6,image/png,67110,a4de1ac2793b7a66f1952dd1397e174b2c3e809ec71df366db1b464806a1b530
_build/nathealth/notebooks/hypotheses/H01.html,7,image/png,64899,ad84caccfb052454999516b51962c28cce956222bcdd846e0a4fc20dae2de155
_build/nathealth/notebooks/hypotheses/H01.html,8,image/png,56802,053e11315ac56c470ae0129d7aab26988cf2e6b4ed2d24909a39c13c5e1ae3c6
_build/nathealth/notebooks/hypotheses/H01.html,9,image/png,65422,76f78b893cc1d8d7f56f132b4ee5c6d98fdf3e20757c03bfb4b96dc926c0e3a8
_build/nathealth/notebooks/hypotheses/H01.html,10,image/png,63863,8cb71b347d652144ea998e81847f900c17923fd833af369a99f92e704b5776e2
_build/nathealth/notebooks/hypotheses/H01.html,11,image/png,59216,bc61323bee55d650e2c5ce100c1596eefa7a4b60dbfc7527c17014b1a6bc9408
_build/nathealth/notebooks/hypotheses/H01.html,12,image/png,60786,d74a4d68d4825f432d1c70554af9e481ff4625339998a619368f95c399a30792
_build/nathealth/notebooks/hypotheses/H01.html,13,image/png,61436,8751348442bd301c9cb8b84c140354222f180089a9a26fe57674fa8e016fb08e
_build/nathealth/notebooks/hypotheses/H01.html,14,image/png,65593,691581cc91630d1ef13adfee452ccf2860f47ee7d22b0f54b952fea06b1b3ff1
_build/nathealth/notebooks/hypotheses/H01.html,15,image/png,58728,16ed174f0f92ee0830e380ed114e081265c0c725a5af9d4ad085f087e9ac330e
_build/nathealth/notebooks/hypotheses/H01.html,16,image/png,55352,62141d961a77eb3619676fe4afd52e07c00417060882328ab5e761b5f92055da
_build/nathealth/notebooks/hypotheses/H06.html,0,image/png,158760,23a1e55b6088db2f7e5d217ee221a026247a4341cb218417c1611d6889e54902
_build/nathealth/notebooks/hypotheses/H06.html,1,image/png,191658,88aeef89cda1208a80ead843ca9551011350ed5f78734c57ceee380bf994f02e
_build/nathealth/notebooks/hypotheses/H06.html,2,image/png,59084,e0a63c615a5422d28e1af7d2cc15ca29e65057b7639308c5cbdcb028e25f9478
_build/nathealth/notebooks/hypotheses/H06.html,3,image/png,478166,7f80b7a5ffd60a3eafe6ef0f72bf5dd4a82a5b6873ab8a50faf985068751cf62
_build/nathealth/notebooks/hypotheses/H06.html,4,image/png,366367,7f8de8989621ccd7b51cd7940bc513dc3883d09c098052335efea172bab28c30
_build/nathealth/notebooks/hypotheses/H06.html,5,image/png,366674,718c0917cb0aa58e2308cf8cdf9f2af144f80d55769044cc1cc294a84095c3d0
_build/nathealth/notebooks/hypotheses/H06_daily.html,0,image/png,131325,0be4a5ea49e57c24ae8caf65d04c3dbd4038e8a0954e40eddbf53a5129c2f67c
_build/nathealth/notebooks/hypotheses/H06_daily.html,1,image/png,130678,ef4983b605e91bfc6dec92d719249fc38f0740fbc0476fc0a906247eeaefb35c
_build/nathealth/notebooks/hypotheses/H06_daily.html,2,image/png,621043,3dc2cf8de4597c1ce85d1acd65404778c14e75fa9f4920e7bfe1b83571bc048a
_build/nathealth/notebooks/hypotheses/H06_daily.html,3,image/png,583906,777aca3d7482b5b1d679f615c312d70fd702f63df7d7d64e2076f77a93dfe8e9
_build/nathealth/notebooks/hypotheses/H06_daily.html,4,image/png,256215,e28c639f23b3f33687ca046a77069153bb66073d29cd03d96fd03408c4317d98
_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,0,image/png,165458,f9be57236f5fa9b658c7adac0940ba7befa856cbc19df770602e32270dccf8ff
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,0,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,1,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,2,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,3,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,4,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,5,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,6,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,7,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,8,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,9,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,10,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,11,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,12,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,13,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,14,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,15,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,16,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,17,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,18,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,19,image/png,1261,cb273c1ff10d304ce1b6108a172bfd1660561e7fd8133b083cd66ee0f4a0a944
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,20,image/svg+xml,2463966,4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,21,image/svg+xml,2982460,2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,22,image/png,79326,4810b5c456e5ab65deb183b47b9725aa3b233592195977b5d69f6748a864ce3a
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,23,image/png,85531,c9638d653aeb0ea7e6ae2b67b7bbfb76479c8b7a6eb01d7dacbdbb97e917f3fb
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,24,image/png,83890,f29540238521705dd9a5da82f691a92a9fb90df3d8d1be9c4121edc10a304ece
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,25,image/png,65042,d8fe9a8ebe403229ff1f49f283478518d38378fb608632a4bc0c076c0a76dbb7
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,26,image/png,80112,d28d6a996cfb2a1d448e06302ba78418f421c95a8ee54fc373be72ea400726a0
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,27,image/png,87252,6b612f9ab1059e562433a3282211ddbb93d1e67723b5a280ebee133fcd333878
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,28,image/png,82042,88d3593f9558b02e243d9dd1d157772127575ec3ceb87366cdfcdd486b416093
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,29,image/png,85730,43826a4ceb1920fcf0c38c6d3fd322ba1130a1bfc76143c645e7f4c5f523863d
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,30,image/png,75287,2a3e088bb6e09fc7a06660f9a7f495cc25d21d1fde98fd9b29376853f21ee793
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,31,image/png,80601,caf9771fdb384793a1ee48db1e0c854125cba37713f3f8bfe7b6bcb4cbadc13b
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,32,image/png,61901,2d1e9f2110a54b88cd9255732d6dff0b31f07a9f43f6128d3b10a2e17ead6f08
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,33,image/png,60377,9b924723a0ba026f7ffc777b8f99981220625e57886e8fbef559954c7d61f829
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,34,image/png,81035,ef576e4cf9ba7e2188475aa0e0e49a22afbea07fa12204a123c6b95eb4602788
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,35,image/png,73643,3316dca7ebfce2c4ae79254777a4de91f1ff3a407e5bbd00f54973331dfe9107
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,36,image/png,79801,ffae192a539a6f6df89683f08e0f5911e770b0b7b82c0cfc28e663741b6f155f
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,37,image/png,92058,eca42ff18f6fa50bec94518f8d061562726a50e75d8db890fbdc443b1c7f7f1e
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,38,image/png,79202,6b68a01659af436ff3e2d16c71152b06b7dfbb9f9b693d712154bf99e51a9cea
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,39,image/svg+xml,226671,012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,40,image/png,79326,4810b5c456e5ab65deb183b47b9725aa3b233592195977b5d69f6748a864ce3a
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,41,image/png,85531,c9638d653aeb0ea7e6ae2b67b7bbfb76479c8b7a6eb01d7dacbdbb97e917f3fb
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,42,image/png,83890,f29540238521705dd9a5da82f691a92a9fb90df3d8d1be9c4121edc10a304ece
