path,initial_sha256,final_sha256,initially_exists,finally_exists,exact
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html,3075b160cebedd20db35f97ee47302c77ac259676f04faec4ba9effa68ce2dd9,3075b160cebedd20db35f97ee47302c77ac259676f04faec4ba9effa68ce2dd9,True,True,True
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd,5f444f3ea9d7d93da8c4f2337aef215ac01c7e275c7098076dc223695d7d84ac,5f444f3ea9d7d93da8c4f2337aef215ac01c7e275c7098076dc223695d7d84ac,True,True,True
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html,88abd9927cc8f81690346c95626903031b7735797bfa3b2786d517c3d417f198,88abd9927cc8f81690346c95626903031b7735797bfa3b2786d517c3d417f198,True,True,True
/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd,4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272,4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272,True,True,True
_build/nathealth/Descriptives.qmd,a2444d0b67125ea30d208bd948e9afcbd5c9bad3b915f3b4714e9a0e334070fd,a2444d0b67125ea30d208bd948e9afcbd5c9bad3b915f3b4714e9a0e334070fd,True,True,True
_build/nathealth/LICENSE.md,7e7170e3cebf88a9f60c7b8421418323c09304da1af4d5e90f4da1dc1c8a2661,7e7170e3cebf88a9f60c7b8421418323c09304da1af4d5e90f4da1dc1c8a2661,True,True,True
_build/nathealth/RQ1.qmd,ecf2f7f7af569b4d2b3f8404e39690a1924173a02a97aa4db65233950b6f6643,ecf2f7f7af569b4d2b3f8404e39690a1924173a02a97aa4db65233950b6f6643,True,True,True
_build/nathealth/RQ1_chest.qmd,77ee597de0fd326587a336b38d1a820f312156f8cd599aab26a34abd75f8420d,77ee597de0fd326587a336b38d1a820f312156f8cd599aab26a34abd75f8420d,True,True,True
_build/nathealth/RQ2.qmd,df80d5d8fba3688ddc5ae8db13ddf32449fc1c34ca587eaa2b22e2057bb4dfe7,df80d5d8fba3688ddc5ae8db13ddf32449fc1c34ca587eaa2b22e2057bb4dfe7,True,True,True
_build/nathealth/RQ2_chest.qmd,572a8a065dab30d1e31c98ad89727dcfddf8c99cc06333aa479284afea015f3d,572a8a065dab30d1e31c98ad89727dcfddf8c99cc06333aa479284afea015f3d,True,True,True
_build/nathealth/RQ3.qmd,dd5b8fedc0205006af2caff74c61da485d9589f37530c91bf45786120b7d5ae2,dd5b8fedc0205006af2caff74c61da485d9589f37530c91bf45786120b7d5ae2,True,True,True
_build/nathealth/RQ3_chest.qmd,e0b91d924e1e1e3241ad51a61dee402976aead0ac203d44371e2f10fe5f1047b,e0b91d924e1e1e3241ad51a61dee402976aead0ac203d44371e2f10fe5f1047b,True,True,True
_build/nathealth/ZaunerEtAl2026_NatHealth_phase3_brown.docx,74193a7a787ea18d70933b1742e588304a6bf6050c8b43e8a0a0cc352b44a2b8,74193a7a787ea18d70933b1742e588304a6bf6050c8b43e8a0a0cc352b44a2b8,True,True,True
_build/nathealth/artifacts/02_aligned/source_audit.csv,6eba1b000d7245d6bee2b2e494070d655d1eebe85e4edd877726e2deae8a0ca8,6eba1b000d7245d6bee2b2e494070d655d1eebe85e4edd877726e2deae8a0ca8,True,True,True
_build/nathealth/artifacts/02_aligned/state_interval_audit.csv,3c9e05c6320bc8b47bfa2f2163bc44d6809db394c28fac67b1b14e7749812800,3c9e05c6320bc8b47bfa2f2163bc44d6809db394c28fac67b1b14e7749812800,True,True,True
_build/nathealth/artifacts/02_aligned/stream_epoch_audit.csv,fd0f532edfc0979b6aaed82589aa5b59c7ed494f83c655f1d662fcaefeb5156f,fd0f532edfc0979b6aaed82589aa5b59c7ed494f83c655f1d662fcaefeb5156f,True,True,True
_build/nathealth/artifacts/03_coverage/coverage_settings.csv,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e,True,True,True
_build/nathealth/artifacts/03_coverage/light_chest_coverage.rds,07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce,07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce,True,True,True
_build/nathealth/artifacts/03_coverage/light_glasses_coverage.rds,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee,True,True,True
_build/nathealth/artifacts/04_reference_profiles/reference_profiles.csv,f0b98823ab13e0aa4d5e51ed04b49b4c1cc2e77ebf9078678619f8f22986b5a7,f0b98823ab13e0aa4d5e51ed04b49b4c1cc2e77ebf9078678619f8f22986b5a7,True,True,True
_build/nathealth/artifacts/06_model_data/H06/H06_category_cells.csv,2285e77afc2b24709de5936e29517b0f85a1945c81a6d7af4763eb9a56bfb36c,2285e77afc2b24709de5936e29517b0f85a1945c81a6d7af4763eb9a56bfb36c,True,True,True
_build/nathealth/artifacts/06_model_data/H06/employment_eligibility_sensitivity/H06_employment_eligibility_sample_flow.csv,577fa01840e2b1b350149fbb0e2a70ed7a8459dc8968adb97a3417f7f1650671,577fa01840e2b1b350149fbb0e2a70ed7a8459dc8968adb97a3417f7f1650671,True,True,True
_build/nathealth/artifacts/06_model_data/H08/H08_model_frame_by_site.csv,35bd76c2b985da32630566725329008c7740160a63228241e0d5840f7c43198d,35bd76c2b985da32630566725329008c7740160a63228241e0d5840f7c43198d,True,True,True
_build/nathealth/artifacts/06_model_data/H08/H08_model_frame_index.csv,3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5,3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5,True,True,True
_build/nathealth/artifacts/06_model_data/H09/H09_model_frame_index.csv,5a0fb42c30fa03d7f86c598d74455d7fca3bd8c3d4af957ae014f870e029fadb,5a0fb42c30fa03d7f86c598d74455d7fca3bd8c3d4af957ae014f870e029fadb,True,True,True
_build/nathealth/artifacts/06_model_data/H10/H10_input_audit.csv,9c8aebbc232d8706a23b71f87e31b649078055e139f9f011bc8c0c3d4d557f3b,9c8aebbc232d8706a23b71f87e31b649078055e139f9f011bc8c0c3d4d557f3b,True,True,True
_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png,9884f802d3a684860108c890a238a2c6da94115cec6e28af3792454903592076,9884f802d3a684860108c890a238a2c6da94115cec6e28af3792454903592076,True,True,True
_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png,57561680d936790688ed092d18bd4d5b3ffecd9593caf18dd9f7737afb2829d5,57561680d936790688ed092d18bd4d5b3ffecd9593caf18dd9f7737afb2829d5,True,True,True
_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png,bad792b679f53f26209b969a23286312ccc3a18bc1e95aff06f1b591d25b736a,bad792b679f53f26209b969a23286312ccc3a18bc1e95aff06f1b591d25b736a,True,True,True
_build/nathealth/artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png,de8e2f79918a509addc890578c916278efbbf9b803622e8025ef7a1f109a446a,de8e2f79918a509addc890578c916278efbbf9b803622e8025ef7a1f109a446a,True,True,True
_build/nathealth/artifacts/08_diagnostics/H03/H03_influence_refit_registry.csv,90efd11d8043af93cf1de5bbfae5c375bf1c5f3500ffaeda1a2674ed76e46ea9,90efd11d8043af93cf1de5bbfae5c375bf1c5f3500ffaeda1a2674ed76e46ea9,True,True,True
_build/nathealth/artifacts/08_diagnostics/H03/H03_near_eye_participant_random_intercept_diagnostics.csv,5c752f7aa5a2b1d0d301aa0d991b9880bca9b3935bf6d156d30ae04d08957880,5c752f7aa5a2b1d0d301aa0d991b9880bca9b3935bf6d156d30ae04d08957880,True,True,True
_build/nathealth/artifacts/08_diagnostics/H03/H03_near_eye_participant_random_intercept_shapley_models.csv,c4fcee2bf57342dddc65bbe96621be5c2076ddda1ac6cb64973a91908ec53fce,c4fcee2bf57342dddc65bbe96621be5c2076ddda1ac6cb64973a91908ec53fce,True,True,True
_build/nathealth/artifacts/08_diagnostics/H03/H03_reader_latitude_leave_one_site_out.csv,100b5bc929aeb03c07fd6355344bed48a04f12c9d3121d19488f72c914bed721,100b5bc929aeb03c07fd6355344bed48a04f12c9d3121d19488f72c914bed721,True,True,True
_build/nathealth/artifacts/08_diagnostics/H03/H03_reader_latitude_model_diagnostics.csv,4946711391fbc61a8f99aa6f1bcd2b4f611be54a7e5847af8684f731f1618034,4946711391fbc61a8f99aa6f1bcd2b4f611be54a7e5847af8684f731f1618034,True,True,True
_build/nathealth/artifacts/08_diagnostics/H03/H03_reader_temporal_residual_acf.csv,dcb3d4444d154a56553fbbe62fda550859ad524a23a1ac065767fd8cf2c37a7c,dcb3d4444d154a56553fbbe62fda550859ad524a23a1ac065767fd8cf2c37a7c,True,True,True
_build/nathealth/artifacts/08_diagnostics/H04/H04_participant_random_intercept_diagnostics.csv,b1dae2a0ba345c1ffc7eea5a3bf2c0df9753f6bbdbb79c175761ef5377ffe541,b1dae2a0ba345c1ffc7eea5a3bf2c0df9753f6bbdbb79c175761ef5377ffe541,True,True,True
_build/nathealth/artifacts/08_diagnostics/H04/H04_participant_random_intercept_shapley_models.csv,f68f4a0ef2ceed8455fc75854858094bf9a28b0981a53c1561bf73aae01dfe31,f68f4a0ef2ceed8455fc75854858094bf9a28b0981a53c1561bf73aae01dfe31,True,True,True
