run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,site,reference,estimate_model,std_error,conf_low_model,conf_high_model,z_value,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,p_adjusted_within_metric,contrast_family_n,contrast_adjustment_method,interval_method,overall_site_p_adjusted,inferential_followup_supported
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,equally_weighted_overall_site_mean,-0.1410150558481169,0.05264435581202537,-0.2441960972289985,-0.03783401446723535,-2.67863579434104,0.0073922750909684075,ratio,0.7227447475072428,0.5699068838034739,0.9165707326838295,0.019712733575915752,8,BH,emmeans_wald_normal,8.567868079927502e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,equally_weighted_overall_site_mean,-0.08205592331639912,0.05617539734370634,-0.19215767892729052,0.0280458322944923,-1.4607092641346902,0.144095245594753,ratio,0.8278355579584666,0.6424544195895776,1.0667086880003205,0.23055239295160482,8,BH,emmeans_wald_normal,8.567868079927502e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,equally_weighted_overall_site_mean,0.19570057738189106,0.051844478089693356,0.09408726752881617,0.29731388723496593,3.7747622233426665,1.601603569149394e-4,ratio,1.569280497029227,1.2419018314071193,1.9829596962314133,0.0012812828553195152,8,BH,emmeans_wald_normal,8.567868079927502e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,equally_weighted_overall_site_mean,-0.0049149298725903595,0.056197525486309,-0.11506005584602774,0.10523019610084702,-0.087458119019631,0.9303073740043757,ratio,0.98874675259689,0.7672553831155983,1.2741782752974218,0.9303073740043757,8,BH,emmeans_wald_normal,8.567868079927502e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,equally_weighted_overall_site_mean,-0.11571512673285746,0.05317043541282422,-0.21992726518430597,-0.011502988281408943,-2.17630579539975,0.029532402488973323,ratio,0.7660989608706072,0.6026605100614346,0.9738610843892782,0.059064804977946646,8,BH,emmeans_wald_normal,8.567868079927502e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,equally_weighted_overall_site_mean,-0.027487234258064666,0.053252267427802535,-0.13185976051165302,0.07688529199552369,-0.5161702136971134,0.6057355319726281,ratio,0.9386696277160429,0.7381425477358526,1.1936727840702661,0.6922691793972892,8,BH,emmeans_wald_normal,8.567868079927502e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TUM,equally_weighted_overall_site_mean,0.05383112072041389,0.07073806755684578,-0.08481294402696503,0.1924751854677928,0.7609922433512153,0.4466617002342354,ratio,1.131960104867454,0.8225968762452657,1.557669030862566,0.5955489336456472,8,BH,emmeans_wald_normal,8.567868079927502e-5,TRUE
main__chest__all_available,main,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,UCR,equally_weighted_overall_site_mean,0.12165657192572361,0.037491219605179274,0.04817513176309028,0.19513801208835696,3.244935032972819,0.0011747742230869538,ratio,1.3232946964677976,1.1173137201702124,1.5672490385538589,0.004699096892347815,8,BH,emmeans_wald_normal,8.567868079927502e-5,TRUE
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,BAUA,equally_weighted_overall_site_mean,-0.13513022008735917,0.060711423945192404,-0.2541224244700789,-0.016138015704639463,-2.225779125347954,0.026028979710877514,ratio,0.7326048338948246,0.557028704439323,0.9635227742640096,0.10200805695896073,8,BH,emmeans_wald_normal,0.008104572353827258,TRUE
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,FUSPCEU,equally_weighted_overall_site_mean,-0.06712736679266587,0.0631585234492922,-0.190915798070007,0.056661064484675255,-1.0628393940615177,0.28785479119372287,ratio,0.8567865361277015,0.6442941705188331,1.1393602520081276,0.3903640270869316,8,BH,emmeans_wald_normal,0.008104572353827258,TRUE
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,IZTECH,equally_weighted_overall_site_mean,0.20173381118316283,0.05597263525838706,0.09202946195692745,0.3114381604093982,3.604150675627419,3.1317534444585363e-4,ratio,1.591233125668897,1.236031281309757,2.0485103399187095,0.002505402755566829,8,BH,emmeans_wald_normal,0.008104572353827258,TRUE
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,KNUST,equally_weighted_overall_site_mean,0.003015953811097441,0.06123751058016813,-0.11700736142892257,0.12303926905111745,0.04925010475644911,0.9607199818624936,ratio,1.0069686591737372,0.7638228364291343,1.327514486603373,0.9607199818624936,8,BH,emmeans_wald_normal,0.008104572353827258,TRUE
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,RISE,equally_weighted_overall_site_mean,-0.13191122239966965,0.06365962511542561,-0.2566817948952253,-0.007140649904114019,-2.0721331952629694,0.03825302135961028,ratio,0.7380550864389481,0.55375569427048,0.9836924771239176,0.10200805695896073,8,BH,emmeans_wald_normal,0.008104572353827258,TRUE
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,THUAS,equally_weighted_overall_site_mean,-0.06345959795161879,0.06031949616592558,-0.18168363800243476,0.054764442099197175,-1.0520578251690877,0.2927730203151987,ratio,0.8640530390690868,0.6581370830151432,1.1343953616838616,0.3903640270869316,8,BH,emmeans_wald_normal,0.008104572353827258,TRUE
