"path","bytes","sha256","independently_exact"
"candidate_build/Descriptives.qmd",60998,"a2444d0b67125ea30d208bd948e9afcbd5c9bad3b915f3b4714e9a0e334070fd",TRUE
"candidate_build/LICENSE.md",18650,"7e7170e3cebf88a9f60c7b8421418323c09304da1af4d5e90f4da1dc1c8a2661",TRUE
"candidate_build/RQ1.qmd",35212,"ecf2f7f7af569b4d2b3f8404e39690a1924173a02a97aa4db65233950b6f6643",TRUE
"candidate_build/RQ1_chest.qmd",33810,"77ee597de0fd326587a336b38d1a820f312156f8cd599aab26a34abd75f8420d",TRUE
"candidate_build/RQ2.qmd",95736,"df80d5d8fba3688ddc5ae8db13ddf32449fc1c34ca587eaa2b22e2057bb4dfe7",TRUE
"candidate_build/RQ2_chest.qmd",95331,"572a8a065dab30d1e31c98ad89727dcfddf8c99cc06333aa479284afea015f3d",TRUE
"candidate_build/RQ3.qmd",40272,"dd5b8fedc0205006af2caff74c61da485d9589f37530c91bf45786120b7d5ae2",TRUE
"candidate_build/RQ3_chest.qmd",40278,"e0b91d924e1e1e3241ad51a61dee402976aead0ac203d44371e2f10fe5f1047b",TRUE
"candidate_build/ZaunerEtAl2026_NatHealth_phase3_brown.docx",14377373,"6f0ce7a50b608f91d24c31ae0b9b0edefe15828ed4f966732ea616c6e395a570",TRUE
"candidate_build/artifacts/02_aligned/source_audit.csv",15677,"6eba1b000d7245d6bee2b2e494070d655d1eebe85e4edd877726e2deae8a0ca8",TRUE
"candidate_build/artifacts/02_aligned/state_interval_audit.csv",3022,"3c9e05c6320bc8b47bfa2f2163bc44d6809db394c28fac67b1b14e7749812800",TRUE
"candidate_build/artifacts/02_aligned/stream_epoch_audit.csv",63051,"fd0f532edfc0979b6aaed82589aa5b59c7ed494f83c655f1d662fcaefeb5156f",TRUE
"candidate_build/artifacts/03_coverage/coverage_settings.csv",1560,"727a11c1491bbe11e0a58a11315a8714b5a0621657ddea073777be42ce6dd49e",TRUE
"candidate_build/artifacts/03_coverage/light_chest_coverage.rds",21201236,"07f2be7b58839b384eda76c6bf21ca736791fc81e22c07bd4615e35bbb0ff1ce",TRUE
"candidate_build/artifacts/03_coverage/light_glasses_coverage.rds",19922480,"00085dc32ae370f059da9bfb6dfbf560eda4c4376fdb0727d2ef3c0b4fec34ee",TRUE
"candidate_build/artifacts/04_reference_profiles/reference_profiles.csv",2972065,"f0b98823ab13e0aa4d5e51ed04b49b4c1cc2e77ebf9078678619f8f22986b5a7",TRUE
"candidate_build/artifacts/06_model_data/H06/H06_category_cells.csv",17784,"2285e77afc2b24709de5936e29517b0f85a1945c81a6d7af4763eb9a56bfb36c",TRUE
"candidate_build/artifacts/06_model_data/H06/employment_eligibility_sensitivity/H06_employment_eligibility_sample_flow.csv",763,"577fa01840e2b1b350149fbb0e2a70ed7a8459dc8968adb97a3417f7f1650671",TRUE
"candidate_build/artifacts/06_model_data/H08/H08_model_frame_by_site.csv",93464,"35bd76c2b985da32630566725329008c7740160a63228241e0d5840f7c43198d",TRUE
"candidate_build/artifacts/06_model_data/H08/H08_model_frame_index.csv",45369,"3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5",TRUE
"candidate_build/artifacts/06_model_data/H09/H09_model_frame_index.csv",39838,"5a0fb42c30fa03d7f86c598d74455d7fca3bd8c3d4af957ae014f870e029fadb",TRUE
