"check","pass"
"supp-table-s4_exact_retained_rows",TRUE
"supp-table-s4_notes_exact",TRUE
"supp-table-s7_exact_retained_rows",TRUE
"supp-table-s7_notes_exact",TRUE
"S7_one_continuous_17_metric_table",TRUE
"S7_deliberate_17_sample_breaks",FALSE
"One_figure_S15",TRUE
"One_figure_S16",TRUE
"One_figure_S17",TRUE
"One_figure_S18",TRUE
"S8_one_full_unchanged_figure",TRUE
"Every_image_source_exact_same_order",TRUE
"Unique_element_ids",TRUE
"No_new_broken_internal_links",TRUE
"S4_FDR_family_retained",TRUE
