"path","bytes","sha256","observed_sha256","observed_bytes","exact"
"completion_handoff.md",8848,"b3f8b4cd969f67b54d99f69f1d6530fc7bbd3ec90e7c725f4a56d560b6bd5a1d","b3f8b4cd969f67b54d99f69f1d6530fc7bbd3ec90e7c725f4a56d560b6bd5a1d",8848,TRUE
"deliverables/manuscript_assembled_round2_page_contract.json",19095,"990abcce8db56fb96eea3c8fab4e39643f2862645c491dbc69284cf075e440db","990abcce8db56fb96eea3c8fab4e39643f2862645c491dbc69284cf075e440db",19095,TRUE
"deliverables/manuscript_assembled_round2.docx",14375428,"0e88583f2fb7a1bea76a0c5a1ec87eb1fb38874cbebdfdb7bf8fddcb94f52de4","0e88583f2fb7a1bea76a0c5a1ec87eb1fb38874cbebdfdb7bf8fddcb94f52de4",14375428,TRUE
"deliverables/Nature_Health_manuscript_round2.docx",14372154,"d6dd418054fb8287efe2a4d49fc2d4adaf5a4a56b8a6ded503645ca34c599701","d6dd418054fb8287efe2a4d49fc2d4adaf5a4a56b8a6ded503645ca34c599701",14372154,TRUE
"editable_tables/export_provenance.json",49431,"a55d4682ac5aed1a9b8511a23f41aa8a0c54181fba2afe05886df0840d11ac9a","a55d4682ac5aed1a9b8511a23f41aa8a0c54181fba2afe05886df0840d11ac9a",49431,TRUE
"editable_tables/README.md",330,"df27bcb79bfe558fbf62813b74146246afc1847041b9c8d8ab269ab6b1eef87e","df27bcb79bfe558fbf62813b74146246afc1847041b9c8d8ab269ab6b1eef87e",330,TRUE
"editable_tables/Table_1.docx",60255,"5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049","5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049",60255,TRUE
"editable_tables/Table_2.docx",57761,"75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f","75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f",57761,TRUE
"editable_tables/Table_3.docx",1382422,"54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3","54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3",1382422,TRUE
"editable_tables/table_manifest.json",25620,"76db49f1d4d7b14f083b47cea363276e450cbf425a5d983d55853c9dd99b12a9","76db49f1d4d7b14f083b47cea363276e450cbf425a5d983d55853c9dd99b12a9",25620,TRUE
"editable_tables/Table_S1.docx",56935,"9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f","9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f",56935,TRUE
"editable_tables/Table_S10.docx",57964,"fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726","fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726",57964,TRUE
