path,sha256,bytes,role,producer,r_version
audit/report_harmonization/owner_orders/31i_h01_report016_historical_reconciliation_transition_classification.md,199d6afa38761bd869581274389b4e3a5fd8eccddd285163e51540d5d9f4ef52,9082,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/report_harmonization/owner_orders/31i_a_h01_dispatch_matrix_preflight_correction.md,77fe1921158f6fc587d68268ea32f072c00d97061d17b27a1f29ae25e1f5e3ab,1554,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
tests/hypotheses/H01/test_h01_report016_deviation_reconciliation.R,1aa2e9419fcc25fbfc759ffa0a39aa0556abff5bdc3f2c6e4f1950213bdec2e5,13758,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
artifacts/12_manifests/H01_worker_artifacts.csv,debce70f59c8e2c401ad36291694604246349633079bcd4d706aba6cf4d548c5,393672,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,16e752b57eafa43b9cc09d70a698ba194cb3fe83dc62bf1bcc3e08c67f85eb6e,26497,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
artifacts/12_manifests/H01_reporting_artifacts.csv,d0ed8e0c62579597f11c3fa701af35b5016e4921bee0000d2fd700b719f25079,11054,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_reconciliation_manifest.csv,15f88d244450f380112f1ab7adfadade56f518ea43daf8ef4fb0454278cdd5bf,3556,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
notebooks/hypotheses/H01.qmd,31c477fae21e0506521d27147cd3f1ea33941dac4c0a6e3a6d485f5acbc129a6,90640,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/H01_analysis_preparation.qmd,962b28663d115c2da216e313f6eff22afb8ed2198d4441d7b0864d207ec231a8,54405,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
_build/nathealth/notebooks/hypotheses/H01.html,6e0bb1b3bc3b09ee92fd4650655521c6b8fdc01c125ff10c3df2fe733d3c62aa,1626484,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,35443e52e2b554afb5cc2a6a8a88ba1a2b847fdac5f8ae5974005a336debbdc7,68214,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
artifacts/10_figures/H01/stage3/H01_stage3_model_support.png,2244f043d4fb676200524440098be223e23106578513f4ac61567ba3f636da8b,238682,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
artifacts/10_figures/H01/stage3/H01_stage3_model_support.svg,602dd62de063d3e12ac53ca7d22dd2563e64213255b9cdc7e138941450ce1966,54757,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
notebooks/preregistration_deviations.qmd,b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d,94061,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_deviation_reconciliation.md,66032da2fdd13380119b5b14dbb31b4bc1d94e7d50ff5ac12b2ee2c5913f4172,3004,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_local_id_mapping.csv,3e503b42b4fdfc945687025426b57a6088cb8a434ace76f1d6a21b3c36c951e4,2788,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_pre_correction_identities.csv,9386607f7af001cd6cb75f4dafeaf2c1d560a587ea44022fd721b553665deba1,987,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_protected_scientific_artifacts.csv,94130a6de2e9e127b42267aed5e6dae52e2acc961fa3fb62666ffbf61b3789c7,210836,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report016/H01_REPORT016_row_reconciliation.csv,c4f7b1b3514e46045ac0919e7d68879376df44ef4e7027e40fe36e6ffe08e5c8,5775,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report016/H01_stage3_deviations_pre_REPORT016.csv,ecbf772d084582c643e1ee4523a8171db419d4e998f5d846ea34228238a6f709,5307,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report017_report016_historical_transition/H01_REPORT017_31i_completion.md,090822432826a735e9c12975e689c21cf7d86c36d7db98863528e0daf9f36378,636,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report017_report016_historical_transition/H01_REPORT017_31i_dynamic_link_summary.csv,ce0aa15d5f4c2c37a63a7ed271aa02b6c8572d8ad88386a6cf8a7b2e20b75d13,118,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report017_report016_historical_transition/H01_REPORT017_31i_eight_exact_rows.csv,c3c1ad1d11efecd49f9daf42561b97fe9aa6898084bf26af896ab56503569ef2,2762,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report017_report016_historical_transition/H01_REPORT017_31i_execution.csv,72303f80f5e93156df61c48570ed1a43ee3abb50973b941e87bffa01965ce5b5,705,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
audit/hypotheses/H01/report017_report016_historical_transition/H01_REPORT017_31i_git_diff_check.csv,a62d030288689eb844beb38e187c135f8013ca5e3a5497e80bce0b69647e9c8a,54,H01 REPORT-017 order 31i completion evidence,audit/hypotheses/H01/report017_report016_historical_transition/seal_h01_report017_31i.R,4.6.1
