"path","sha256","bytes","owner","group"
"/Users/zauner/Library/Caches/quarto/sass/14ce9a39ba96ed9d73ba7861fc7b0eea.css","b00b0fcb9dad10751c1e8cfe0df5c3f4523d72d1edb7e2ca4cefaba0c2672554",13785,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/14ce9a39ba96ed9d73ba7861fc7b0eea.css.map","0122c25ed8f7d4f8a5ee9b10ae1fa4b0d1a308a9cc6c62fac0c4eebadc710475",3022,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/2dce1cc6c82594539e1579de68416b47.css","4eb3371f2eee25041e3b30ee7632147f488587077e494173ae917c7bd0502717",3678,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/2dce1cc6c82594539e1579de68416b47.css.map","7254360dacbb9662d3e3677c477e89da71c744a6237ae8fecbc8f967aeb76f32",1146,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/35eb38a806ee71ea6d2563be2308c832.css","fb33545f8ac6c01cea168a543ea52b801d535140f73dd999c699e8ec2da04927",3177,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/35eb38a806ee71ea6d2563be2308c832.css.map","49907401f37da3476ed6207b47f9c9ee34120d731feba834333ae0930d81b90f",981,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/3b984640ecbe9cc4985316f9fc081da8.css","63f85ff395822e9babad4ae101b644784ec6721625a577681d4e7ab62a377755",3650,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/3b984640ecbe9cc4985316f9fc081da8.css.map","fb9d7f6b62276bf74feb5f765f2d2843bb4b03d08dea6f2028223e6d76349d36",1135,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/789ad8cd35626ba772517505b42a116e.css","96d688dbd4c2de66404fd9b0e75d5b62573cbece9ee7011ca24d8bce1bbe044c",3678,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/789ad8cd35626ba772517505b42a116e.css.map","d2b311c757048f7f671e97cdcb8759f02082c97c954dc7ef6bd440bd6932ca74",1160,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/7e7d44022a73707b14d2d84fb1c6e012.css","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855",0,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/7e7d44022a73707b14d2d84fb1c6e012.css.map","15f93ad066f91ecfb62506722f10e79bc6d3f25961e163ad4170dd184e8aa576",113,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/aadcd060755f93daa069714ea2529476.css","f2c5031498bba2ea1e17bc98785141f3ef77986316fc46cb73b1267cb7721409",172,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/aadcd060755f93daa069714ea2529476.css.map","c25fdfcf8102c1e993ca5e06ab8c8a4a24bbef4a111b528c0a4e312a1e746bed",272,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/b7fce3c9c3fad1a8be8acf13cc13d1f1.css","f2c5031498bba2ea1e17bc98785141f3ef77986316fc46cb73b1267cb7721409",172,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/b7fce3c9c3fad1a8be8acf13cc13d1f1.css.map","33dc87b87e9995a6609aaf3135e7b1b623ecedfc8db6f55b3a2378f41691e0ac",266,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/cf157ae9001ea7713993a62c1535801d.css","ec933a2755ddecbbb5863066b3b869b6c62a43f57690ab93c77899fce44a99c9",3170,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/cf157ae9001ea7713993a62c1535801d.css.map","fc264c5dfeec380692b84ed1d51f19e84188a67d435cdf510c08c425240aaf4a",1043,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/e0a89a02a7b3aae49c238326c946f280.css","5e63f2a9a380201754230bf7a8eed87ab7c8eb14bbbc0836412c94a736ecad5d",3608,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/e0a89a02a7b3aae49c238326c946f280.css.map","4778960f52a23f1151b219696dc36fa9a8ee618db71abd772a84c56f83be0568",1136,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/e2dac9153eaf3c552d5043f9565d03d7.css","fd4039f710aa61e30f8dc648240fa91b4579047ed2814447c2d64c6f37de4451",3240,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/e2dac9153eaf3c552d5043f9565d03d7.css.map","eaffa5b2b050b6cce92c5b4d05e0b84dab558cd6ac37e6d7840c8a64f98a6a36",1043,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/ef095d06243fb944689b9469f3a5590a.css","3d6178899ac5c26130497558285306bc0ce6f988ee4cdedbe41262a14305e1a1",2770,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/ef095d06243fb944689b9469f3a5590a.css.map","602ac908c366f072a7bc6ca96cc57fc66e68e6edee7172390e85838c848f1cec",893,"zauner","staff"
"/Users/zauner/Library/Caches/quarto/sass/sass.kv","22f60821f5020edfa0900fc872503bbe993388c7f5acb86c059bc53dcd606853",36864,"zauner","staff"
