"path","mime","width","height","sha256","extension_matches_mime","role"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/captures_raw/main_table_2_part_01.jpeg","image/jpeg",2200,1250,"9a1b0b80609efb8974875693fc5744d95e2b3d5ad9e5ad47d71636a4c5aa2b7d",TRUE,"Complete unscaled full-viewport evidence"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/captures_raw/supp_table_s2_part_01.jpeg","image/jpeg",2185,1241,"702b0b35111ecc75554daf4dc0884109f1bf7130761a97277249fbe3ba2f6626",TRUE,"Complete unscaled full-viewport evidence"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/captures_raw/supp_table_s2_part_02.jpeg","image/jpeg",2200,1250,"c53e3a674a609edcabf6b786912e616e41b71bc17bfe870f8e44046bf5615db2",TRUE,"Complete unscaled full-viewport evidence"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/captures_raw/supp_table_s2_part_03.jpeg","image/jpeg",2200,1250,"f53423b9f059ec0b01748945aa6d96fb5ba3ecae747371d147ab3c833ba4d305",TRUE,"Complete unscaled full-viewport evidence"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/captures_raw/supp_table_s7_part_03.jpeg","image/jpeg",2200,1250,"43ea242d320aeb4c5dde9928dbc88cf5d56ba6b5c8a20025f54a18b6d7e46593",TRUE,"Complete unscaled full-viewport evidence"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/captures_raw/supp_table_s7_part_04.jpeg","image/jpeg",2200,1250,"43d1fd18fe3d955e465db5d8ec392a8136eb75d179247e38696394ab4304bbb7",TRUE,"Complete unscaled full-viewport evidence"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/captures/main_table_2_part_01.png","image/jpeg",1321,588,"04dc4e0493becfe796e3e2c8a79afdecb2c6f675695da7cc393e12dc25e25603",FALSE,"Rejected clipped output; not a table-only capture"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_01_desktop_left.png","image/jpeg",1425,990,"365e5fbe07bd6ea489ab57de9c5635952d7f839e9e540c090889dc8a18d8e798",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_01_desktop_right_bottom.png","image/jpeg",1425,990,"c16bd16fe62256244aea2cd475162462ec097aac2cd59c0bdaf22177a0c9ced8",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_01_desktop_right.png","image/jpeg",1425,990,"17bb4eb1827a223cd9d5b93e23f79e290cf740964b5e26ebf6c11a6743cd6778",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
