deletion_type,deletion_id,full_primary_p,deletion_primary_p,primary_decision_changed,ratio_relative_change_percent,run_id,scenario_id,placement,working_power,activity_code,activity,display_order,model_order,standardized_mean_lx,mean_conf_low_lx,mean_conf_high_lx,ratio_to_home,ratio_conf_low,ratio_conf_high,difference_from_home_lx,difference_conf_low_lx,difference_conf_high_lx,statistic,denominator_df,p_raw,inferential_role,unique_participant_hours,long_rows,effective_weighted_hours,participants,participant_days,sites,family_id,family_n,p_adjusted,full_ratio,full_conf_low,full_conf_high,full_p_adjusted
site,BAUA,2.1809376830629912e-34,2.136045682145006e-31,FALSE,-5.739168809194595,influence__near_eye__site__BAUA,delete_site,Near-eye,1.539919,sleeping,Sleeping,1,2,5.8289167688126735,3.3130263572873395,10.255357800885376,0.08775338977187422,0.04937357593644398,0.1559671802254537,-60.594919210237975,-75.29044685840137,-45.899391562074584,-8.387163311931626,107,2.1950469044026857e-13,NAMED_VERSUS_HOME,5061,5061,4980.166666666668,108,613,8,H04-F2,4,2.1950469044026857e-13,0.09309634623764494,0.057593379137075684,0.15048482677447444,7.869908265731146e-17
site,BAUA,2.1809376830629912e-34,2.136045682145006e-31,FALSE,0,influence__near_eye__site__BAUA,delete_site,Near-eye,1.539919,home,At home,2,1,66.42383597905065,53.13254316003976,83.03999251235015,1,1,1,0,0,0,,107,,REFERENCE,4413,4413,4221.666666666668,108,607,8,,,,1,1,1,
site,BAUA,2.1809376830629912e-34,2.136045682145006e-31,FALSE,-0.9529839461493883,influence__near_eye__site__BAUA,delete_site,Near-eye,1.539919,road_vehicle,On the road with public transport/car,3,3,292.51318410513875,228.6195345632896,374.26356867872903,4.403738203216602,3.1621060983828033,6.132909383523692,226.0893481260881,152.60622208963818,299.572474162538,8.872748669127999,107,1.7977771693513257e-14,NAMED_VERSUS_HOME,683,683,569.9999999999999,94,312,8,H04-F2,4,3.5955543387026513e-14,4.4461089073317925,3.2176281587084157,6.143619909079273,1.4959291077299754e-15
site,BAUA,2.1809376830629912e-34,2.136045682145006e-31,FALSE,7.357255127876283,influence__near_eye__site__BAUA,delete_site,Near-eye,1.539919,working_indoor,Working in the office/from home,4,4,192.9030939741572,168.9210263279221,220.28994538882677,2.90412456809927,2.282215341516712,3.6955055702292996,126.47925799510655,98.99578114518197,153.96273484503115,8.77016828828788,107,3.0553617893270633e-14,NAMED_VERSUS_HOME,3176,3176,3061.000000000001,107,449,8,H04-F2,4,4.073815719102751e-14,2.705103222544284,2.1898615793784257,3.341573510183464,6.964659906546797e-16
site,BAUA,2.1809376830629912e-34,2.136045682145006e-31,FALSE,10.064622760277707,influence__near_eye__site__BAUA,delete_site,Near-eye,1.539919,outdoors,Outdoors,5,5,846.4667406246748,643.6387511320303,1113.211318808216,12.743418505544323,8.95634926336265,18.131797949388883,780.0429046456242,547.7570931552032,1012.3287161360452,14.30643173819396,107,1.3631559782503665e-26,NAMED_VERSUS_HOME,1167,1167,1022.1666666666671,104,411,8,H04-F2,4,5.452623913001466e-26,11.578124002023491,8.418261497185657,15.924066441871432,1.3049155477299975e-29
site,BAUA,2.1809376830629912e-34,2.136045682145006e-31,FALSE,-42.28490396681814,influence__near_eye__site__BAUA,delete_site,Near-eye,1.539919,other,Other/unspecified activity,6,6,113.85964423028273,77.33975014966084,167.62426254493667,1.7141383443466411,1.088939326232309,2.6982864818793475,47.435808251232075,0.44994810625574644,94.4216683962084,,107,,DISPLAY_ONLY,299,299,299,61,134,8,,,,2.9699999864180078,1.228264319323886,7.181597462815288,
site,FUSPCEU,2.1809376830629912e-34,2.889503037130385e-29,FALSE,5.461311694819693,influence__near_eye__site__FUSPCEU,delete_site,Near-eye,1.539919,sleeping,Sleeping,1,2,7.741550311192798,4.45850059550242,13.442097839167321,0.09818062788217129,0.058964911934332245,0.163477488138583,-71.108529161548,-88.42313208821822,-53.79392623487779,-9.027953127922215,103,1.0681350010669249e-14,NAMED_VERSUS_HOME,4827,4827,4745.666666666668,104,594,8,H04-F2,4,2.1362700021338498e-14,0.09309634623764494,0.057593379137075684,0.15048482677447444,7.869908265731146e-17
site,FUSPCEU,2.1809376830629912e-34,2.889503037130385e-29,FALSE,0,influence__near_eye__site__FUSPCEU,delete_site,Near-eye,1.539919,home,At home,2,1,78.8500794727408,62.358479928974354,99.70312040862797,1,1,1,0,0,0,,103,,REFERENCE,4425,4425,4224.666666666668,104,595,8,,,,1,1,1,
site,FUSPCEU,2.1809376830629912e-34,2.889503037130385e-29,FALSE,1.6198830307916579,influence__near_eye__site__FUSPCEU,delete_site,Near-eye,1.539919,road_vehicle,On the road with public transport/car,3,3,356.25496248069186,280.69002648589293,452.16283557014043,4.518130671052177,3.175463270468443,6.4285123215079745,277.40488300795107,188.49173658486913,366.318029431033,8.481501247316812,103,1.716143616713153e-13,NAMED_VERSUS_HOME,657,657,535.9999999999998,90,297,8,H04-F2,4,2.288191488950871e-13,4.4461089073317925,3.2176281587084157,6.143619909079273,1.4959291077299754e-15
site,FUSPCEU,2.1809376830629912e-34,2.889503037130385e-29,FALSE,-9.401566827889107,influence__near_eye__site__FUSPCEU,delete_site,Near-eye,1.539919,working_indoor,Working in the office/from home,4,4,193.24428728975562,166.1651711658513,224.73635304026973,2.4507811353134015,1.9482045867583229,3.083006894672267,114.39420781701482,85.93790191590296,142.85051371812668,7.746503130768852,103,6.869831019512598e-12,NAMED_VERSUS_HOME,3033,3033,2917.9999999999995,102,434,8,H04-F2,4,6.869831019512598e-12,2.705103222544284,2.1898615793784257,3.341573510183464,6.964659906546797e-16
