run_id,scenario_id,placement,working_power,activity_code,activity,display_order,model_order,standardized_mean_lx,mean_conf_low_lx,mean_conf_high_lx,ratio_to_home,ratio_conf_low,ratio_conf_high,difference_from_home_lx,difference_conf_low_lx,difference_conf_high_lx,statistic,denominator_df,p_raw,inferential_role,unique_participant_hours,long_rows,effective_weighted_hours,participants,participant_days,sites,family_id,family_n,p_adjusted,primary_ratio,primary_conf_low,primary_conf_high,primary_p_adjusted,ratio_relative_change_percent,direction_concordant,primary_ratio_inside_sensitivity_interval,stability
exactly_one__near_eye,exactly_one_category,Near-eye,1.539919,sleeping,Sleeping,1,2,6.8568437966469435,4.043138743161776,11.628665212425641,0.0955654143403697,0.05900694511793505,0.1547741270081555,-64.8934211289602,-79.81370564579672,-49.973136612123675,-9.637699867180451,125,8.931086774135203e-17,NAMED_VERSUS_HOME,5735,5735,5735,125,713,9,H04-F2,4,1.7862173548270405e-16,0.09309634623764494,0.057593379137075684,0.15048482677447444,7.869908265731146e-17,2.6521643464095135,TRUE,TRUE,stable
exactly_one__near_eye,exactly_one_category,Near-eye,1.539919,home,At home,2,1,71.75026492560714,57.38489839701309,89.71176495387456,1,1,1,0,0,0,,125,,REFERENCE,4679,4679,4679,126,704,9,,,,1,1,1,,0,,TRUE,not_in_claim_family
exactly_one__near_eye,exactly_one_category,Near-eye,1.539919,road_vehicle,On the road with public transport/car,3,3,322.5997622678674,249.92988330037386,416.39921261520027,4.496147332728996,3.162826384094445,6.391543000674051,250.84949734226024,165.7772828988293,335.9217117856912,8.45776787412597,125,6.072057191130233e-14,NAMED_VERSUS_HOME,548,548,548,102,284,9,H04-F2,4,6.072057191130233e-14,4.4461089073317925,3.2176281587084157,6.143619909079273,1.4959291077299754e-15,1.1254430883302913,TRUE,TRUE,stable
exactly_one__near_eye,exactly_one_category,Near-eye,1.539919,working_indoor,Working in the office/from home,4,4,195.89520777892525,171.20591083415349,224.14490389833534,2.7302367173422337,2.1862441907179817,3.4095882629998777,124.14494285331811,97.86320131993011,150.4266843867061,8.945905849198821,125,4.169659293580844e-15,NAMED_VERSUS_HOME,3376,3376,3376,124,505,9,H04-F2,4,5.5595457247744585e-15,2.705103222544284,2.1898615793784257,3.341573510183464,6.964659906546797e-16,0.9291140755179894,TRUE,TRUE,stable
exactly_one__near_eye,exactly_one_category,Near-eye,1.539919,outdoors,Outdoors,5,5,934.1688207027345,716.7338093361179,1217.5669323893883,13.01972643127254,9.150643666492522,18.5247379882023,862.4185557771274,613.81674940719,1111.0203621470648,14.403736946887705,125,2.514888750922576e-28,NAMED_VERSUS_HOME,1081,1081,1081,115,400,9,H04-F2,4,1.0059555003690303e-27,11.578124002023491,8.418261497185657,15.924066441871432,1.3049155477299975e-29,12.451088181445469,TRUE,TRUE,stable
exactly_one__near_eye,exactly_one_category,Near-eye,1.539919,other,Other/unspecified activity,6,6,221.24851632073967,96.79960492609966,505.6932413257214,3.083591629245367,1.2687744205039864,7.494269416446059,149.4982513951325,-36.47492969026982,335.4714324805349,,125,,DISPLAY_ONLY,391,391,391,72,159,9,,,,2.9699999864180078,1.228264319323886,7.181597462815288,,3.8246344561219114,,TRUE,not_in_claim_family
exactly_one__chest,exactly_one_category,Chest,1.539919,sleeping,Sleeping,1,2,7.593938709994157,4.065687475459952,14.184047711297271,0.09093883987164417,0.05018024926044507,0.16480333834689265,-75.91206071459317,-93.32844508408634,-58.495676345099994,-7.968213220733543,149,3.8522145425278385e-13,NAMED_VERSUS_HOME,6926,6926,6926,149,867,8,H04-F2,4,5.136286056703784e-13,0.08771558774641125,0.04899591641037831,0.15703399175668084,9.84202387576802e-14,3.674662859868705,TRUE,TRUE,stable
exactly_one__chest,exactly_one_category,Chest,1.539919,home,At home,2,1,83.50599942458733,67.07871884037849,103.95624812830481,1,1,1,0,0,0,,149,,REFERENCE,5610,5610,5610,150,848,8,,,,1,1,1,,0,,TRUE,not_in_claim_family
exactly_one__chest,exactly_one_category,Chest,1.539919,road_vehicle,On the road with public transport/car,3,3,560.4655469832011,419.1532571036571,749.4195119125511,6.7116800091632545,4.761856078383029,9.459892908123768,476.95954755861374,315.20081563255366,638.7182794846738,10.961253759873482,149,7.14763893429981e-21,NAMED_VERSUS_HOME,735,735,735,126,369,8,H04-F2,4,1.429527786859962e-20,6.5765015275228365,4.821707490569932,8.96992868731611,2.5743919107477722e-23,2.0554770811607392,TRUE,TRUE,stable
exactly_one__chest,exactly_one_category,Chest,1.539919,working_indoor,Working in the office/from home,4,4,203.59362007109442,177.5432104608986,233.46633208923527,2.4380717729742987,1.9084963322650843,3.1145954381370067,120.08762064650709,88.51683491489916,151.65840637811502,7.191084860332461,149,2.896623158713295e-11,NAMED_VERSUS_HOME,4087,4087,4087,147,601,8,H04-F2,4,2.896623158713295e-11,2.3987258056335685,1.902647300544223,3.0241471916348357,6.5595873671389436e-12,1.6402861572724747,TRUE,TRUE,stable
exactly_one__chest,exactly_one_category,Chest,1.539919,outdoors,Outdoors,5,5,1323.1671408365353,1015.1145393871468,1724.703188318553,15.845174597682195,11.28899909965319,22.240196479309336,1239.661141411948,889.0256596908557,1590.2966231330402,16.102871009843867,149,1.9760008645557883e-34,NAMED_VERSUS_HOME,1221,1221,1221,134,444,8,H04-F2,4,7.904003458223153e-34,13.73858650042917,10.025930844473958,18.826058343880177,1.1209460277988522e-34,15.333368517840018,TRUE,TRUE,stable
exactly_one__chest,exactly_one_category,Chest,1.539919,other,Other/unspecified activity,6,6,318.2696459694036,173.09508756564722,585.2018619943366,3.811338684196299,1.9766075816012836,7.349107987273412,234.76364654481625,39.22789922606913,430.2993938635634,,149,,DISPLAY_ONLY,631,631,631,94,232,8,,,,3.6051637671719456,1.8897972928405087,6.877566095246982,,5.718877985564741,,TRUE,not_in_claim_family
retain_coselected_other__near_eye,retain_coselected_other,Near-eye,1.539919,sleeping,Sleeping,1,2,6.958712195391201,4.12402457939445,11.74184937214814,0.09332462400290782,0.05775103134138266,0.15081090749358037,-67.60587640851661,-82.55547046030424,-52.65628235672899,-9.77998197719677,125,4.030763750598151e-17,NAMED_VERSUS_HOME,5906,5906,5818.666666666668,126,714,9,H04-F2,4,8.061527501196302e-17,0.09309634623764494,0.057593379137075684,0.15048482677447444,7.869908265731146e-17,0.24520593394734558,TRUE,TRUE,stable
retain_coselected_other__near_eye,retain_coselected_other,Near-eye,1.539919,home,At home,2,1,74.56458860390781,60.14740160771274,92.43754052639026,1,1,1,0,0,0,,125,,REFERENCE,5105,5105,4886.083333333334,126,709,9,,,,1,1,1,,0,,TRUE,not_in_claim_family
retain_coselected_other__near_eye,retain_coselected_other,Near-eye,1.539919,road_vehicle,On the road with public transport/car,3,3,328.1172643265395,261.9906678258724,410.9342521340767,4.400443568052402,3.2027314447100186,6.046059099834077,253.5526757226317,177.32494105210884,329.78041039315457,9.230300751054516,125,8.63702901606045e-16,NAMED_VERSUS_HOME,818,818,669.4166666666665,111,369,9,H04-F2,4,8.63702901606045e-16,4.4461089073317925,3.2176281587084157,6.143619909079273,1.4959291077299754e-15,-1.0270854860097378,TRUE,TRUE,stable
