role,path,sha256,bytes
sealed_order,audit/report_harmonization/owner_orders/71b_nature_health_compact_word_author_block_queued.md,43b0b46368d973cfa293610bbdf9fb74d57d518a7844913dd74f36029d8471a8,6277
predispatch_proof,audit/report_harmonization/report018_writer_order71b_predispatch_proof.md,1b91c86fbefa91f6fda98b2fc4fdff063e222d30d1e550bae233b4ff4d1f7738,2892
predispatch_manifest,audit/report_harmonization/report018_writer_order71b_predispatch_manifest.csv,b7703ada071bc87d2fedc9dff8622c034394795f2654e30b8aa3068c3be70f88,1814
order71a_acceptance,audit/report_harmonization/report018_writer_order71a_independent_acceptance.md,40536b9bdea257b3c7e79d05d49b2f96dabb25cbbe741c507ece17faf6447cb6,2961
order71a_acceptance_manifest,audit/report_harmonization/report018_writer_order71a_independent_acceptance_manifest.csv,891131a789d39d86b167a9166b527b558cc1f270febc1ceec7eb90bec5b7b797,2719
accepted_main_source,manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd,a527b6cb9ba689ab15370a05776280c632073ef27b79320a271feca96b27c69f,81434
accepted_si_source,manuscript/R0_NatHealth/supplementary_information_outline.qmd,fbfdde52cd24a60a5ff19eefb7901d3b7dcb268d97c2c922e0e87e7c944c652e,25590
protected_html,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,438f80545e09eb1844d15c3d4495d7d2d4dbc07bcf039f4c8e4430b18e79ee0c,30877834
protected_website,_build/nathealth/index.html,c8abe2f9fbfcbe2fc8b4e39e149797a6dc2d74a5735337ed2399fb6e5814eb21,29023063
protected_preimage_docx,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.docx,6cd592391f720829ed278a35e81c854ee7fd54eca6a4a4e664faad7b37310f91,28792333
