path,sha256,bytes,role
audit/report_harmonization/report018_h10_order32_dispatch.md,99cddf6e566c145cbe9b330d98c230ddb27b34e86e11a9cc18912c5d6be0725b,5206,source-only dispatch record
audit/report_harmonization/owner_orders/32_h10_sex_gender_construct_wording.md,c37577debae69e731c22d0d12966e5deff03f2c14419349d1abd4276c58c9317,7966,controlling owner order
scripts/report_harmonization/check_report018_h10_order32_dispatch.R,23319d7c823bdc22e6d3465b15a42769e3ac72237f4c92c91b084233f694e146,10498,binary-safe R 4.6.1 preflight checker
audit/report_harmonization/report018_h10_order32_dispatch_preflight.csv,61d0e8065316e3e27714b9cc2bfe35a64d1f76b6fb96400295dd2175d0961805,4365,28-check preflight evidence
audit/report_harmonization/report017_h10_rh_rep_001_planning_manifest.csv,cbcac3952837059ebb8dac5ed09fc513077010940a5d9778d990dd7cd2ee644c,1796,historical planning manifest
audit/report_harmonization/reporting_defects.md,8427c01b2ca4ae257553a033ba3590ae764e1c9855dfa2288ba4c60f0ca06552,3863,confirmed reporting defect
audit/handoffs/nature_health_manuscript_shared_change_request.md,202330fbc562a8012be449d1d16a2921beb52d8f5b4c0416e9a0bfc4fc332f1a,2146,writer construct request
notebooks/hypotheses/H10.qmd,3c8d6891854a298e4fad69d1d7499c4d45a7d7c522f50e920b6b6aa1e4abac3f,49191,result source preimage
audit/hypotheses/H10/H10_analysis_preparation.qmd,c46d6ae965daba94750220e6eeaf95aa01b5cff4bc929117848f72090b7583f1,58413,companion source preimage
tests/hypotheses/H10/test_h10_stage3_reader_report.R,9f683babf2fd036bf33acf71ce5ef694d4a78a2893b5c6d4b54df9b9c01a1c3c,23426,result source-test preimage
tests/hypotheses/H10/test_h10_preparation_report.R,836a6b48250946375c512895d05a50c77e6472ccccf987510675a33235cdcb22,14764,companion source-test preimage
audit/handoffs/H10_worker_handoff.md,70f4b211d329f893ce5f75ac3e494e634546e160f96761509259f7ba6518087f,8177,current H10 handoff
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,held normal profile
artifacts/06_model_data/normalized_inputs/demographics.rds,a11d0ff6615b51dbaa0be8c0790c1ea550750d9f1d4d7e8893609803f269dadf,2824,separate sex and gender evidence
artifacts/06_model_data/H10/H10_model_frames.rds,2d1c9119409c908f6890062c46827698aff19b12c3bcc93ce15cb37b28b8a6e7,381924,accepted biological-sex model frames
artifacts/07_models/H10/H10_model_manifest.csv,9ce9c4153d38122398c259ed9bec013ac91afd99a8f90b70a919390321c3baae,258608,accepted biological-sex formulas
audit/hypotheses/H10/01_audit_and_plan.qmd,cc3faa888ba932a7346e89463435b55608529045ad33111be6a5b57a6480cac4,70297,accepted Stage 1 construct boundary
_build/nathealth/notebooks/hypotheses/H10.html,6bd3da932b7f743c2c28b2b5abe7a3772fc2ee6587c75f6fff1dca8910332c84,315514,held result HTML
_build/nathealth/audit/hypotheses/H10/H10_analysis_preparation.html,efd4c91f970040cf551c5d7a8ad2cb8026f36e8413c6f4846882b4c7111521d8,617113,held integrated companion HTML
audit/hypotheses/H10/H10_analysis_preparation.html,efd4c91f970040cf551c5d7a8ad2cb8026f36e8413c6f4846882b4c7111521d8,617113,held source-side companion HTML
artifacts/12_manifests/H10/H10_stage3_artifacts.csv,b556d9fdb19eeda766414bab30420846ee5c46138e9d7861f61e92da7516683e,147622,held Stage 3 manifest
artifacts/12_manifests/H10/H10_preparation_report_manifest.csv,091c2661020dce63826ea7a21745dd3a1328681f343ba256b04f852b9fef518c,170241,held preparation manifest
artifacts/06_model_data/H10/H10_input_audit.csv,9c8aebbc232d8706a23b71f87e31b649078055e139f9f011bc8c0c3d4d557f3b,8083,accepted H10 input audit
audit/report_harmonization/report018_h09_order57c_rendered_stop_independent_acceptance.md,d9046dcfa2cca09baf720d76950db0dad07af6e9a752508ec88807d27562e441,6146,preceding serial acceptance
audit/report_harmonization/report018_h09_order57c_rendered_stop_independent_acceptance_manifest.csv,cc6c1d032ffc3eeb93d2301fc6236d3b4532c3f487201ff928948d63260cc985,4899,preceding non-circular seal
