path,role,sha256,bytes
audit/report_harmonization/owner_orders/32i_h01_preparation_provenance_target_render.md,order,d8c0009a737db7aff3fd7249a6413a105002d1ebe2dfd395c41729844f19a4f0,6992
audit/report_harmonization/report017_h01_order32h_result_independent_acceptance.md,result_acceptance,bc4d7610f85c61bc286af17b0fb8aaab4d1011a8acc576389d200ff3f992f32a,4105
audit/report_harmonization/report017_h01_order32h_result_acceptance_manifest.csv,result_acceptance_manifest,cb3a2ef312f24054acfcb13e950bd37b0b99ae2ce048a9908bc302ef7008bee6,1400
audit/hypotheses/H01/H01_analysis_preparation.qmd,target_companion_source,ed12b6232ef60905b648707240309e6574e627995d0436a19f671fdc033ecc5f,55827
_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html,stale_companion_html,5857f9e0655e5c1a8530c5794008d20dcb364749a8a7c36bd3e7815c15c36d38,667418
notebooks/hypotheses/H01.qmd,accepted_result_source,9448eacc1345a2b0bf73c988be588308d191e42d90c49d68c7f92db36ba83eeb,93260
_build/nathealth/notebooks/hypotheses/H01.html,accepted_result_html,df78ac3c2ed91515058b6af38e01b85b4baae74118699c008a29ba4dacf4d007,1643915
_quarto-nathealth.yml,profile,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
tests/hypotheses/H01/test_h01_preparation_report.R,focused_preparation_test,379414830e5bcd656ac460c2ad93616ecbcab104259c56a8fcf9296da8c0f2c4,10993
artifacts/12_manifests/H01/H01_preparation_report_manifest.csv,preparation_manifest,69c2215a3c789e31b4b9e820ae1a1c90485a74ec106d4c09269a71d859cdffd5,13841
audit/handoffs/H01_worker_handoff.md,H01_handoff,0de574566315d44934d3c6dd5fd91be9045e2f6b43887c9e3ad98d97caf1f19b,97406
scripts/report_harmonization/post_render_gt_html_semantics.R,semantic_wrapper,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,21453
scripts/report_harmonization/repair_gt_html_semantics.R,semantic_engine,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,17747
