path,role,sha256,bytes
scripts/report_harmonization/check_h06_daily_order48c_verifier_gate_stop.R,independent checker,97af7cd915912214346d44bf57ee239453935e966ada7a108384106d7ddd958d,6641
audit/report_harmonization/report018_h06_daily_order48c_verifier_gate_stop_independent_acceptance.md,independent acceptance,b975ed9d386360c381fb139d8b3acfb7b59a3ebb3f162605ef075b1cdc7e947a,3206
audit/hypotheses/H06_daily/report018_order48c_verifier_gate_stop/order48c_display_manifest_mismatch.csv,owner mismatch evidence,3017318471a20e28d471c4709d18a08ed11bbaeca17de07999199412c9cb2b91,389
audit/hypotheses/H06_daily/report018_order48c_verifier_gate_stop/order48c_display_manifest_self_transition_stop.md,owner stop record,cf1ab4be8d1e68092280b4e3e79d08a1284d164f8e13768ee3d3acf25ed2a22b,3119
audit/hypotheses/H06_daily/report018_order48c_verifier_gate_stop/order48c_process_teardown.csv,owner teardown evidence,f45cd543c8e323d2a025bfe459473b77b93c5f3adaacccce79244e695aa3990f,355
audit/hypotheses/H06_daily/report018_order48c_verifier_gate_stop/order48c_stop_manifest.csv,owner non-circular manifest,3dd55e637c2766336f8b0b9ade9817f88c42a85f6ed3d2db5ecc6aa9da82482c,3965
audit/hypotheses/H06_daily/report018_order48c_verifier_gate_stop/order48c_verifier_gate_summary.csv,owner gate summary,33429ee18b39704a0c2b349a2395010ddb58b630053f5a33bf7866ba5e43460f,1692
tests/hypotheses/H06_daily/test_h06_daily_order48_display_repair.R,stopped focused verifier,54ed2e2ece2e90d1e316f3a94869b280d0cc7487b88df9ba480f560f7b25f543,66167
artifacts/12_manifests/H06_daily/H06_daily_order48a_display_manifest.csv,current display manifest,395c112968c00294cbc085246894feae9cd7746e4e5c5714b96cb9e59fd90fc6,5361
notebooks/hypotheses/H06_daily.qmd,accepted result source,8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639,65349
_build/nathealth/notebooks/hypotheses/H06_daily.html,accepted result HTML,74a63bd09b266709630e92241a17735298dffd5fc6d1746887621eb6288f2e6c,11946551
_quarto-nathealth.yml,normal profile,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
audit/hypotheses/H06_daily/report018_order48a_display_repair/gt_html_semantic_post_render_summary.csv,semantic summary,bafde8ff09dda671e725d72adfa458f58bd599cba41a6881ed5a75862c9a917a,471
audit/hypotheses/H06_daily/report018_order48a_display_repair/001__build__nathealth__notebooks__hypotheses__H06_daily.html_gt_semantic_ledger.csv,semantic ledger,09fde59b3495da6e3bac7b6e0d389d09fa7ded61c5a5c72283913945e4ea310e,249113
audit/hypotheses/H06_daily/report018_order48a_display_repair/semantic_reverse_audit.csv,semantic reverse audit,ad34e4bd128448d90354bdb65d527a0681648d71f6c53c578804b4993fc85e2c,690
