path,role,bytes,sha256
audit/report_harmonization/owner_orders/28_preparation07_mermaid_tb_repair.md,controlling_owner_order,6793,e77a1ca23438ae126b10346ea8a00347a7068c72608a674f1bbc167149f9c6fa
notebooks/preparation/07_example_days.qmd,authorized_tb_repaired_source,39361,37cfe876cf687e874d44d08761cd8f5d18a7c3ad809aa99c9ee449072eb1b9c7
tests/test_preparation07_report.R,unchanged_focused_test,11897,958cc944987ffdb062452a06a9ec173af2f78dfa53f962399f53016f9d4ba163
_quarto-nathealth.yml,unchanged_profile,7404,5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565
_build/nathealth/notebooks/preparation/07_example_days.html,repeat_render_with_stopped_figure_text_gate,297095,aa531fb4aef06d6ac897dfdbb9f493e83ad3d431d8e87b309cdffb31f0691401
audit/preparation_reports/report017_preparation07_mermaid_repeat_visual_stop.md,owner_repeat_visual_stop,11868,4e6936d6094939d215da1a4341b63d3a4cc2eb7a27ffd558d2fe051e788a1b2f
audit/preparation_reports/report017_preparation07_mermaid_repeat_visual_stop_manifest.csv,owner_59_entry_manifest,10292,0c8a6c9039b844eced19c55bdce539b9c94ec0c64bbeb586f6fa6ff8e197f415
audit/preparation_reports/report017_preparation07_mermaid_repeat_visual_metrics.csv,desktop_and_narrow_measurements,1139,7515390ca2d05bc9190ecdaaff7debbce9d97d7bc483befa499a522cbc33ba40
audit/preparation_reports/report017_preparation07_mermaid_semantic_checks.csv,twenty_four_semantic_checks,2420,5cd0ce50defa82768af8de6da9f58fc5b23e3b8cab24136e6caec4e7f834238c
audit/preparation_reports/report017_preparation07_mermaid_semantic_table_audit.csv,seven_native_gt_table_checks,1112,4a00379bfb704c048fd5aa512d837a4f7e576af5aa8d50b57a44305965087a50
audit/preparation_reports/report017_preparation07_mermaid_prerender_protected_inventory.csv,prerender_protected_inventory,6383,cbc5b73492af6b0da0266baec59972fb5ffe7b98c6d6fd77a02e591852ff7b79
audit/preparation_reports/report017_preparation07_mermaid_postrender_protected_inventory.csv,postrender_protected_inventory,6383,cbc5b73492af6b0da0266baec59972fb5ffe7b98c6d6fd77a02e591852ff7b79
audit/preparation_reports/report017_preparation07_mermaid_postqa_protected_inventory.csv,postqa_protected_inventory,6383,cbc5b73492af6b0da0266baec59972fb5ffe7b98c6d6fd77a02e591852ff7b79
audit/preparation_reports/report017_preparation07_mermaid_loopback_lifecycle.csv,secure_loopback_lifecycle,832,1d458aa30d002bd1685745874e55bc1f923ce2ebffff64d5a5e8459399dbfcc0
audit/preparation_reports/report017_preparation07_mermaid_narrow_diagram.png,narrow_tb_mermaid_pass,89035,a8b4ffd90a4aa18e2b638a712c22675e18f2173ed8cd28f4c509e72b779f5768
audit/preparation_reports/report017_preparation07_mermaid_narrow_figures_1_2.png,narrow_figure_text_failure,98302,0461659696f253e9316bd620498528b0cc115b13e6455fdf784d0a573fcf974f
