"scope_root","path","bytes","sha256"
"brown","audit/analyses/brown_adherence/07_results.html",1374116,"06edb255a521cc285832dc31846de39878648856bde7ee9cbb6959f83db629c8"
"brown","audit/analyses/brown_adherence/07_results.qmd",29588,"a1c9b4662038c584d6338d0b38378ae572f27fc4ef84fa558557ff9137640cef"
"brown","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html",4825090,"3ab7bdd7b86d513d66528b57cab1410de3c48902ce1386d17bca876d63a0926d"
"brown","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd",55601,"ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05"
"brown","audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html",4341698,"54e85fe7873a8b54772341ce95241e5dc93ec7ab14aef99f0b1b72773b0f5954"
"brown","audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd",25275,"8fc81d9b28b60a3ab28315b6e83f884e55d2f8cbcb7cb374312414b1922c9c92"
"brown","audit/analyses/brown_adherence/language_harmonization/ba_m_reader_label_repair/02_verify_ba_m_reader_label_repair.R",26368,"cc396bd7a0d38fbc7c6361e428436e67e4253cd0f27590fcf309e469380b2b08"
"brown","audit/analyses/brown_adherence/language_harmonization/ba_m_reader_label_repair/ba_m_reader_label_repair_final_manifest.csv",7305,"eec6b7c03da8769b32d828b5eae8f8cec6819dc27ac9e6d6a8824c5d37eb16e1"
"brown","audit/analyses/brown_adherence/language_harmonization/ba_m_reader_label_repair/completion_record.md",4453,"8a33fa9eee353e4debad4ab4f1b03ee76e08f80774b66af95db9a20526af8e43"
"brown","audit/analyses/brown_adherence/language_harmonization/ba_m_reader_label_repair/owner_handoff.md",1038,"9724e6efbb10a71f35c831469dbab72a666b851bb24b1b02adb86f64bcd117ba"
"brown","audit/analyses/brown_adherence/language_harmonization/ba_m_reader_label_repair/preimages/13_cross_state_association_results_amendment.preimage.qmd",55426,"2b3de9594e748f34753a03e8f0e8925e8aae8918d000cb2680392e98b7b49a43"
"brown","audit/analyses/brown_adherence/language_harmonization/ba_m_reader_label_repair/preimages/14_cross_state_association_preparation_and_provenance.preimage.qmd",24416,"628b3f4dc54180180477d248cbb329a5fba6c92dc01190452efda47a80ff3475"
"brown","audit/analyses/brown_adherence/language_harmonization/stage3_render/order50_final_manifest.csv",16282,"37b728618d875a16939c382c243dea7ff29d8dc72fd945ac16a16082c755e8f4"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/01_build_stage3_outputs.R",20678,"10b2582474c5808dcfd1c6d25d2b08a0136e202e0d39bfa8bcd280c898b71429"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/figures/participant_state_raincloud.png",1832424,"f3a61b69e89b0933302694ccca4ea5ed5c4d1bb2e67d169f3e1542a644843228"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/figures/participant_state_raincloud.svg",108573,"48bf8f999bd3422ed1c6aef9209259cc4a4e96d1999d0a9563800f89682766fc"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/integrated_stage3_final_manifest.csv",25971,"db7ede8e45280a2c6b38050031b6a6f7ef2334b9ba095f8059410541d74e4d4f"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/integrated_stage3_handoff.md",7519,"dba0eb267dc0b0c8b9dc3d90957f85f0f4d4bce8e9447ec2cc4f1abd09c4a8b7"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/00_build_ba_m6_display.R",17867,"7d65e028764d522635438b10cd0573315a32ace1753b8c53762b074164bd05fd"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/figures/main_site_free_work_forest_with_ba_m6.png",348627,"2467061413fc1da4834eb92072598f5af46526631e573401bbe3fa874eb4695a"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/figures/main_site_free_work_forest_with_ba_m6.svg",32073,"8e5eee7e55b3e99953de87f6f00698c28903f5445db1bf01e15c662851123e8d"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/source_data/main_site_free_work_forest_with_ba_m6_source.csv",19620,"4c2d18282cd222930f91edac6606fd0a98ee313c975728a0cfe372ded565c1fc"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/01_build_displays.R",15960,"5844db97e0f133eb2a4bfa850d9b13f48243efcf18a6290cda5b96ab0772fd67"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/figures/main_coverage_sensitivity_guides.png",49485,"64e81f96b1ec04d54dfdaf59b819a110dfd0ccf08c4538dcd54daf6334700643"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/figures/main_coverage_sensitivity_guides.svg",7768,"ad18eca0aa3d1bd05b845ae4b1cfd4d2756a17aa205fb8de4c6a11a3de7ced67"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/figures/main_site_workday_adherence_forest.png",329059,"c0b68cfefb7e5b4686ed1849c0ed9a11c950abfcd677321d8037958aeab718a5"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/figures/main_site_workday_adherence_forest.svg",29355,"23d2953af30adf6321af56da031a4a158e4f700a9d3de0167bfa03d3eeba7c92"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/final_manifest.csv",49776,"e54b2ebfcbacefe07d7b17f213c485dec5fb77eea0263fcd759b2f112db8a842"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/source_data/main_coverage_sensitivity_forest_source.csv",1158,"f977b2beeaa055f82e93fea19dc339b8c7902bca080c91ea88124815c97665fa"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/source_data/main_site_workday_adherence_forest_source.csv",6387,"517610bebbb45fc069e58ce24ee18365fbf0764d69ce4d947f3ba28eb2d64d1c"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/source_data/figure_participant_state_profiles.csv",32973,"c1123760a7916fe11ab502a3ee8a34fce23baf3924a45d85b90ab22a67caae85"
"brown","audit/analyses/brown_adherence/stage3_cross_state_association/stage3_display_manifest.csv",4322,"f935243c1a2d000eea142115abd33c9073554ddf62815ae5835482cce4503b75"
"brown","audit/analyses/brown_adherence/stage3/01_build_stage3_displays.R",20971,"3581bbd46ae28250aff77f2f33e15e2d4fc39e1c27411a9f8bbfe01d46264d2a"
"brown","audit/analyses/brown_adherence/stage3/figures/adherence_levels.png",67087,"94e1de12e9dfc9d8c696ebf49b4fb3c0d59b4ca89af323f9c30670d7ed099d1f"
"brown","audit/analyses/brown_adherence/stage3/figures/adherence_levels.svg",7800,"6dbcb16c7969386b76dd6093105a2a919a210290610a7c7872527dcc635ae2c5"
"brown","audit/analyses/brown_adherence/stage3/source_data/figure_adherence_levels_source.csv",1880,"9ced51f1d81f9709275fe0bb32c8a73b8ee6a38ff221f0ee2e865cdd294b1ac6"
"brown","audit/analyses/brown_adherence/stage3/stage3_display_manifest.csv",6997,"a0e3030c5bed2795cae42b8923a5cf2dc0a770f28ab00f28c24bfb80160878cf"
"central","audit/decisions/brown_adherence_ba_m_reader_label_reopening.md",7136,"946f5b0f5b816aee6f2c186512cffd838a1a9cbc39a0128a5476e16955b3c2a0"
"central","audit/report_harmonization/owner_orders/brown_stage3_window_label_and_ba_m_display_repair_proposed.md",13958,"7176dc52251a1dd5f5b35af51676bd72431f7e6cde58864d31f8790881837027"
"central","audit/report_harmonization/report018_brown_stage3_window_label_change_matrix.csv",28765,"ee5c41c7c135b4bce257c5f7556ff2c3b023869afe7c6ae097c78fc8ac10b777"
"central","audit/report_harmonization/report018_brown_stage3_window_label_inventory.csv",22751,"b1f7ced77ade2ce95480f3b43d6cbeb0649f672c403a3c6336da7c7a944f14b5"
"central","audit/report_harmonization/report018_brown_stage3_window_label_read_only_audit.md",9061,"c2f22edad1100108f5b7464f1aacb33175bb696de0c2e9c8ca757a45a10a83a1"
"central","audit/report_harmonization/report018_post_navigation_display_queue_2026_08_24.md",4205,"9ebb1d81ef202b420aec42d12e5de372871edec780c5f72885e18d327f0f5a36"
"central","scripts/report_harmonization/check_brown_stage3_window_label_package.R",15078,"3c96f3d9f3c3191947c54c71eb475f434b472c65fef6bd9b116eb7754227aca9"
