"path","sha256","bytes","role"
"audit/report_harmonization/owner_orders/60c_h11_no_rerender_test_contract_and_result_completion.md","22cb4390c7715ace8035a44436da3e51b67d0b7c758a17baeb8ac9697444feb9",6852,"controlling owner order"
"audit/report_harmonization/report018_h11_order60b_rendered_stop_independent_acceptance.md","6200fff04c64558abfaac8e2df1d97c0dccc62855208da938e003d3825df604d",3841,"independent acceptance"
"audit/report_harmonization/report018_h11_order60b_rendered_stop_independent_acceptance_manifest.csv","2d503e0c88233ce24a641302ff173868479588f7a16c30fee867ef45c3667410",4705,"independent acceptance seal"
"scripts/report_harmonization/check_report018_h11_order60b_rendered_stop_and_downstream_replay.R","3d1b09bbfe3fba6f08770fa4408bf33016d3f58a58d943c75eab5bed717b42ce",20776,"independent downstream checker"
"scripts/report_harmonization/seal_report018_h11_order60b_acceptance_and_order60c.R","f33cbbd1bdaf322fe9bf3d8f4e7ac80bbd9cb7748247175eb6d5fb840e6d34e7",7768,"non-circular sealer"
"audit/report_harmonization/report018_h11_order60b_downstream_replay/independent_downstream_replay_checks.csv","764190be19a58f500fed8f8bfabecd860678f58f79c27647cdd16875ff182bc0",1004,"independent checks"
"audit/report_harmonization/report018_h11_order60b_downstream_replay/prospective_stage3_test_transition.csv","2996e9b86768b420dc08d9a64ed1db702aa9e6c163b885213b00ca471e73fb64",303,"exact prospective test transition"
"audit/report_harmonization/report018_h11_order60b_downstream_replay/prospective_postrender_replay/report018_h10_h11_checks_postrender.csv","5b7956b516917fafb5f536356748fc2eb563e9b02e2cf314b566a0a91c3977be",1482,"complete prospective postrender replay"
"audit/hypotheses/H11/report018_order60b_environment_retry/order60b_rendered_unaccepted_stop.md","665347251001dc4ec8b2adb24529b846f4ff1f3d215831d1c11070f901a1b324",3845,"owner Order 60b stop record"
"audit/hypotheses/H11/report018_order60b_environment_retry/order60b_rendered_unaccepted_non_circular_manifest.csv","a2c86d72b2f870f0cb71eb0f88734faa5479cc1870737df8fa3d3f08adbcb05f",12500,"owner Order 60b stop seal"
"audit/hypotheses/H11/report018_order60b_environment_retry/gt_html_semantic_post_render_summary.csv","26bc8762c9a550038871e5c40e1ea5e7b444f4207bd7d534bf4c96ba8b500022",455,"semantic summary"
"audit/hypotheses/H11/report018_order60b_environment_retry/H11_gt_semantic_ledger.csv","18e457e9098b700998cfa5a259906f696c7d28473f3fa6c6aa13acba0cb9f9d2",97283,"semantic ledger"
"_build/nathealth/notebooks/hypotheses/H11.html","2c8a34ec47c10b3b4b1be600093cb03837bd0beb3b617f7e04f156529076d21a",306265,"fixed rendered endpoint"
"notebooks/hypotheses/H11.qmd","7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867",57462,"fixed result source"
"audit/hypotheses/H11/H11_analysis_preparation.qmd","3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816",54527,"held companion source"
"_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html","fd6307a6a2e9365f95f18f1fd668165cf833847cab58bac9d3be1e8a9b6dde11",775131,"held companion endpoint"
"tests/hypotheses/H11/test_h11_stage3_reader_report.R","088e0a1235d2561515613271e497ae55124a2bbe39f5fa9e2173583df131dea8",16736,"pre-edit Stage 3 test"
"tests/hypotheses/H11/test_h11_report016_hourly_disposition.R","3d945c2b813ffaa2291ddebbe01f1f45c5c4ae7fe10256c9a1c8b15c3b531e7b",8062,"held REPORT-016 test"
"tests/hypotheses/H11/test_h11_preparation_report.R","7c565618a4d3ec1c2240419b1daead2189616fce97931dde68e0a9450db8f41f",10562,"held preparation test"
"scripts/report_harmonization/check_report018_h10_order59a_and_h11_result_preflight.R","12afd7dcdba380cfb9d31b8e2e3fb1aaae47e9351f72dca7937bf313cbb8eb5b",31233,"accepted complete checker baseline"
"artifacts/12_manifests/H11/H11_stage3_artifact_manifest.csv","2f55cef62117af71beab6e320fac842489b24be149209ea60a1d54cbd172f645",14512,"historical Stage 3 manifest"
"artifacts/12_manifests/H11/H11_preparation_report_manifest.csv","00ce783a5958f6f958db1d2d6d78076760953ad1c51cc18c30abb697557c8e5c",72966,"held preparation manifest"
"audit/handoffs/H11_worker_handoff.md","5f01ac88745d55d749854b41d22ce3bd0afe43f42dbbaded98da7a61e1b53289",15358,"held handoff"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"normal profile"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"lockfile"
"notebooks/sensitivity_battery.qmd","d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70",3623,"held sensitivity source"
"_build/nathealth/notebooks/sensitivity_battery.html","b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780",37775,"held sensitivity endpoint"
"audit/report_harmonization/coordination_matrix.csv","c8990a95151ebfd5deb0a1abca3a69ad2c4a1720f30537de13deebab2386b6ac",42552,"unchanged coordination matrix"
