path,sha256,bytes,role
audit/report_harmonization/report018_h11_order60c_result_independent_acceptance.md,383e8df225e6af343f1e8c7c3fb25c9281953e992e3f30ba829348ec4bd835ae,5000,independent acceptance
audit/hypotheses/H11/report018_order60c_no_rerender_completion/order60c_completion.md,1171ec8d8538f529dfe0eec46d432fdda34e9d5cc8258ff2a27fe5d22429cc29,3133,owner completion
audit/hypotheses/H11/report018_order60c_no_rerender_completion/order60c_non_circular_completion_manifest.csv,a2a2db205736b3860db6d974ae0b83b192f9d18048959e154a5007391068746e,20725,owner non-circular seal
audit/hypotheses/H11/report018_order60c_no_rerender_completion/complete_verifier_execution.csv,05bda4493b675bcb512bd5506e404c657c6811a9e8d9ef4c9b65c21b3c0afe03,708,owner verifier execution
audit/hypotheses/H11/report018_order60c_no_rerender_completion/completion_contract_audit.csv,4ec04cbb230ab9cb9b071d1f66a78522ce45c5cd1ea3d6cd7829037241b887b6,870,owner completion contract
audit/hypotheses/H11/report018_order60c_no_rerender_completion/visual_qa_observations.csv,0a590ee350f0d711ebc301362130ba1aad67839552031a6587ac8a07d72fb1aa,2065,owner visual QA
audit/hypotheses/H11/report018_order60c_no_rerender_completion/server_lifecycle.csv,c6ab2f7a42dd78dab102f7d0c6b079793be8f459f2972d88040916257ee91747,1479,owner lifecycle
audit/hypotheses/H11/report018_order60c_no_rerender_completion/no_drift_audit.csv,870991f15a7327d69d876862779ac97802241bb9958f1e640c77df86011a5c6e,595,owner no-drift audit
audit/hypotheses/H11/report018_order60c_no_rerender_completion/stage3_test_transition_audit.csv,b402ded4a70982c60a4a7578dfd02a204d6a1c14ad5cfbce3dc998482ba9fe03,899,authorized test transition
audit/hypotheses/H11/report018_order60c_no_rerender_completion/check_report018_h11_order60c_no_rerender_completion.R,4338fd078c73de265a7d25bd50afbc251c3289c1e5a01124490abc51b84c3af8,32103,owner complete verifier
scripts/report_harmonization/check_report018_h11_order60c_acceptance_and_companion_preflight.R,709c1b9d974da2e614bce1b96e3fdac62fbc185289f5268c03743fd46ea434fa,29832,independent checker
audit/report_harmonization/report018_h11_order60c_acceptance_and_companion_preflight/acceptance_and_companion_preflight_checks.csv,a213dfe30dfe8452267d0836f01268058cd53de654753cd51f620f48fa831705,1221,independent acceptance and companion preflight checks
audit/report_harmonization/report018_h11_order60c_acceptance_and_companion_preflight/independent_complete_replay_checks.csv,1a5096b0c5723570b13ce40acc698ae825d51e0a9ceac080bc18beefc5ea01ad,1482,independent complete replay checks
audit/report_harmonization/report018_h11_order60c_acceptance_and_companion_preflight/independent_complete_replay_execution.csv,bc2d145506699be220e19590bc5c6ccc93b45f9defe363f17ea6c666a7cd9838,294,independent complete replay execution
audit/report_harmonization/report018_h11_order60c_acceptance_and_companion_preflight/prospective_preparation_test_audit.csv,2149fdf68fc03cfb26aad74456f25e55340a59de4537681ff8749dd1cff3067f,487,prospective preparation-test audit
audit/report_harmonization/report018_h11_order60c_acceptance_and_companion_preflight/prospective_helper_path_inventory.csv,f303b3fdbbea2b5205f737a8e13082aa2f62edfeff57aa6733689b6c832cb5c4,43630,prospective helper inventory
audit/report_harmonization/report018_h11_order60c_acceptance_and_companion_preflight/companion_source_endpoint_inventory.csv,95b0c23bfc3bd93892aa7524679ed75988cedfdf2400adf468baf1e231ab8ede,1301,companion endpoint inventory
audit/report_harmonization/report018_h11_order60c_acceptance_and_companion_preflight/companion_source_link_audit.csv,4a90ac3e251b6a8894c0c9edb0d8630898aa9bbb726d5b1e8c0c18d0757a4d0c,4574,companion link audit
audit/report_harmonization/report018_h11_order60c_acceptance_and_companion_preflight/held_preparation_manifest_transitions.csv,babcb5d8f046f2505cdc95793bbaede9acd6f87dcbe7c8d0255d4d90a7bc2784,1338,held manifest transition set
audit/report_harmonization/report018_h11_order60c_acceptance_and_companion_preflight/held_companion_integration_state.csv,ea92960d141c8983612dfd8b035a8589973ce6f66b8d42c38db9d7fde4a77e8e,509,held companion integration state
notebooks/hypotheses/H11.qmd,7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867,57462,accepted result source
_build/nathealth/notebooks/hypotheses/H11.html,2c8a34ec47c10b3b4b1be600093cb03837bd0beb3b617f7e04f156529076d21a,306265,accepted result endpoint
tests/hypotheses/H11/test_h11_stage3_reader_report.R,b0af27946d6c4001e659e9edb27bfab0fdfd3a36aa8be536d51ed50ae234a3c0,16783,accepted result test
audit/hypotheses/H11/H11_analysis_preparation.qmd,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,54527,held companion source
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,fd6307a6a2e9365f95f18f1fd668165cf833847cab58bac9d3be1e8a9b6dde11,775131,held companion endpoint
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,normal profile
renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,environment lock
notebooks/sensitivity_battery.qmd,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,3623,held sensitivity source
_build/nathealth/notebooks/sensitivity_battery.html,b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780,37775,held sensitivity endpoint
audit/report_harmonization/coordination_matrix.csv,c8990a95151ebfd5deb0a1abca3a69ad2c4a1720f30537de13deebab2386b6ac,42552,coordination invariant
