path,role,sha256,bytes
audit/report_harmonization/report018_h06_daily_order48a_environment_startup_stop_independent_acceptance.md,independent acceptance,70427f41c9a9bcc4579ce29a10a659d985139673b0eae901c6ec1f02db130d87,4097
scripts/report_harmonization/check_h06_daily_order48a_environment_stop.R,independent checker,48680b3937befb6f0261a5222f26e06a8c2c4f75f54ac72839eb356c6fd80255,8389
audit/hypotheses/H06_daily/report018_order48a_display_repair/order48a_render_startup_fail_closed.md,owner startup stop,64df6d1deb3c6206ce1b8bff3ff3644a76f793a786d505b3f6c24d2c5c0cb713,1500
audit/hypotheses/H06_daily/report018_order48a_display_repair/render_startup_failure_summary.csv,owner startup summary,8adf82030ee239b3f2e444967016d2ebb82240285bc7a438bcf7f67f0016bd44,1142
audit/hypotheses/H06_daily/report018_order48a_display_repair/render_startup_R_stack_sample.txt,owner stack sample,c31dbd454c9ec8887728d49ec9019231ffbd6a0752c54eced6ef191525e4341a,92384
audit/hypotheses/H06_daily/report018_order48a_display_repair/render_startup_failure_manifest.csv,owner non-circular stop manifest,cfdaaa7d3fae5a89706b824495b48bc40884579553aab0d4a8822bc40ce64aba,10526
audit/hypotheses/H06_daily/report018_order48a_display_repair/render_startup_build_reconciliation.csv,build reconciliation,9af7b0c4b8443d65d76d93e8349bcaf51f211f1694be8985f2968330ea21c16e,216020
audit/hypotheses/H06_daily/report018_order48a_display_repair/render_startup_protected_reconciliation.csv,protected reconciliation,d27603f26aa21f09debc91ae70f4f1892b7d19c1cb1bdb22c78300f218c67c26,946836
audit/hypotheses/H06_daily/report018_order48a_display_repair/render_startup_process_termination.csv,process termination,8e2dcd060ec59f4d43f73b2a1c5958da9a6bce7ff98ceae66053c7c22a839c15,268
audit/hypotheses/H06_daily/report018_order48a_display_repair/render_startup_semantic_directory_audit.csv,empty semantic directory,d9a1a3dba0da84a16259011e050959f94eee8c88bec7e5d78346a0eb26cc89ba,181
audit/hypotheses/H06_daily/report018_order48a_display_repair/render_startup_html_reconciliation.csv,unchanged stopped HTML,4e05ec71108011d7b5998300209908f0d50363e6e32251a3aee4b193fc6583ea,278
audit/hypotheses/H06_daily/report018_order48a_display_repair/render_startup_promoted_six_identities.csv,promoted display identities,9685312166e5caeaa4e65f782e7628f912baa7629d2ab45aae30403b45f46c9b,1552
audit/hypotheses/H06_daily/report018_order48a_display_repair/prerender_gate_summary.csv,accepted pre-render gate,65a01116d5c5895816458556721b0ed5fe0a48dc14ad7250e06d0c3d0e1badad,264
audit/report_harmonization/owner_orders/48a_h06_daily_consolidated_display_repair_and_result_rerender.md,controlling prior order,474f8a92faa066cbde785671a328bd554bb6c8e8ec139da15a0a4ab44700e57a,13278
audit/report_harmonization/report018_h06_daily_order48a_dispatch_manifest.csv,prior dispatch seal,bef5b609e93e0ea9c11c6c67873d287796c252060671cd1e731f69313bbae85b,8456
audit/report_harmonization/report018_h06_daily_order48_consolidated_repair_concurrence.md,repair concurrence,90e36dd860f6cc3226023c91ee65ba021b0a2e156c333e942bf6389ff10b2724,8363
audit/report_harmonization/report018_h06_daily_order48_consolidated_repair_concurrence_manifest.csv,repair concurrence seal,806169c24867faebb04071b4a4b3f48e9d07e04c04a2c03c3736e970b4d7a5d2,4414
notebooks/hypotheses/H06_daily.qmd,accepted repaired result source,8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639,65349
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,held companion source,ef4fde67d5dd2ebbb14deb76c025b5ac2ac9b6a34f7b34ca62c2fdb382bde709,35409
_build/nathealth/notebooks/hypotheses/H06_daily.html,unchanged stopped result HTML,15c537269ac0be96ce06c6b574946dc0b98d46afe36c3c696f804a216a7d0c76,11691631
_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,held companion HTML,7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259,4613650
_quarto-nathealth.yml,normal profile,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
.Rprofile,normal R profile,3f9d62fc3f1bf5888a09816101b705f9844ef4cd44ee5ad157f4168dac4af4d4,26
renv/activate.R,renv activation,51798a35c2772b94b4a73ae7a7cc928975ff6e628a17bad1bc73d30defca82e6,39946
renv.lock,renv lockfile,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493
scripts/hypotheses/H06_daily/refresh_h06_daily_order48_figures.R,accepted display refresh implementation,154091b99da11b51b8e41a53f1532c0bf7a57f44ec6e58b35d0fa19913bf2ce6,34869
tests/hypotheses/H06_daily/test_h06_daily_order48_display_repair.R,accepted focused display test,aca33f5815bb34979513caa7a50a9a38ba66e7bb22d228c8c04f6afb010e42f7,63149
artifacts/12_manifests/H06_daily/H06_daily_order48a_display_manifest.csv,current display manifest,395c112968c00294cbc085246894feae9cd7746e4e5c5714b96cb9e59fd90fc6,5361
artifacts/10_figures/H06_daily/H06_daily_temporal_h02_primary_context_functions.png,unchanged Figure 5,e28c639f23b3f33687ca046a77069153bb66073d29cd03d96fd03408c4317d98,256215
artifacts/10_figures/H06_daily/H06_daily_non_l10_production_primary_ratio_effects.png,promoted Figure 1 PNG,0be4a5ea49e57c24ae8caf65d04c3dbd4038e8a0954e40eddbf53a5129c2f67c,131325
artifacts/10_figures/H06_daily/H06_daily_non_l10_production_primary_absolute_effects.png,promoted Figure 2 PNG,ef4983b605e91bfc6dec92d719249fc38f0740fbc0476fc0a906247eeaefb35c,130678
artifacts/10_figures/H06_daily/H06_daily_stage3_fdr_overview.png,promoted Figure 3 PNG,3dc2cf8de4597c1ce85d1acd65404778c14e75fa9f4920e7bfe1b83571bc048a,621043
artifacts/10_figures/H06_daily/H06_daily_stage3_fdr_overview.svg,promoted Figure 3 SVG,1ecfc0156b7ee6ddedc96f1943c597a583516732383c6ac9c799a4dba2e362bd,24956
artifacts/10_figures/H06_daily/H06_daily_stage3_primary_site_deviations.png,promoted Figure 4 PNG,777aca3d7482b5b1d679f615c312d70fd702f63df7d7d64e2076f77a93dfe8e9,583906
artifacts/10_figures/H06_daily/H06_daily_stage3_primary_site_deviations.svg,promoted Figure 4 SVG,bcc1786697b490165a503234625fa3a4fa2cec80e357c79c02e9bc179d6f5bd0,73463
