role,path,sha256,bytes
acceptance_record,audit/report_harmonization/report018_writer_order71b2d_independent_acceptance.md,29d0e64e947d13a947cde77fa8fd87faada7db86f7261c074c1ff7be055442f5,1818
completion_record,audit/manuscript_nature_health/order71b_execution_2026_09_03/order71b2d_completion.md,9f9a2b3aad088a5b47c06df17095b677a571cd21232de61cf6b0dc33ae9f8a7e,2691
completion_manifest,audit/manuscript_nature_health/order71b_execution_2026_09_03/order71b2d_completion_manifest.csv,760e07eeaa67e7423aa11114bcdea0e0ead6d8ad13e6f84b30d4a03322dbe616,6225
accepted_docx,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.docx,74193a7a787ea18d70933b1742e588304a6bf6050c8b43e8a0a0cc352b44a2b8,28793619
repaired_s3_media,audit/manuscript_nature_health/order71b_execution_2026_09_03/word_capture_s3_repair/supp_table_s3_width_1059_font_12.png,e8847874e5b1d08db8e67527c7ff4742fbd9912bae58ac161fecc21df6219e4c,405151
base_structural_output,audit/manuscript_nature_health/order71b_execution_2026_09_03/docx_structural_checks_s3fixed.json,92b13abe6917d8da45053c84ba8585959445523fa45d06989540cf606500a739,3186
order71b2d_structural_output,audit/manuscript_nature_health/order71b_execution_2026_09_03/docx_order71b2d_checks.json,e9fb6df936d90cd8e7dbf197bdfcce760501df678bedb1069ab8b11da63a7159,1740
page_comparison,audit/manuscript_nature_health/order71b_execution_2026_09_03/order71b2d_page_comparison.json,04f5fbde41dac5aee489ce406ee9566d25832967faba86822208150325ffc59f,752
every_page_visual_qa,audit/manuscript_nature_health/order71b_execution_2026_09_03/order71b2d_every_page_visual_qa.csv,36cb97ba5b8d294f0b8fb76f88146e823647c324d9c00eb86bb7959cab149d88,16802
accepted_main_source,manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd,a527b6cb9ba689ab15370a05776280c632073ef27b79320a271feca96b27c69f,81434
accepted_si_source,manuscript/R0_NatHealth/supplementary_information_outline.qmd,fbfdde52cd24a60a5ff19eefb7901d3b7dcb268d97c2c922e0e87e7c944c652e,25590
accepted_html,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,438f80545e09eb1844d15c3d4495d7d2d4dbc07bcf039f4c8e4430b18e79ee0c,30877834
accepted_s6_svg,manuscript/R0_NatHealth/display_assets/brown_participant_state_raincloud.svg,200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653,108600
protected_site,_build/nathealth/index.html,c8abe2f9fbfcbe2fc8b4e39e149797a6dc2d74a5735337ed2399fb6e5814eb21,29023063
