path,role,bytes,sha256
audit/report_harmonization/report017_h01_order30_prerender_seal_independent_acceptance.md,independent_acceptance,3425,a735a9f2feb1d2480484bbf5e8130a84e138737b0e3e13d2efc24bc5aeb6e6e9
audit/report_harmonization/owner_orders/30_h01_prerender_source_seal.md,controlling_order,5153,802093316bbf4995026a088a9eb9e7d67fa64ef3df2d356e0ea0f1274e3f3bb6
artifacts/12_manifests/H01_reporting_artifacts.csv,accepted_reporting_manifest,11054,54b9b062a949c7aa0c4949a068670cd8b65ef65c8d785aeb71ba4167057aa676
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,accepted_stage3_manifest,22735,684046903baae35c8cf624bd3d0b317f0bdd5a31daf548d520a5ca759d7b43d8
tests/hypotheses/H01/test_h01_reporting_inputs.R,accepted_focused_test,19445,6e7b4de5a6580d95c81656f953e24a65743c6af5bf940eb1ce3ef628fc041f83
notebooks/hypotheses/H01.qmd,accepted_result_source,90547,5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9
audit/hypotheses/H01/H01_analysis_preparation.qmd,accepted_companion_source,54405,962b28663d115c2da216e313f6eff22afb8ed2198d4441d7b0864d207ec231a8
_build/nathealth/notebooks/hypotheses/H01.html,unchanged_existing_result_html,1351940,53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f
_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html,unchanged_existing_companion_html,667418,5857f9e0655e5c1a8530c5794008d20dcb364749a8a7c36bd3e7815c15c36d38
_quarto-nathealth.yml,accepted_profile,7404,5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565
