path,sha256,bytes,role
audit/report_harmonization/owner_orders/23_preparation05_phase4_render.md,572280f2b39959ff3a2a859588bf3965e576ef69e892f0a99745514b8e489531,8098,controlling_corrected_order
notebooks/preparation/05_model_input_acquisition.qmd,184c40b45f349dc7129a86a2e8a0cf57665df7f9a82a4183ea1128b09954ad1d,32178,accepted_reader_source
_quarto-nathealth.yml,5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565,7404,accepted_profile_configuration
tests/test_preparation05_report.R,c7a38c0b8c66b52776f307640198586a7ed22b95fd87c7c3f123a38e8594b7c2,7430,passing_focused_test
audit/handoffs/preparation_reports_worker_handoff.md,ae882eb5a3079851d29367ad1883c7a4115edaf8774e3271d69ecf7e90dc4640,31435,accepted_owner_handoff
_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,53486a2922558b5cf1d550b942533408741d443bee50669da8be0a1bc07e5b91,287308,accepted_target_html
audit/preparation_reports/report017_preparation05_verification.md,cf93864a0ed9eff7473d80b49c4cef001407d74840fc7a94605c061e0695abe2,12611,owner_final_verification
audit/preparation_reports/report017_preparation05_manifest.csv,f26b7ad5c68162a88f4b76804ddec051a6841fee108b72cb296ecc61d3f4fc9e,6372,owner_final_manifest
audit/preparation_reports/report017_preparation05_final_scoped_verification.csv,051589c54aae26087bdc7d6e822d1c676b429983fb3daa3631ed306bef49abcf,40690,protected_identity_verification
audit/preparation_reports/report017_preparation05_postrender_build_inventory.csv,2278813dbe0365d533ee3a37ff7e6b0546f346408dbd3657d11a446b51ddee73,139058,postrender_build_inventory
audit/preparation_reports/report017_preparation05_postqa_build_inventory.csv,2278813dbe0365d533ee3a37ff7e6b0546f346408dbd3657d11a446b51ddee73,139058,postqa_build_inventory
audit/preparation_reports/report017_preparation05_semantic_table_audit.csv,39944ace58b9d00a1af1b6c5805d5f465b1f0863bb9b69deeae1cb81125008f3,1516,native_table_audit
audit/preparation_reports/report017_preparation05_semantic_checks.csv,b5b86ea6bae501991b77d820488acfa7d8cfca25696646bbb93cfaa6b16d7a4d,2220,semantic_html_checks
audit/preparation_reports/report017_preparation05_visual_metrics.csv,4bf886df9c150642f934ab28e45deb1e8249711d2837046fbc04dc297cd95c1b,720,viewport_metrics
audit/report_harmonization/phase4_table_visual_qa_policy.md,589efda97afe0b5d23f0a490dd446b051326ec8f3f7d7cad6d3363b51b4197c2,1390,controlling_table_visual_policy
audit/preparation_reports/report017_preparation05_desktop_top.png,a459e4a62ad357c105c4fd97616e532ed0a73a13fa5f293185ac00b1c08eca33,148001,desktop_overview_screenshot
audit/preparation_reports/report017_preparation05_desktop_tables01_03.png,a0b721bada9d7ea783b6d897f37a451a9b5e910d5798c44eafcd7b38d03893c0,177212,desktop_tables01_03_screenshot
audit/preparation_reports/report017_preparation05_desktop_tables04_06.png,22462e0b77f9688c48083638d885f0bab207cf5e38c0ccef0804ea51a63de953,194432,desktop_tables04_06_screenshot
audit/preparation_reports/report017_preparation05_desktop_tables07_09.png,d48c84a53cfb068e82f826685900fa28c218d2b0d7a910c2d9295ab978e6d530,197351,desktop_tables07_09_screenshot
audit/preparation_reports/report017_preparation05_narrow_top.png,4374288bfb19b02242d2d3fab155ba9d569460433583b68b5d237e544c31eb9f,95557,narrow_overview_screenshot
audit/preparation_reports/report017_preparation05_narrow_navigation.png,1490a4e4098d01be9b64bc8e31aca1d58d21dd0213aa03415843691645a6c690,72889,narrow_navigation_screenshot
audit/preparation_reports/report017_preparation05_narrow_tables01_02.png,3ac6fbdb7a14c070e3c2009066db39a6981e2c1ace482f5b7d7aa2fe006c776f,102415,narrow_tables01_02_screenshot
audit/preparation_reports/report017_preparation05_narrow_tables04_05.png,f9be383940156dbf49a5a4f1ab266f227a757702261892a7dfeb38c202cdbfbe,111057,narrow_tables04_05_screenshot
audit/preparation_reports/report017_preparation05_narrow_table06.png,5905333d5dc235bbd5c0ee97bf62567583346c4a3fa113fdd25f65408a102dcd,128462,narrow_table06_screenshot
audit/preparation_reports/report017_preparation05_narrow_table07.png,bf800cedaa711f0474ef0881a553e36f961d7370e763ec5d1a9cc3f18b56b8e2,121413,narrow_table07_screenshot
audit/preparation_reports/report017_preparation05_narrow_table08.png,7aa4006bf86539aa105d4f3f81c7b686ffba7c36efaea58c899cf8e02fce2934,122160,narrow_table08_screenshot
audit/preparation_reports/report017_preparation05_narrow_table09.png,dccacebf57953688f83b50fb8756ef470bac8bd10dd18a9c95bdf6d863823526,106402,narrow_table09_screenshot
