path,bytes,sha256,role
audit/report_harmonization/report018_post_navigation_display_queue_2026_08_24.md,4205,9ebb1d81ef202b420aec42d12e5de372871edec780c5f72885e18d327f0f5a36,original queue authority
audit/manuscript_nature_health/manuscript_figure_table_selection.qmd,48345,1e29b5f4a83343978bbb4bf8e841072d1b941832991e3fa78139517738044676,final author-accepted display topology
audit/manuscript_nature_health/manuscript_figure_table_selection.html,30925051,82100e0d3990dec39f61e94970e7a434b02cf94a6d25819ede1be4d24f4130a6,accepted final selection preview
audit/hypotheses/H03/manuscript_supplementary_figure_s7/H03_manuscript_supplementary_figure_S7_acceptance.md,6046,8a6753534abbc931ebf6b1ab7eb6799da4be84a8371fbf0616e92485e8cc96b1,H03 four-panel acceptance
artifacts/10_figures/H03/H03_manuscript_supplementary_figure_S7.png,2423424,ae5174afa8d9b57b5d9a635dfe2320482105d72007882db7513e29380271f52d,H03 accepted supplementary composite
audit/report_harmonization/h04_revision3_selection_integration_2026_09_01.md,3716,bdc285ac355a040195a080bb12db6d0cae762c5854ae4cb3ad128b26c1fc9a00,H04 revision 3 selection integration
audit/hypotheses/H04/manuscript_figure3_candidate/author_revision3_other_label_acceptance_2026_09_01/H04_manuscript_figure3_other_label_acceptance_manifest.csv,2838,81c0c3bbdbed7b9851a6815c8a765e2b32865d15ea6fa2be9ad20340a6fd2485,H04 revision 3 acceptance manifest
audit/manuscript_nature_health/figure_table_selection_assets/H04_manuscript_figure3_selection_candidate.png,2450756,22d402974fc0df26c77536e5db8af166e87637f2192ea4cc4f01da2d98ebb122,H04 accepted main composite
manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd,79942,92bf3c1c9cd40ac1866771b5cd6b083693a0e6023816cbfb6dad03551602eabc,current manuscript source evidence
manuscript/R0_NatHealth/supplementary_information_outline.qmd,22767,d7e7ca45a833f573fce99798044599b6387eb04755106116c961a0326c0d130a,current Supplementary Information source evidence
audit/report_harmonization/owner_orders/64_writer_finalized_figure_integration.md,5030,f48abd6967964fc381b0ce602989ca7b265014ebf7ae5591311b42630d78b024,Writer integration order evidence
