"role","path","sha256","bytes"
"independent_acceptance","audit/report_harmonization/report018_h04_order43a_header_count_stop_independent_acceptance.md","42251c04f29edd4f994ae487fd2686de1081f84433cf6e28d7d21c7e91d4f020",2292
"header_count_audit","audit/report_harmonization/report018_h04_order43a_header_count_audit.csv","6b72f66c90a78a25559968e578c563b3479525512e7f6222e6ac8fecfa75c48f",680
"owner_stop_report","/private/tmp/H04-order43a-evidence.ik3RcV/report018_h04_order43a_fail_closed.md","9da2774950bc4fccde6d111927112acca9be8117bb6ca4ea302276bf2afd8728",2220
"owner_evidence_manifest","/private/tmp/H04-order43a-evidence.ik3RcV/evidence_manifest.csv","2f50217aefe5ff4acb4051eb5059c046c5c183251d540f92f1782d7548172842",829
"ruby26_static_verifier","/private/tmp/H04-order43a-evidence.ik3RcV/h04_order43_static_ruby26.rb","1280d1f6b0bd2298cf439e71656050c8ce9c2d81b9efda93694899c19ee27256",15870
"ruby26_compatibility_proof","/private/tmp/H04-order43a-evidence.ik3RcV/verifier_compatibility_proof.csv","63b5aed5fb2b8043a66859155bd7ff30426d0a261fd524ce3d2ad1c2cd3948af",622
"ruby26_two_hunk_patch","/private/tmp/H04-order43a-evidence.ik3RcV/verifier_ruby26_two_hunks.patch","5ed87a8cb5fd11d15bf3c65c8655076ac4bfe382e2ab32da411da3124132cb97",5244
"original_static_verifier","/private/tmp/h04_order43_static.rb","acbc9a68152f8099f8a303ddd0f3ff577ed77c992bf2e0bdfb357340e2934acd",15785
"semantic_summary","/private/tmp/H04-order43-semantic.9Pplpd/gt_html_semantic_post_render_summary.csv","e491aee781a8a15abf9798ba4818243f790a53449a86de3676369126fc693b4e",502
"semantic_ledger","/private/tmp/H04-order43-semantic.9Pplpd/001__build__nathealth__audit__hypotheses__H04__H04_analysis_preparation.html_gt_semantic_ledger.csv","aa1e6b1c0981cec58a9308c8198a139e48d8b01e4122eba92196552871a1a7cc",352707
"fresh_companion_html","_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html","e5f0861ef1b1e4accf4e6a924155c6ec5ce77a9c9865d6dc7bf5427e3de860ea",1226014
"accepted_result_html","_build/nathealth/notebooks/hypotheses/H04.html","da5f7f7195da843e46014d4796d35381f74d223ba79c37bb78fb8ce6dfa67c9f",387968
"companion_qmd","audit/hypotheses/H04/H04_analysis_preparation.qmd","efdb5be8dc194695f40c50249fab14905ec337bc63079ae589557de860188474",91202
"result_qmd","notebooks/hypotheses/H04.qmd","f8adb6d78be041ce296dd7e89eb92769b128631c1b4227ce5d8ab3d526daf1d5",83285
"profile","_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480
