"path","sha256","bytes","role","current_sha256","current_bytes","status"
"audit/hypotheses/H09/report018_order57_companion_render/build_inventory_postfailure.csv","55bb586c82ee621fd666d82cdccebfccc6698a771612a509305d3300548f5b47",185785,"order 57 fail-closed evidence","55bb586c82ee621fd666d82cdccebfccc6698a771612a509305d3300548f5b47",185785,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/build_inventory_prerender.csv","55bb586c82ee621fd666d82cdccebfccc6698a771612a509305d3300548f5b47",185785,"order 57 fail-closed evidence","55bb586c82ee621fd666d82cdccebfccc6698a771612a509305d3300548f5b47",185785,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/build_reconciliation_postfailure.csv","9822eae215deb2dfe3b3af87752269d80d6a623b6e890e320090ae82cc99a70f",208818,"order 57 fail-closed evidence","9822eae215deb2dfe3b3af87752269d80d6a623b6e890e320090ae82cc99a70f",208818,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/build_symlink_inventory_prerender.csv","8220e43eb376e5a9592ef6d4339a5f835aa532b63427654479659a7979f0cb75",33,"order 57 fail-closed evidence","8220e43eb376e5a9592ef6d4339a5f835aa532b63427654479659a7979f0cb75",33,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/capture_order57_failure.R","e70e2905ad68216b4b349db34041c5f77d45bb794d9e294fbad821b327c4e365",13133,"order 57 fail-closed evidence","e70e2905ad68216b4b349db34041c5f77d45bb794d9e294fbad821b327c4e365",13133,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/capture_order57_preflight.R","19123dbfe90d24f7975201a8eca51db6989e8674253bec2a06333baea0224a86",26973,"order 57 fail-closed evidence","19123dbfe90d24f7975201a8eca51db6989e8674253bec2a06333baea0224a86",26973,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/controlling_identities_prerender.csv","9c9487b727441ac5ade9b248a854f709c36d5cadeffa98e79b9e68430d9136c8",1842,"order 57 fail-closed evidence","9c9487b727441ac5ade9b248a854f709c36d5cadeffa98e79b9e68430d9136c8",1842,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/dispatch_hard_pin_audit_prerender.csv","5e38e12f4e9f237ddf37c4edd436a1e422e5ee3c0aedfd422216e4c0c5b5be2c",2118,"order 57 fail-closed evidence","5e38e12f4e9f237ddf37c4edd436a1e422e5ee3c0aedfd422216e4c0c5b5be2c",2118,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/failure_capture_checks.csv","f6b4052a740f530b74687cf0db7ea07ccc6963ecc1b55bed151db19ad7e2b800",1792,"order 57 fail-closed evidence","f6b4052a740f530b74687cf0db7ea07ccc6963ecc1b55bed151db19ad7e2b800",1792,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/frozen_endpoints_postfailure.csv","55c3cd7de9ac3dd9162512886cf7d174deff1dbfa4df9c243a6df09710038ea9",837,"order 57 fail-closed evidence","55c3cd7de9ac3dd9162512886cf7d174deff1dbfa4df9c243a6df09710038ea9",837,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/historical_tests_postfailure.csv","a52a02e39839c8d01a308b24f39b13fa45c8a83243b7fbfe609cb217abc7a40a",443,"order 57 fail-closed evidence","a52a02e39839c8d01a308b24f39b13fa45c8a83243b7fbfe609cb217abc7a40a",443,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/historical_tests_prerender.csv","b4e6b2c93d81aee3bb2a88232ee8288696a244a8b2344884b45b5654cd49aca2",410,"order 57 fail-closed evidence","b4e6b2c93d81aee3bb2a88232ee8288696a244a8b2344884b45b5654cd49aca2",410,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/ORDER57_FAIL_CLOSED.md","4ff6379f491e77cbf9861cddaf7d9bdb3c091f96b7d6b96cd9a755c59252d563",3854,"consolidated fail-closed record","4ff6379f491e77cbf9861cddaf7d9bdb3c091f96b7d6b96cd9a755c59252d563",3854,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/order57_failure_verification.csv","f91c681e6393d5febf8d19c180b3ec744776fae7b12e7a61a900e28fd0477aae",1788,"order 57 fail-closed evidence","f91c681e6393d5febf8d19c180b3ec744776fae7b12e7a61a900e28fd0477aae",1788,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/preflight_marker.txt","952fdc482d57855fa856a40e62d24bbc6b61ea49c0267b14a9d1af0fa5070b32",28,"order 57 fail-closed evidence","952fdc482d57855fa856a40e62d24bbc6b61ea49c0267b14a9d1af0fa5070b32",28,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/preflight_summary.csv","b6dad1af6b63cf67190f9de388473068ce18df27d2cf5d12b99e1b8dfb3575f8",1437,"order 57 fail-closed evidence","b6dad1af6b63cf67190f9de388473068ce18df27d2cf5d12b99e1b8dfb3575f8",1437,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/preparation_manifest_audit_prerender.csv","36a94881417a6e11bea0fe1c6a3c4a461555f0ef9672e41f4453cc7ce48cd53f",49044,"order 57 fail-closed evidence","36a94881417a6e11bea0fe1c6a3c4a461555f0ef9672e41f4453cc7ce48cd53f",49044,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/preparation_manifest_historical_transitions_prerender.csv","cefa01cc39203f914e0ac02f8d8402126a9fd1944a92a65c41ffae59f5ba3c50",7079,"order 57 fail-closed evidence","cefa01cc39203f914e0ac02f8d8402126a9fd1944a92a65c41ffae59f5ba3c50",7079,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/process_probe_postfailure.csv","77f3b6a0b93a6d82592c56fdeb017dccfdbeb7d170135c959018ca165b8e7dd1",168,"order 57 fail-closed evidence","77f3b6a0b93a6d82592c56fdeb017dccfdbeb7d170135c959018ca165b8e7dd1",168,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/process_probe_prerender.csv","72c9dab83d34bf8298ef449751a6a0195e4e8bb57478547da655cc5ce5d48fe3",185,"order 57 fail-closed evidence","72c9dab83d34bf8298ef449751a6a0195e4e8bb57478547da655cc5ce5d48fe3",185,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/protected_inventory_postfailure.csv","576af926a142567c446dbf717bfd274b89f05a9d32b0060e8b5d249fc32ebe06",102926,"order 57 fail-closed evidence","576af926a142567c446dbf717bfd274b89f05a9d32b0060e8b5d249fc32ebe06",102926,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/protected_inventory_prerender.csv","ac8c05efd1a3626fa92fab0208793fb96090503c23828dbece0328ea100f20cf",103047,"order 57 fail-closed evidence","ac8c05efd1a3626fa92fab0208793fb96090503c23828dbece0328ea100f20cf",103047,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/protected_missing_prerender.csv","fb776629d07e1bd90d82cc1defaf3d1a0748c771f870eb1215fe4f5068b16fa7",25,"order 57 fail-closed evidence","fb776629d07e1bd90d82cc1defaf3d1a0748c771f870eb1215fe4f5068b16fa7",25,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/protected_reconciliation_postfailure.csv","61f742ae166873a303ce0d0d5b4e7c24a94060a47bd6d50387aa878d32cb10be",115348,"order 57 fail-closed evidence","61f742ae166873a303ce0d0d5b4e7c24a94060a47bd6d50387aa878d32cb10be",115348,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/release_manifest_audit_prerender.csv","d50965ad299fbbd8c2408d164be0b0e6676178b00107c29aa335fd6fb110fcaf",6005,"order 57 fail-closed evidence","d50965ad299fbbd8c2408d164be0b0e6676178b00107c29aa335fd6fb110fcaf",6005,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/release_pins_audit_prerender.csv","4b0d34bc7259f5f5b30e40011c90fa046dfc1d69cf3526502aa45f8e45465961",8077,"order 57 fail-closed evidence","4b0d34bc7259f5f5b30e40011c90fa046dfc1d69cf3526502aa45f8e45465961",8077,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/render_console.log","f3ba46e727acf75d7fa0ddc88a6f6291e8714db245d37545d4ee486f9d2a40db",563,"order 57 fail-closed evidence","f3ba46e727acf75d7fa0ddc88a6f6291e8714db245d37545d4ee486f9d2a40db",563,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/render_execution.csv","3c63bf548b1c86cbf6b9a6751eaf5b0dabeaafc90fc18c64275fb97003a86f57",295,"order 57 fail-closed evidence","3c63bf548b1c86cbf6b9a6751eaf5b0dabeaafc90fc18c64275fb97003a86f57",295,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/render_input_identity_diagnostic.csv","22a6a00166f60baba24475f7a2036e63989bac13883e497e9e35cd68e3caafb0",4564,"order 57 fail-closed evidence","22a6a00166f60baba24475f7a2036e63989bac13883e497e9e35cd68e3caafb0",4564,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/render_input_identity_mismatches.csv","6df1a64d6fd989988387d777328c7eefc9a5f0fe9d684241ffcc26e072952f96",1193,"order 57 fail-closed evidence","6df1a64d6fd989988387d777328c7eefc9a5f0fe9d684241ffcc26e072952f96",1193,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/result_acceptance_audit_prerender.csv","6fb0bd86b244af9689f79ed9728df86c861bed22683f9511c267de93570ee08f",8434,"order 57 fail-closed evidence","6fb0bd86b244af9689f79ed9728df86c861bed22683f9511c267de93570ee08f",8434,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/sass_cache_inventory_after.csv","8b1d7a6256802b9ea03223fc137fc76debfe84eff554db57230b289889420cfa",189,"order 57 fail-closed evidence","8b1d7a6256802b9ea03223fc137fc76debfe84eff554db57230b289889420cfa",189,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/sass_cache_inventory_before.csv","01ab5c02197a5d7c3b05ec139d224e6959cf7a6f2c504ccd62c31757887d6ba2",187,"order 57 fail-closed evidence","01ab5c02197a5d7c3b05ec139d224e6959cf7a6f2c504ccd62c31757887d6ba2",187,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/semantic_directory_postfailure.csv","bea37fdba769aa3bb17f85ec297b2c758271db6a8321498fcb74458908cce712",85,"order 57 fail-closed evidence","bea37fdba769aa3bb17f85ec297b2c758271db6a8321498fcb74458908cce712",85,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/semantic_directory_prerender.csv","a7a6c69104f6cd1c24ee550c4d0f141a6e70142f4274053107b325cd2272591c",117,"order 57 fail-closed evidence","a7a6c69104f6cd1c24ee550c4d0f141a6e70142f4274053107b325cd2272591c",117,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/source_chunk_audit_prerender.csv","27635e7b11c6471ebc805ceb679accae723c17bc4b5ac66d90f13accf81c9134",234,"order 57 fail-closed evidence","27635e7b11c6471ebc805ceb679accae723c17bc4b5ac66d90f13accf81c9134",234,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/source_endpoint_contract_prerender.csv","0eb6a8847409e37123917d9db58066c2259dfa0a9e1837bf31b116a5e5044488",1009,"order 57 fail-closed evidence","0eb6a8847409e37123917d9db58066c2259dfa0a9e1837bf31b116a5e5044488",1009,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/source_prohibited_call_audit_prerender.csv","be7b6f1efba3de8ee93dfc22433cdd0f1425cd72ee72accb52df8524854e2ba5",854,"order 57 fail-closed evidence","be7b6f1efba3de8ee93dfc22433cdd0f1425cd72ee72accb52df8524854e2ba5",854,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/source_reader_targets_prerender.csv","9b0ecfecc0832455ffe09f967a3bb0b6882727657652d21966815d4b402f0b5a",3475,"order 57 fail-closed evidence","9b0ecfecc0832455ffe09f967a3bb0b6882727657652d21966815d4b402f0b5a",3475,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/source_scientific_contract_prerender.csv","ed5651fade0465f9e9de13aaaab07df8713b669bf7a70846a5302c1b3cf8093b",384,"order 57 fail-closed evidence","ed5651fade0465f9e9de13aaaab07df8713b669bf7a70846a5302c1b3cf8093b",384,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/source_side_support_reconciliation_postfailure.csv","001c88fa0757c8c3477f1da55001e6851952c3dc62aac83568570ab9d03b0656",4090,"order 57 fail-closed evidence","001c88fa0757c8c3477f1da55001e6851952c3dc62aac83568570ab9d03b0656",4090,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/source_side_support_tree_postfailure.csv","b9cb8600dd0531665c6467220249a4333036ca4c0812ca8a13386c57a20dee05",3948,"order 57 fail-closed evidence","b9cb8600dd0531665c6467220249a4333036ca4c0812ca8a13386c57a20dee05",3948,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/source_side_support_tree_prerender.csv","b9cb8600dd0531665c6467220249a4333036ca4c0812ca8a13386c57a20dee05",3948,"order 57 fail-closed evidence","b9cb8600dd0531665c6467220249a4333036ca4c0812ca8a13386c57a20dee05",3948,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/verify_order57_h09_companion_failure.R","92226688ee3212469ae3b7aa3580fcc8686f2d62a42c1c189ab61944f1ebcb35",15553,"new order-specific verifier","92226688ee3212469ae3b7aa3580fcc8686f2d62a42c1c189ab61944f1ebcb35",15553,"PASS"
"audit/hypotheses/H09/report018_order57_companion_render/versions_prerender.csv","c797afafd54fe0ea1a39852d25281a478cddab4fdfe26e2fb52085c569417c0b",137,"order 57 fail-closed evidence","c797afafd54fe0ea1a39852d25281a478cddab4fdfe26e2fb52085c569417c0b",137,"PASS"
