path,role,bytes,sha256
audit/preparation_reports/report017_preparation06_diagram_verification.md,owner_verification_record,11600,c0913c1dcccc93059d0dffea94168e929970a4d8b9a6ab7fc50872f7c448d8ac
audit/preparation_reports/report017_preparation06_diagram_manifest.csv,owner_non_circular_manifest,11124,51308ca5ac4a72a07c37f7939a34f86003038ce073c9e9c6b567df41283a8af2
notebooks/preparation/06_model_ready_datasets.qmd,accepted_source,87267,23b201c404f3b30918d49459ce54a3155a26b758ff10872bc0be4264bd386f87
tests/test_preparation06_report.R,accepted_focused_test,17136,03017c71915194335422f538f72750b914855310f5045d893b71a346961112ec
_quarto-nathealth.yml,accepted_profile,7404,5ccd16b064bfddd4777dd169720d89d42603bc1e2ddc8d6b0cb83c4cdefe3565
_build/nathealth/notebooks/preparation/06_model_ready_datasets.html,accepted_target_html,665739,7306d9d51e9a20da1e09ffd8a3147f7bdf1f8b6b3b1c80e0e23455ad43d96565
audit/preparation_reports/report017_preparation06_diagram_postqa_scoped_verification.csv,protected_path_verification,53530,8df744af1a75c078ee9d89714c627fede4e29559397a2939e12c0581e45d87c7
audit/preparation_reports/report017_preparation06_diagram_postrender_build_inventory.csv,postrender_build_inventory,139058,0132c31e5423fc8c43e87d1eb6daea884711e9ed0676a5b793f017f679199590
audit/preparation_reports/report017_preparation06_diagram_postqa_build_inventory.csv,postqa_build_inventory,139058,0132c31e5423fc8c43e87d1eb6daea884711e9ed0676a5b793f017f679199590
audit/preparation_reports/report017_preparation06_repaired_visual_metrics.csv,visual_metrics,621,3d0408658fc4c15092517f534ad0cf5a69868c514ca6aa25aeddba705393c6de
audit/preparation_reports/report017_preparation06_browser_duplicate_recovery.csv,browser_duplicate_recovery_ledger,1473,270d29ccc43fcb13f7a0358bdb2c5e56bd4bf7f6b1de206fc319a8b84e6e266f
_build/nathealth/notebooks/preparation/06_model_ready_datasets_files/figure-html/fig-site-composition-1.png,accepted_exported_figure,224765,058a7d41c484827dd70cf1fc88cece25d225e6715993529165d6ac0b603a59da
artifacts/08_diagnostics/preanalysis_comparison/categorical_levels.csv,accepted_figure_source_data,21916,809d109d3647ef4ac1798ef9eb59c06e2c7db41f5b9ce1dade4d0a8b583f0a22
audit/preparation_reports/report017_preparation06_repaired_desktop_mermaid.png,desktop_mermaid_visual_evidence,110418,c1e33b912bcea895849bf564ac4ad8ca6ab5800f6c928d601aaed6704b409cfd
audit/preparation_reports/report017_preparation06_repaired_narrow_mermaid.png,narrow_mermaid_visual_evidence,69315,887ab2b737320292a4e6a33cfc420100ff3c45cdb5d5c2650609ecacda12b833
