"role","path","sha256","bytes"
"independent_acceptance","audit/report_harmonization/report018_h04_order42_environment_startup_stop_independent_acceptance.md","c1fa59f6d7fcfa92a4b2ea443696ff73c7f904affe6160fda25f605ab3040a1c",1975
"owner_order","audit/report_harmonization/owner_orders/42_h04_result_render.md","94a33cfd83f8bc5e4dff55facd60da4957923f6b70258fd6352c16b92235d3c2",6966
"dispatch_manifest","audit/report_harmonization/report018_h04_result_order42_dispatch_manifest.csv","c49ce9e2fcbe7c0cf2b5f6219434511ff8d145b9f3e503b6bafbd186792c5584",3101
"owner_stop_report","/private/tmp/H04-order42-evidence.myeSDE/report018_h04_order42_environment_startup_stop.md","5775c40724eadceb0df35a1ed74d34f0d2f406a39f2e7acdae7d4e1769c2122d",2766
"owner_evidence_manifest","/private/tmp/H04-order42-evidence.myeSDE/evidence_manifest.csv","5ac53f314d5f1221b4babd4752ef8af0cfd1ef5fbe91e0a37c90c39f6d0e0f2f",2104
"dispatch_audit","/private/tmp/H04-order42-evidence.myeSDE/pre_render_dispatch_audit.csv","8cf8d4f88624f10721e96bfc0a3bd520a9da0bc59cdfdc457647fc3cc3c57d95",4741
"protected_comparison","/private/tmp/H04-order42-evidence.myeSDE/protected_comparison_poststop.csv","e6f8d1c5cf2000b273b95664a136d610a6db1f94c1eabe6d61ec6c00e9435e35",57426
"build_comparison","/private/tmp/H04-order42-evidence.myeSDE/build_comparison_poststop.csv","37cff4ff54e15841d1ea578388a59cee4fea5944562b17dc248caab4c2895982",184994
"result_qmd","notebooks/hypotheses/H04.qmd","f8adb6d78be041ce296dd7e89eb92769b128631c1b4227ce5d8ab3d526daf1d5",83285
"companion_qmd","audit/hypotheses/H04/H04_analysis_preparation.qmd","efdb5be8dc194695f40c50249fab14905ec337bc63079ae589557de860188474",91202
"unchanged_result_html","_build/nathealth/notebooks/hypotheses/H04.html","cad724ca28c651db62f2bb11a51d0d53adbf133785a6d9477f600900269e3cbe",380116
"held_companion_html","_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html","73e1c1f097b2053fd55bfea4857d3c72490af490bfa5e7ebf96c8f801bb57a8f",1207573
"profile","_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480
